step,discrete_energy,gap,entropy
0,-15.0,1814.0,
1,-15.0,1814.0,
2,-15.0,1814.0,
3,27.0,1856.0,
4,-39.0,1790.0,
5,49.0,1878.0,
6,63.0,1892.0,
7,65.0,1894.0,
8,-31.0,1798.0,
9,69.0,1898.0,
10,53.0,1882.0,
11,-43.0,1786.0,
12,115.0,1944.0,
13,57.0,1886.0,
14,33.0,1862.0,
15,55.0,1884.0,
16,3.0,1832.0,
17,127.0,1956.0,
18,1.0,1830.0,
19,-63.0,1766.0,
20,99.0,1928.0,
21,19.0,1848.0,
22,-23.0,1806.0,
23,53.0,1882.0,
24,-55.0,1774.0,
25,-63.0,1766.0,
26,-47.0,1782.0,
27,-117.0,1712.0,
28,-111.0,1718.0,
29,-85.0,1744.0,
30,-261.0,1568.0,
31,-213.0,1616.0,
32,-93.0,1736.0,
33,-307.0,1522.0,
34,-287.0,1542.0,
35,-213.0,1616.0,
36,-383.0,1446.0,
37,-351.0,1478.0,
38,-365.0,1464.0,
39,-341.0,1488.0,
40,-319.0,1510.0,
41,-431.0,1398.0,
42,-303.0,1526.0,
43,-397.0,1432.0,
44,-439.0,1390.0,
45,-393.0,1436.0,
46,-455.0,1374.0,
47,-459.0,1370.0,
48,-455.0,1374.0,
49,-509.0,1320.0,
50,-487.0,1342.0,
51,-491.0,1338.0,
52,-433.0,1396.0,
53,-445.0,1384.0,
54,-503.0,1326.0,
55,-487.0,1342.0,
56,-447.0,1382.0,
57,-507.0,1322.0,
58,-453.0,1376.0,
59,-471.0,1358.0,
60,-499.0,1330.0,
61,-517.0,1312.0,
62,-515.0,1314.0,
63,-419.0,1410.0,
64,-593.0,1236.0,
65,-463.0,1366.0,
66,-491.0,1338.0,
67,-481.0,1348.0,
68,-533.0,1296.0,
69,-645.0,1184.0,
70,-541.0,1288.0,
71,-535.0,1294.0,
72,-543.0,1286.0,
73,-587.0,1242.0,
74,-627.0,1202.0,
75,-547.0,1282.0,
76,-607.0,1222.0,
77,-557.0,1272.0,
78,-569.0,1260.0,
79,-597.0,1232.0,
80,-605.0,1224.0,
81,-563.0,1266.0,
82,-655.0,1174.0,
83,-683.0,1146.0,
84,-767.0,1062.0,
85,-747.0,1082.0,
86,-661.0,1168.0,
87,-793.0,1036.0,
88,-823.0,1006.0,
89,-879.0,950.0,
90,-781.0,1048.0,
91,-771.0,1058.0,
92,-955.0,874.0,
93,-985.0,844.0,
94,-1091.0,738.0,
95,-1229.0,600.0,
96,-1271.0,558.0,
97,-1379.0,450.0,
98,-1451.0,378.0,
99,-1489.0,340.0,
100,-1501.0,328.0,
101,-1569.0,260.0,
102,-1573.0,256.0,
103,-1627.0,202.0,
104,-1633.0,196.0,
105,-1657.0,172.0,
106,-1691.0,138.0,
107,-1707.0,122.0,
108,-1711.0,118.0,
109,-1731.0,98.0,
110,-1745.0,84.0,
111,-1749.0,80.0,
112,-1751.0,78.0,
113,-1757.0,72.0,
114,-1753.0,76.0,
115,-1751.0,78.0,
116,-1763.0,66.0,
117,-1761.0,68.0,
118,-1767.0,62.0,
119,-1769.0,60.0,
120,-1773.0,56.0,
121,-1775.0,54.0,
122,-1781.0,48.0,
123,-1789.0,40.0,
124,-1789.0,40.0,
125,-1785.0,44.0,
126,-1791.0,38.0,
127,-1783.0,46.0,
128,-1785.0,44.0,
129,-1795.0,34.0,
130,-1793.0,36.0,
131,-1795.0,34.0,
132,-1793.0,36.0,
133,-1793.0,36.0,
134,-1793.0,36.0,
135,-1793.0,36.0,
136,-1793.0,36.0,
137,-1793.0,36.0,
138,-1795.0,34.0,
139,-1795.0,34.0,
140,-1797.0,32.0,
141,-1799.0,30.0,
142,-1799.0,30.0,
143,-1799.0,30.0,
144,-1803.0,26.0,
145,-1801.0,28.0,
146,-1803.0,26.0,
147,-1803.0,26.0,
148,-1805.0,24.0,
149,-1805.0,24.0,
150,-1805.0,24.0,
151,-1805.0,24.0,
152,-1807.0,22.0,
153,-1807.0,22.0,
154,-1807.0,22.0,
155,-1811.0,18.0,
156,-1811.0,18.0,
157,-1811.0,18.0,
158,-1811.0,18.0,
159,-1811.0,18.0,
160,-1811.0,18.0,
161,-1811.0,18.0,
162,-1811.0,18.0,
163,-1811.0,18.0,
164,-1811.0,18.0,
165,-1811.0,18.0,
166,-1811.0,18.0,
167,-1811.0,18.0,
168,-1811.0,18.0,
169,-1811.0,18.0,
170,-1811.0,18.0,
171,-1813.0,16.0,
172,-1813.0,16.0,
173,-1813.0,16.0,
174,-1813.0,16.0,
175,-1813.0,16.0,
176,-1813.0,16.0,
177,-1813.0,16.0,
178,-1813.0,16.0,
179,-1813.0,16.0,
180,-1813.0,16.0,
181,-1813.0,16.0,
182,-1813.0,16.0,
183,-1813.0,16.0,
184,-1813.0,16.0,
185,-1813.0,16.0,
186,-1813.0,16.0,
187,-1813.0,16.0,
188,-1813.0,16.0,
189,-1813.0,16.0,
190,-1813.0,16.0,
191,-1813.0,16.0,
192,-1813.0,16.0,
193,-1813.0,16.0,
194,-1813.0,16.0,
195,-1813.0,16.0,
196,-1813.0,16.0,
197,-1813.0,16.0,
198,-1813.0,16.0,
199,-1813.0,16.0,
200,-1813.0,16.0,
201,-1813.0,16.0,
202,-1813.0,16.0,
203,-1813.0,16.0,
204,-1813.0,16.0,
205,-1813.0,16.0,
206,-1813.0,16.0,
207,-1813.0,16.0,
208,-1813.0,16.0,
209,-1813.0,16.0,
210,-1813.0,16.0,
211,-1813.0,16.0,
212,-1813.0,16.0,
213,-1813.0,16.0,
214,-1813.0,16.0,
215,-1813.0,16.0,
216,-1813.0,16.0,
217,-1813.0,16.0,
218,-1813.0,16.0,
219,-1813.0,16.0,
220,-1813.0,16.0,
221,-1813.0,16.0,
222,-1813.0,16.0,
223,-1813.0,16.0,
224,-1813.0,16.0,
225,-1813.0,16.0,
226,-1813.0,16.0,
227,-1813.0,16.0,
228,-1813.0,16.0,
229,-1813.0,16.0,
230,-1813.0,16.0,
231,-1813.0,16.0,
232,-1813.0,16.0,
233,-1813.0,16.0,
234,-1813.0,16.0,
235,-1813.0,16.0,
236,-1813.0,16.0,
237,-1813.0,16.0,
238,-1813.0,16.0,
239,-1813.0,16.0,
240,-1813.0,16.0,
241,-1813.0,16.0,
242,-1813.0,16.0,
243,-1813.0,16.0,
244,-1813.0,16.0,
245,-1813.0,16.0,
246,-1813.0,16.0,
247,-1813.0,16.0,
248,-1813.0,16.0,
249,-1813.0,16.0,
250,-1813.0,16.0,
251,-1813.0,16.0,
252,-1813.0,16.0,
253,-1813.0,16.0,
254,-1813.0,16.0,
255,-1813.0,16.0,
256,-1813.0,16.0,
257,-1813.0,16.0,
258,-1813.0,16.0,
259,-1813.0,16.0,
260,-1813.0,16.0,
261,-1813.0,16.0,
262,-1813.0,16.0,
263,-1813.0,16.0,
264,-1813.0,16.0,
265,-1813.0,16.0,
266,-1813.0,16.0,
267,-1813.0,16.0,
268,-1813.0,16.0,
269,-1813.0,16.0,
270,-1813.0,16.0,
271,-1813.0,16.0,
272,-1813.0,16.0,
273,-1813.0,16.0,
274,-1813.0,16.0,
275,-1813.0,16.0,
276,-1813.0,16.0,
277,-1813.0,16.0,
278,-1813.0,16.0,
279,-1813.0,16.0,
280,-1813.0,16.0,
281,-1813.0,16.0,
282,-1813.0,16.0,
283,-1813.0,16.0,
284,-1813.0,16.0,
285,-1813.0,16.0,
286,-1813.0,16.0,
287,-1813.0,16.0,
288,-1813.0,16.0,
289,-1813.0,16.0,
290,-1813.0,16.0,
291,-1813.0,16.0,
292,-1813.0,16.0,
293,-1813.0,16.0,
294,-1813.0,16.0,
295,-1813.0,16.0,
296,-1813.0,16.0,
297,-1813.0,16.0,
298,-1813.0,16.0,
299,-1813.0,16.0,
300,-1813.0,16.0,
301,-1813.0,16.0,
302,-1813.0,16.0,
303,-1813.0,16.0,
304,-1813.0,16.0,
305,-1813.0,16.0,
306,-1813.0,16.0,
307,-1813.0,16.0,
308,-1813.0,16.0,
309,-1813.0,16.0,
310,-1813.0,16.0,
311,-1813.0,16.0,
312,-1813.0,16.0,
313,-1813.0,16.0,
314,-1813.0,16.0,
315,-1813.0,16.0,
316,-1813.0,16.0,
317,-1813.0,16.0,
318,-1813.0,16.0,
319,-1813.0,16.0,
