instance,nodes,edges,mode,gamma_mode,gamma_max,gamma_min,n_steps,replicas,seed,lr,beta_min,beta_max,best_cut,best_value,gap,percent_accuracy,best_step,best_replica,runtime_sec,vanilla_cut,vanilla_gap,vanilla_percent_accuracy,vanilla_runtime_sec,delta_cut_vs_vanilla,delta_gap_vs_vanilla,delta_accuracy_vs_vanilla,runtime_ratio_vs_vanilla
G3,800,19176,qefem_anneal,anneal,1.0,0.0,1000,128,0,0.01,2.0,12500.0,11610.0,11622,12.0,99.89674754775426,486,51,19.55828595161438,11443.0,179.0,98.45981758733436,4.356320858001709,167.0,167.0,1.4369299604199028,4.489633934031658
