instance,nodes,mode,gamma_max,gamma_min,n_steps,replicas,seed,lr,beta_min,beta_max,best_cut,best_value,gap,percent_accuracy,best_step,best_replica,runtime_sec,vanilla_cut,vanilla_gap,vanilla_percent_accuracy,delta_cut_vs_vanilla,delta_accuracy_vs_vanilla
G1,800,gamma_zero,0.0,0.0,1000,128,0,0.01,2.0,12500.0,11473.0,11624,151.0,98.70096352374398,763,58,19.605765104293823,11446.0,178.0,98.46868547832072,27.0,0.23227804542325714
