num_instances,wins_vs_vanilla,ties_vs_vanilla,losses_vs_vanilla,mean_qefem_cut,mean_vanilla_cut,mean_best_value,mean_delta_cut_vs_vanilla,median_delta_cut_vs_vanilla,min_delta_cut_vs_vanilla,max_delta_cut_vs_vanilla,mean_cut_improvement_percent_vs_vanilla,mean_qefem_accuracy_percent,mean_vanilla_accuracy_percent,mean_delta_accuracy_percentage_points,mean_qefem_gap,mean_vanilla_gap,mean_gap_reduction,mean_gap_reduction_percent,best_known_hits,mean_qefem_runtime_sec,mean_vanilla_runtime_sec,mean_runtime_ratio_vs_vanilla
10,10,0,0,6827.9,6659.2,6838.6,168.7,171.0,134.0,201.0,5.399563432946074,99.6885551831717,94.72970093078669,4.958854252385012,10.7,179.4,168.7,93.93219065447997,0,19.685517883300783,4.338311052322387,4.540036387335869
