instance,nodes,edges,mode,gamma_mode,gamma_max,gamma_min,n_steps,replicas,seed,lr,beta_min,beta_max,best_cut,best_value,gap,percent_accuracy,best_step,best_replica,runtime_sec,vanilla_cut,vanilla_gap,vanilla_percent_accuracy,vanilla_runtime_sec,delta_cut_vs_vanilla,delta_gap_vs_vanilla,delta_accuracy_vs_vanilla,runtime_ratio_vs_vanilla
G41,2000,11785,qefem_anneal,anneal,1.0,0.0,1000,128,0,0.01,2.0,12500.0,2289.0,2405,116.0,95.17671517671518,475,10,27.832200050354004,2193.0,212.0,91.18503118503118,8.396402835845947,96.0,96.0,3.991683991683999,3.3147766483442997
