instance,step,beta,gamma,loss_mean,free_energy_mean,expected_cut_mean,expected_cut_max,hard_cut_mean,hard_cut_max,best_cut_so_far,entropy_mean,driver_energy_mean,R_mean,R_min,R_max,rx_mean,rx_abs_mean,rz_mean,rz_abs_mean,grad_norm_raw_R,grad_norm_theta
G47,0,2.0,1.0,-5351.548828125,-5351.548828125,4995.0,4995.0,4964.59375,5082.0,5082.0,693.09716796875,-10.00001049041748,0.010099492035806179,0.010056464932858944,0.010143536143004894,0.010099238716065884,0.010099238716065884,-5.5796412823383434e-08,6.96857605362311e-05,0.027533022686839104,2.793105704768095e-05
G47,1,14.510510444641113,0.9989989995956421,-5052.8544921875,-5052.8544921875,4995.0,4995.0,4971.0234375,5098.0,5098.0,693.09619140625,-10.089129447937012,0.01019997801631689,0.010156523436307907,0.010244457051157951,0.010199963115155697,0.010199963115155697,-1.076575451008921e-08,1.4890568309056107e-05,0.02789573185145855,0.00019949577108491212
G47,2,27.021020889282227,0.9979979991912842,-5030.830078125,-5030.830078125,4995.0,4995.0,4953.4140625,5061.0,5098.0,693.0950927734375,-10.179542541503906,0.010301494970917702,0.010257611982524395,0.010346410796046257,0.010301388800144196,0.010301388800144196,5.7968176037093144e-08,4.57660571555607e-05,0.028151830658316612,5.0141567044192925e-05
G47,3,39.531532287597656,0.9969969987869263,-5022.802734375,-5022.802734375,4995.0,4995.0,4960.75,5102.0,5102.0,693.0941162109375,-10.270453453063965,0.010404064320027828,0.0103597491979599,0.010449424386024475,0.010403919033706188,0.010403919033706188,6.648243555673616e-08,5.335730020306073e-05,0.02840365283191204,0.00013059801131021231
G47,4,52.04204177856445,0.9959959983825684,-5018.6796875,-5018.6796875,4995.0,4995.0,4965.40625,5098.0,5102.0,693.093017578125,-10.362260818481445,0.010507714934647083,0.010462962090969086,0.010553520172834396,0.010507654398679733,0.010507654398679733,4.418829036012539e-08,3.387598189874552e-05,0.02865632250905037,0.00015366755542345345
G47,5,64.55255126953125,0.9949949979782104,-5016.19140625,-5016.19140625,4995.0,4995.0,4965.3984375,5108.0,5108.0,693.0919189453125,-10.455062866210938,0.010612471029162407,0.010567276738584042,0.010658727958798409,0.01061246171593666,0.01061246171593666,-4.607152881419552e-09,1.0857916095119435e-05,0.028911005705595016,9.93563371594064e-05
G47,6,77.06306457519531,0.9939939975738525,-5014.5419921875,-5014.5419921875,4995.0,4995.0,4942.5390625,5065.0,5108.0,693.0908203125,-10.548723220825195,0.010718360543251038,0.010672721080482006,0.01076507568359375,0.010718317702412605,0.010718317702412605,-4.9408868108002935e-08,2.948654946521856e-05,0.029167644679546356,3.9054182707332075e-05
G47,7,89.57357025146484,0.9929929971694946,-5013.380859375,-5013.380859375,4995.0,4995.0,4950.265625,5098.0,5108.0,693.0897216796875,-10.643214225769043,0.010825414210557938,0.010779323056340218,0.010872590355575085,0.010825333185493946,0.010825333185493946,-6.784282646776774e-08,4.0865306800697e-05,0.029426299035549164,8.476892980979756e-05
G47,8,102.0840835571289,0.9919919967651367,-5012.5283203125,-5012.5283203125,4995.0,4995.0,4955.1640625,5068.0,5108.0,693.0885009765625,-10.738642692565918,0.010933653451502323,0.010887106880545616,0.010981297120451927,0.010933591052889824,0.010933591052889824,-5.1547520030226224e-08,3.5148852475686e-05,0.02968733012676239,0.00011679710587486625
G47,9,114.59459686279297,0.9909909963607788,-5011.8837890625,-5011.8837890625,4995.0,4995.0,4995.84375,5125.0,5125.0,693.08740234375,-10.835090637207031,0.011043114587664604,0.010996106080710888,0.011091228574514389,0.011043095029890537,0.011043095029890537,-1.1335287375402459e-08,1.9428272935329005e-05,0.029951002448797226,0.00010223856952507049
G47,10,127.1051025390625,0.9899899959564209,-5011.384765625,-5011.384765625,4995.0,4995.0,4863.875,5010.0,5125.0,693.086181640625,-10.932552337646484,0.01115382183343172,0.011106347665190697,0.011202412657439709,0.011153812520205975,0.011153812520205975,3.072503673706706e-08,8.941012310970109e-06,0.030217327177524567,5.773960947408341e-05
G47,11,139.61561584472656,0.988988995552063,-5010.9951171875,-5010.9951171875,4995.0,4995.0,4937.3671875,5093.0,5125.0,693.0849609375,-11.030998229980469,0.011265805922448635,0.01121786143630743,0.011314879171550274,0.011265775188803673,0.011265775188803673,5.4486893219518606e-08,2.5613604520913213e-05,0.030486227944493294,3.727223156602122e-05
