run_group,instance,step,temperature,beta,gamma,loss,mean_free_energy,mean_expected_cut,max_expected_cut,mean_entropy,mean_driver_energy,step_best_cut,global_best_cut,global_best_accuracy,step_success_count,step_success_probability,ever_success_count,ever_success_probability,mean_R,mean_abs_rx,mean_abs_rz,frac_polarized,frac_ambiguous,raw_R_grad_norm,theta_grad_norm,raw_R_grad_mean_abs,theta_grad_mean_abs,raw_R_grad_max_abs,theta_grad_max_abs,raw_R_step_norm,theta_step_norm,raw_R_step_mean_abs,theta_step_mean_abs
small_7_9,G43,1,1.159999966621399,0.8620690107345581,1.0,-5808.9921875,-5809.2880859375,4995.0,4995.0,693.0941162109375,-10.299038887023926,5124.0,5124.0,76.93693693693693,0,0.0,0,0.0,0.01030139159411192,0.01029903907328844,0.00021318485960364342,0.0,1.0,0.027349038049578667,0.0002793408930301666,7.644285506103188e-05,6.240314291972027e-07,7.679003465455025e-05,3.4486661206756253e-06,10.73166561126709,10.298101425170898,0.02999592013657093,0.0286631528288126
small_7_9,G43,50,1.1315672397613525,0.8837300539016724,0.9754877686500549,-5828.267578125,-5830.1904296875,4995.0,4995.0,691.698974609375,-52.48606491088867,5317.0,5349.0,80.31531531531532,0,0.0,0,0.0,0.05380496382713318,0.053804948925971985,3.521493636071682e-05,0.0,1.0,0.12566335499286652,0.00011289289250271395,0.00035123966517858207,2.529352798319451e-07,0.00035258548450656235,1.3736325854551978e-06,15.033976554870605,0.3985416889190674,0.042021241039037704,0.0009015992982313037
small_7_9,G43,100,1.102554202079773,0.9069848656654358,0.9504752159118652,-6040.42626953125,-6046.265625,4995.1865234375,4998.16162109375,613.0360107421875,-375.17340087890625,6393.0,6393.0,95.990990990991,0,0.0,0,0.0,0.39483633637428284,0.39472195506095886,0.0070785898715257645,0.0,0.9982656836509705,0.33391812443733215,0.01732136681675911,0.0009333279449492693,3.77520227630157e-05,0.00106488773599267,0.0008138907724060118,17.485361099243164,3.9303112030029297,0.048873066902160645,0.008763750083744526
small_7_9,G43,150,1.0735411643981934,0.9314966797828674,0.9254627227783203,-6684.0078125,-6689.28662109375,6120.5625,6173.4150390625,242.5330810546875,-308.35491943359375,6623.0,6628.0,99.51951951951952,0,0.0,0,0.0,0.8637666702270508,0.33319002389907837,0.7610299587249756,0.0,0.006679687649011612,0.43981075286865234,0.2074318826198578,0.0010453261202201247,0.0003785259905271232,0.004996876697987318,0.007303524762392044,13.04528522491455,3.775707721710205,0.034593869000673294,0.007039346732199192
small_7_9,G43,200,1.0445282459259033,0.9573699831962585,0.9004502296447754,-6765.1875,-6765.7431640625,6316.82568359375,6365.19140625,139.62582397460938,-303.07379150390625,6633.0,6633.0,99.5945945945946,0,0.0,0,0.0,0.9306386709213257,0.3365803062915802,0.8362091779708862,0.18351563811302185,0.005039062816649675,0.13920629024505615,0.030322415754199028,0.00032801946508698165,3.935016502509825e-05,0.001653184532187879,0.004125614650547504,4.271684646606445,1.5057086944580078,0.011014469899237156,0.001468717702664435
small_7_9,G43,250,1.0155152082443237,0.984721839427948,0.8754377365112305,-6769.9384765625,-6770.1396484375,6367.521484375,6415.57373046875,113.02941131591797,-287.83563232421875,6636.0,6636.0,99.63963963963964,0,0.0,0,0.0,0.9447969794273376,0.328790545463562,0.8557915091514587,0.3299219012260437,0.0051406254060566425,0.08169076591730118,0.017611341550946236,0.0001906713005155325,8.817673915473279e-06,0.0013291446957737207,0.005036040674895048,2.624115467071533,1.0653648376464844,0.006616197060793638,0.000786938238888979
small_7_9,G43,300,0.9865021705627441,1.01368248462677,0.8504252433776855,-6766.15234375,-6766.259765625,6395.43603515625,6442.92919921875,99.11021423339844,-273.05096435546875,6637.0,6638.0,99.66966966966967,0,0.0,0,0.0,0.9517414569854736,0.32107582688331604,0.8671525120735168,0.40860939025878906,0.004906250163912773,0.057015787810087204,0.010879899375140667,0.00013250896881800145,5.188216164242476e-06,0.001137014594860375,0.0031557236798107624,1.9930063486099243,0.8077206015586853,0.004952734801918268,0.0005701679619960487
small_7_9,G43,350,0.9574891924858093,1.0443981885910034,0.8254126906394958,-6759.802734375,-6759.8720703125,6415.21142578125,6462.439453125,89.80130004882812,-258.67669677734375,6639.0,6639.0,99.68468468468468,0,0.0,0,0.0,0.956285297870636,0.3133907616138458,0.8757525086402893,0.4599218964576721,0.004640625324100256,0.043690331280231476,0.010266304016113281,0.00010143002145923674,4.418823209562106e-06,0.0011988329933956265,0.002628565300256014,1.6750832796096802,0.7722896933555603,0.004102000501006842,0.0005027372972108424
small_7_9,G43,400,0.9284762144088745,1.077033519744873,0.8004001975059509,-6752.43798828125,-6752.4853515625,6430.9521484375,6477.4365234375,82.68623352050781,-244.7613067626953,6640.0,6640.0,99.69969969969969,0,0.0,0,0.0,0.9597540497779846,0.30579864978790283,0.8829104900360107,0.5013750195503235,0.0043671876192092896,0.035045526921749115,0.007534085772931576,8.16799292806536e-05,3.4090783174178796e-06,0.0010487694526091218,0.002580147236585617,1.4536200761795044,0.6635661721229553,0.0035607540048658848,0.0004343418695498258
small_7_9,G43,450,0.8994631767272949,1.111774206161499,0.775387704372406,-6744.6787109375,-6744.71484375,6444.43115234375,6490.072265625,76.82251739501953,-231.18466186523438,6641.0,6641.0,99.71471471471472,0,0.0,0,0.0,0.9626305103302002,0.2981536388397217,0.8893799185752869,0.5362890958786011,0.004109375178813934,0.029286719858646393,0.006692160852253437,6.850517092971131e-05,3.022318423973047e-06,0.0009965471690520644,0.00299413176253438,1.3242794275283813,0.549387514591217,0.0032133322674781084,0.00039106933400034904
small_7_9,G43,500,0.8704501390457153,1.1488308906555176,0.7503751516342163,-6736.8349609375,-6736.8642578125,6456.4716796875,6502.09619140625,71.73118591308594,-217.95428466796875,6642.0,6642.0,99.72972972972973,0,0.0,0,0.0,0.9651481509208679,0.2904604375362396,0.8953139781951904,0.565656304359436,0.004234375432133675,0.025431815534830093,0.007714617066085339,5.937805326539092e-05,3.31630940308969e-06,0.0012775319628417492,0.0025922972708940506,1.2495330572128296,0.6509569883346558,0.0029875622130930424,0.00040331619675271213
small_7_9,G43,550,0.8414371609687805,1.1884428262710571,0.7253626585006714,-6729.0185546875,-6729.04248046875,6467.451171875,6513.021484375,67.18394470214844,-205.06021118164062,6642.0,6642.0,99.72972972972973,0,0.0,0,0.0,0.9674075245857239,0.2827002704143524,0.9009415507316589,0.5933984518051147,0.0040937503799796104,0.022008409723639488,0.0066940574906766415,5.2057395805604756e-05,2.8825929803133477e-06,0.0010269315680488944,0.003218869911506772,1.1596801280975342,0.526847779750824,0.002797153778374195,0.00037163819069974124
small_7_9,G43,600,0.8124241828918457,1.230884075164795,0.7003501653671265,-6721.25,-6721.27197265625,6477.51806640625,6522.62841796875,63.07600021362305,-192.50930786132812,6642.0,6642.0,99.72972972972973,0,0.0,0,0.0,0.9694475531578064,0.27487581968307495,0.9062513709068298,0.6218515634536743,0.003929687663912773,0.01962963491678238,0.008810865692794323,4.6491051762131974e-05,2.8111401206842856e-06,0.0015894649550318718,0.004406997002661228,1.0789474248886108,0.6698166131973267,0.002646771492436528,0.00036794570041820407
small_7_9,G43,650,0.7834111452102661,1.2764689922332764,0.6753376722335815,-6713.63134765625,-6713.6494140625,6486.9150390625,6531.4609375,59.25461959838867,-180.3129119873047,6643.0,6643.0,99.74474474474475,0,0.0,0,0.0,0.9713616371154785,0.26699671149253845,0.9113584160804749,0.6483906507492065,0.0037578127812594175,0.017451779916882515,0.006260779686272144,4.20854557887651e-05,2.717011739150621e-06,0.0007931641303002834,0.0034824602771550417,1.0340760946273804,0.5106199383735657,0.002546087373048067,0.00035749870585277677
small_7_9,G43,700,0.7543981075286865,1.3255600929260254,0.6503251791000366,-6706.2060546875,-6706.22021484375,6495.759765625,6539.765625,55.66900634765625,-168.46337890625,6642.0,6643.0,99.74474474474475,0,0.0,0,0.0,0.9731631278991699,0.2590448558330536,0.9162464737892151,0.6709297299385071,0.003914062865078449,0.01573737896978855,0.004885578528046608,3.8468897400889546e-05,2.4253092760773143e-06,0.001063374220393598,0.002466896316036582,0.9953873157501221,0.3249806761741638,0.0024664176162332296,0.0003220505313947797
small_7_9,G43,750,0.7253851294517517,1.3785780668258667,0.6253126859664917,-6698.9130859375,-6698.9248046875,6503.9814453125,6547.63427734375,52.335350036621094,-156.98089599609375,6642.0,6643.0,99.74474474474475,0,0.0,0,0.0,0.9748271703720093,0.2510438561439514,0.9208832383155823,0.6911484599113464,0.003960937727242708,0.014151276089251041,0.002835432067513466,3.534694769768976e-05,2.1728642423113342e-06,0.0004326764610596001,0.0010345680639147758,0.9181180596351624,0.25518712401390076,0.0023834912572056055,0.0003071131359320134
small_7_9,G43,800,0.6963721513748169,1.4360138177871704,0.600300133228302,-6691.8212890625,-6691.83203125,6511.720703125,6555.099609375,49.197601318359375,-145.85116577148438,6642.0,6643.0,99.74474474474475,0,0.0,0,0.0,0.976396381855011,0.2429637610912323,0.9253674149513245,0.710632860660553,0.004023437853902578,0.013071702793240547,0.002313334960490465,3.290417225798592e-05,2.192257170463563e-06,0.0006294061313383281,0.0006986435619182885,0.8930079340934753,0.3290775418281555,0.002335440367460251,0.0003175462770741433
small_7_9,G43,850,0.6673591136932373,1.498443603515625,0.5752876400947571,-6684.966796875,-6684.9765625,6519.08251953125,6562.173828125,46.19348907470703,-135.06585693359375,6642.0,6643.0,99.74474474474475,0,0.0,0,0.0,0.9779037237167358,0.2347797155380249,0.929724931716919,0.7331250309944153,0.004109375178813934,0.012096509337425232,0.00227076536975801,3.0793784389970824e-05,2.2828442070021993e-06,0.0005999341374263167,0.00054902583360672,0.870804488658905,0.23608142137527466,0.0023015104234218597,0.00032096036011353135
small_7_9,G43,900,0.6383461356163025,1.566548228263855,0.5502750873565674,-6678.34765625,-6678.3564453125,6526.0517578125,6568.8916015625,43.33040237426758,-124.6453857421875,6642.0,6643.0,99.74474474474475,0,0.0,0,0.0,0.9793386459350586,0.22651469707489014,0.9339131116867065,0.7562187910079956,0.0041718753054738045,0.01122492179274559,0.0020999812986701727,2.8940037736902013e-05,2.2026608803571435e-06,0.000235613391851075,0.00013084057718515396,0.8460934162139893,0.22715634107589722,0.0022713448852300644,0.00031817657873034477
