run_group,partition,instance,graph_type,storage_mode,nodes,edges,n_steps,replicas,lr,seed,historical_best,v1_best,v1_gap,v1_percent_accuracy,v2_best,v2_gap,v2_percent_accuracy,v2_best_step,v2_best_replica,final_best,final_gap,final_percent_accuracy,best_step_success_count,best_step_success_probability,ever_success_count,ever_success_probability,final_success_count,final_success_probability,v2_runtime_sec
big_16_18,16,G65,toroid,edge_list,8000,16000,2000,128,0.03,7,5562.0,5448.0,114.0,97.95037756202804,5444.0,118.0,97.8784609852571,468,53,5444.0,118.0,97.8784609852571,0,0.0,0,0.0,0,0.0,59.41776394844055
big_16_18,17,G66,toroid,edge_list,9000,18000,2000,128,0.03,8,6364.0,6228.0,136.0,97.8629792583281,6218.0,146.0,97.70584538026398,624,70,6218.0,146.0,97.70584538026398,0,0.0,0,0.0,0,0.0,67.21220302581787
big_16_18,18,G67,toroid,edge_list,10000,20000,2000,128,0.03,9,6950.0,6806.0,144.0,97.92805755395683,6812.0,138.0,98.01438848920863,564,30,6812.0,138.0,98.01438848920863,0,0.0,0,0.0,0,0.0,71.30514812469482
big_16_18,18,G72,toroid,edge_list,10000,20000,2000,128,0.03,10,7008.0,6860.0,148.0,97.88812785388129,6844.0,164.0,97.65981735159818,559,17,6844.0,164.0,97.65981735159818,0,0.0,0,0.0,0,0.0,72.22571206092834
