method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec
qefem,0,1872603464,-119.19548401181231,,6.063741916462575,0.04840954326138623,False,,4105,78.39076879201457
lqa,0,1872603464,-117.67732701725382,,7.581898911021071,0.06052966442058781,False,,0,0.10420241698739119
qefem,1,2112195880,-119.1924992352058,,6.066726693069086,0.04843337205790314,False,,1848,77.97630529201706
lqa,1,2112195880,-117.96740790499975,,7.291818023275141,0.05821381993411435,False,,0,0.10483129200292751
qefem,2,3823126789,-119.23634072129275,,6.022885206982139,0.04808336601433992,False,,3934,78.234398917004
lqa,2,3823126789,-118.83298985753666,,6.426236070738227,0.05130349499699109,False,,0,0.1062139580026269
qefem,3,528527005,-119.2300703092951,,6.029155618979786,0.04813342549659505,False,,4140,77.69477995802299
lqa,3,528527005,-118.35669988576187,,6.902526042513017,0.05510592925478795,False,,0,0.10708837499259971
qefem,4,3810997053,-119.24461317627839,,6.014612751996495,0.04801732333425518,False,,542,77.83174466600758
lqa,4,3810997053,-116.64044559816597,,8.618780330108919,0.06880754903470462,False,,0,0.10705458399024792
