step,discrete_energy,gap,entropy
0,-0.4216803309315793,124.83754559734331,341.7665710449219
1,-45.493280604994105,79.76594532328079,342.14300537109375
2,-48.26112362358255,76.99810230469234,340.53875732421875
3,-41.348021658292744,83.91120426998214,337.0102844238281
4,-52.15121488063584,73.10801104763905,332.52056884765625
5,-48.66351012928525,76.59571579898963,328.2115478515625
6,-38.86823662672673,86.39098930154816,325.0832824707031
7,-18.46618382663932,106.79304210163556,323.6291198730469
8,14.910342700475557,140.16956862875045,323.698974609375
9,73.28091437819695,198.54014030647184,324.7077941894531
10,43.985448038480484,169.24467396675539,325.8551940917969
11,12.750931705377365,138.01015763365226,326.6334228515625
12,8.560957350767362,133.82018327904225,326.7601623535156
13,49.02011353425277,174.27933946252767,326.6865234375
14,52.38706554299529,177.64629147127016,326.6580810546875
15,87.63977851798387,212.89900444625874,326.7249450683594
16,69.88609993200683,195.14532586028173,326.897705078125
17,99.18268669041505,224.44191261868994,326.97808837890625
18,123.07776863492116,248.33699456319604,326.8896484375
19,64.78434069317484,190.0435666214497,327.1993408203125
20,78.17788079724548,203.43710672552038,327.1007995605469
21,108.22502636387,233.4842522921449,327.4217529296875
22,122.40815286635542,247.6673787946303,327.27728271484375
23,91.88754083506804,217.14676676334292,327.4498291015625
24,104.49382675155694,229.75305267983182,327.58544921875
25,108.78455058311015,234.04377651138503,327.5618896484375
26,123.91027715140946,249.16950307968435,327.73858642578125
27,126.38325839265926,251.64248432093416,327.8026123046875
28,109.36199374019746,234.62121966847235,327.7857971191406
29,49.04463727603049,174.30386320430537,328.08697509765625
30,47.0565015424062,172.31572747068108,327.9932861328125
31,143.0840022051928,268.3432281334677,328.1153259277344
32,108.0885298521386,233.34775578041348,328.31683349609375
33,100.71694172894654,225.97616765722142,328.22662353515625
34,80.5986231410644,205.8578490693393,328.4459228515625
35,90.75553601337853,216.01476194165343,328.477294921875
36,81.08619012806537,206.34541605634024,328.599365234375
37,99.58451743330254,224.84374336157742,328.71539306640625
38,79.6209342553904,204.88016018366528,328.66461181640625
39,64.25169146422901,189.5109173925039,328.88482666015625
40,70.27975859215339,195.53898452042827,328.9681091308594
41,98.44631430125727,223.70554022953218,328.942138671875
42,89.9372764279394,215.1965023562143,329.1585388183594
43,88.88158475003641,214.1408106783113,329.1734619140625
44,108.20393850804811,233.46316443632298,329.2899169921875
45,108.24353565376992,233.5027615820448,329.36578369140625
46,67.89154229422954,193.15076822250444,329.40771484375
47,81.82600078703535,207.08522671531023,329.6358642578125
48,122.0026935666743,247.26191949494918,329.644287109375
49,158.59854863892497,283.85777456719984,329.6477966308594
50,146.40665175091624,271.6658776791911,329.89117431640625
51,45.81025556251019,171.06948149078508,329.9091796875
52,43.77917055055937,169.03839647883427,329.98504638671875
53,69.74885941194553,195.00808534022042,330.106201171875
54,115.05093268949368,240.31015861776856,330.101806640625
55,119.41124532595596,244.67047125423085,330.35052490234375
56,157.70931784765588,282.96854377593075,330.37420654296875
57,77.00824012850475,202.26746605677965,330.39678955078125
58,50.78519845506516,176.04442438334004,330.6185302734375
59,89.38567647415839,214.64490240243327,330.6080322265625
60,46.75245374863528,172.01167967691018,330.71246337890625
61,39.61611895851527,164.87534488679017,330.8883056640625
62,68.65660327776965,193.91582920604452,330.8531494140625
63,117.33747217909144,242.5966981073663,331.071533203125
64,71.13645948981303,196.3956854180879,331.10455322265625
65,60.66863439820078,185.92786032647567,331.14984130859375
66,86.3386734665566,211.59789939483147,331.3515930175781
67,81.2665725970683,206.5257985253432,331.3593444824219
68,59.3402893935212,184.5995153217961,331.52349853515625
69,93.39365295206528,218.65287888034015,331.5583801269531
70,123.24743689904908,248.50666282732396,331.6395568847656
71,85.62341596365513,210.88264189193,331.79559326171875
72,48.8956476485753,174.15487357685018,331.77587890625
73,51.262228058340355,176.52145398661526,331.9688720703125
74,95.73850761078046,220.99773353905533,332.05419921875
75,83.38791574376202,208.64714167203692,332.0906982421875
76,67.56561847250552,192.82484440078042,332.2820129394531
77,57.90594696328789,183.16517289156278,332.31451416015625
78,57.59255937409317,182.85178530236806,332.40191650390625
79,54.42775366228963,179.68697959056453,332.51458740234375
80,44.9391127467667,170.19833867504158,332.5732421875
81,56.091486021198754,181.35071194947363,332.68707275390625
82,94.49745714831938,219.75668307659427,332.83856201171875
83,86.89417585476929,212.15340178304416,332.8942565917969
84,61.09239854008857,186.35162446836347,333.01129150390625
85,47.36202317846967,172.62124910674456,333.06939697265625
86,79.01858639571392,204.27781232398883,333.1846923828125
87,92.44710797558247,217.70633390385734,333.28521728515625
88,64.18281990108382,189.4420458293587,333.3553771972656
89,49.73505070560742,174.9942766338823,333.4760437011719
90,58.07907803107875,183.33830395935365,333.5844421386719
91,27.625568531527065,152.88479445980195,333.6435546875
92,56.90471824291404,182.16394417118892,333.75732421875
93,47.51552852305589,172.77475445133078,333.8298034667969
94,63.63000366175244,188.88922959002733,334.000732421875
95,36.83706571436044,162.09629164263532,334.01153564453125
96,33.4728776951682,158.7321036234431,334.10577392578125
97,26.283236005290256,151.54246193356514,334.27508544921875
98,39.399063661173116,164.658289589448,334.39215087890625
99,48.858070962748386,174.11729689102327,334.4290466308594
100,26.44126319475819,151.70048912303307,334.50787353515625
101,68.39345103861262,193.6526769668875,334.656005859375
102,67.63174352163259,192.89096944990746,334.7265625
103,38.535339682716824,163.7945656109917,334.7912292480469
104,9.41499377670078,134.67421970497566,334.92413330078125
105,9.114657652430095,134.37388358070498,335.04571533203125
106,13.687770746696538,138.94699667497142,335.10821533203125
107,16.147654323552782,141.40688025182766,335.1927795410156
108,25.95630619304997,151.21553212132486,335.2372131347656
109,11.311341137945412,136.5705670662203,335.43218994140625
110,22.460612282959985,147.71983821123487,335.4841613769531
111,2.5330553851428843,127.79228131341777,335.55987548828125
112,-5.720426306280537,119.53879962199434,335.7423400878906
113,26.78188926596454,152.04111519423944,335.7813415527344
114,14.020284378015454,139.27951030629035,335.8556213378906
115,34.10393382674778,159.36315975502265,335.99658203125
116,16.84043620742505,142.09966213569993,336.04180908203125
117,24.668570460251445,149.92779638852633,336.24078369140625
118,-1.3457838255182875,123.9134421027566,336.32769775390625
119,45.78428850905645,171.04351443733134,336.29949951171875
120,35.526118799287374,160.78534472756226,336.51007080078125
121,9.142550898825146,134.40177682710004,336.5205078125
122,0.23003868290406349,125.48926461117895,336.60736083984375
123,19.829342740689924,145.0885686689648,336.8009033203125
124,-16.203972825555816,109.05525310271906,336.8013610839844
125,12.379387264222071,137.63861319249696,336.9505615234375
126,12.450328392033514,137.7095543203084,337.01409912109375
127,-0.18599060424242975,125.07323532403245,337.0364685058594
128,-17.49933855889452,107.75988736938037,337.1921081542969
129,-6.358408352110006,118.90081757616488,337.20025634765625
130,14.439771079994156,139.69899700826903,337.3164978027344
131,-18.45586352266858,106.80336240560631,337.3653869628906
132,-2.1137861144138483,123.14543981386103,337.3531494140625
133,-14.114750518506913,111.14447540976798,337.4435119628906
134,-18.697736410859875,106.56148951741501,337.413818359375
135,-16.268640694369793,108.9905852339051,337.4139709472656
136,-17.855282003266193,107.40394392500869,337.5127258300781
137,3.124355914488851,128.38358184276373,337.44940185546875
138,-27.293599970295762,97.96562595797913,337.4801025390625
139,-10.063047012232795,115.19617891604209,337.4017028808594
140,-13.905710858998717,111.35351506927617,337.3056640625
141,-4.483724360093314,120.77550156818157,337.2508239746094
142,-1.6964494426431447,123.56277648563174,337.1097717285156
143,-18.926155985166666,106.33306994310823,336.9806823730469
144,-5.685049732857497,119.5741761954174,336.73748779296875
145,-21.50125407871117,103.75797184956372,336.5354919433594
146,-14.525064277374987,110.73416165089989,336.373291015625
147,-17.230349367453343,108.02887656082154,336.0264892578125
148,-22.712753872656684,102.54647205561821,335.7882080078125
149,-18.38016999907544,106.87905592919944,335.4832763671875
150,-22.676352583686388,102.5828733445885,335.08258056640625
151,-23.91121093400401,101.34801499427087,334.88421630859375
152,-24.854614312257265,100.40461161601762,334.5111999511719
153,-26.484583049063183,98.77464287921171,334.0724792480469
154,-29.251221943347822,96.00800398492706,333.7220458984375
155,-34.34233429583559,90.9168916324393,333.20147705078125
156,-36.631526895268436,88.62769903300645,332.7211608886719
157,-29.590770112814944,95.66845581545994,332.229248046875
158,-35.95084460655001,89.30838132172488,331.62530517578125
159,-36.947148314628365,88.31207761364652,331.0709228515625
160,-25.866223083281746,99.39300284499313,330.39337158203125
161,-37.47750458156834,87.78172134670655,329.58294677734375
162,-43.33615506701464,81.92307086126024,328.8167724609375
163,-33.387708556218726,91.87151737205616,328.0208435058594
164,-45.9234661273665,79.33575980090839,327.1451110839844
165,-39.96578462286709,85.2934413054078,326.1833801269531
166,-53.93240785737124,71.32681807090364,325.197509765625
167,-55.01032580844864,70.24890011982625,324.16461181640625
168,-58.880910805722685,66.37831512255221,323.1388854980469
169,-64.64447719274386,60.61474873553102,322.0245361328125
170,-65.83845419924818,59.42077172902671,320.9480285644531
171,-67.31577814805075,57.94344778022413,319.8904724121094
172,-70.95372505046019,54.305500877814694,318.80731201171875
173,-64.04429931759495,61.21492661067994,317.5972900390625
174,-71.51355590192388,53.74567002635101,316.4454650878906
175,-74.61812968850352,50.64109623977137,315.230224609375
176,-74.14124983980122,51.11797608847367,314.0493469238281
177,-76.0262446410177,49.23298128725719,312.8575439453125
178,-79.33409122682889,45.925134701446,311.7408447265625
179,-82.82936843097045,42.42985749730444,310.50311279296875
180,-81.26627413038885,43.992951797886036,309.0970764160156
181,-83.63924244403741,41.61998348423748,307.91265869140625
182,-85.20797128247065,40.051254645804235,306.4674072265625
183,-85.55844070907523,39.70078521919966,305.0164794921875
184,-90.59158257366786,34.66764335460702,303.5562744140625
185,-88.79763113941627,36.46159478885862,302.11871337890625
186,-91.2632513268799,33.99597460139499,300.56671142578125
187,-91.06108388564984,34.19814204262505,299.0523681640625
188,-94.88373193642383,30.37549399185106,297.4899597167969
189,-95.54110267368618,29.718123254588704,295.92181396484375
190,-95.64531665250766,29.613909275767227,294.3298034667969
191,-96.3650800192786,28.894145908996293,292.55718994140625
192,-95.7979568061643,29.461269122110593,290.74261474609375
193,-97.88117139753297,27.37805453074192,289.039306640625
194,-97.4942379077633,27.76498802051158,287.2193908691406
195,-98.66018013651426,26.59904579176063,285.50341796875
196,-99.11313176507645,26.14609416319844,283.68426513671875
197,-99.66088045003082,25.59834547824407,281.78082275390625
198,-99.7249434742801,25.53428245399479,279.8779296875
199,-101.4557016388345,23.80352428944039,277.92388916015625
200,-101.14183713178366,24.117388796491227,276.1376037597656
201,-101.72684004139842,23.53238588687647,274.4150085449219
202,-101.14772370075758,24.111502227517306,272.69561767578125
203,-102.68679121034256,22.572434717932325,271.04876708984375
204,-103.77876715144662,21.48045877682827,269.4385681152344
205,-105.53980802085445,19.719417907420436,267.8875732421875
206,-106.46980390041008,18.789422027864802,266.33392333984375
207,-105.91588381476441,19.343342113510474,264.7503662109375
208,-106.67185614411702,18.587369784157872,263.1879577636719
209,-105.83907058097739,19.420155347297495,261.57940673828125
210,-105.7308090214344,19.52841690684049,259.8931579589844
211,-105.678251303742,19.580974624532885,258.16510009765625
212,-105.24900368933031,20.01022223894458,256.7056884765625
213,-106.62808705913632,18.631138869138567,255.14395141601562
214,-107.84226214599767,17.41696378227722,253.40988159179688
215,-107.5713483355793,17.687877592695585,252.00987243652344
216,-108.29126436092521,16.967961567349676,250.57412719726562
217,-107.3705258185641,17.888700109710783,248.94471740722656
218,-108.54397277907884,16.715253149196045,247.31446838378906
219,-108.73095980757864,16.528266120696244,245.7355499267578
220,-109.71667605733188,15.542549870943006,244.16427612304688
221,-109.54810326738941,15.71112266088548,242.5958251953125
222,-109.88847428577324,15.370751642501645,241.04095458984375
223,-110.58738255670337,14.671843371571512,239.41151428222656
224,-110.37436572618454,14.884860202090351,237.7292022705078
225,-110.39986577092003,14.859360157354857,235.9297332763672
226,-110.46543913485772,14.79378679341717,234.44863891601562
227,-110.46640842717889,14.792817501095996,232.99728393554688
228,-110.50202289090295,14.757203037371937,231.3833465576172
229,-111.23985412037285,14.019371807902033,229.9502410888672
230,-111.39631609948142,13.862909828793462,228.31454467773438
231,-111.03053005710908,14.228695871165812,226.7838897705078
232,-112.7102654812934,12.548960446981482,225.32406616210938
233,-113.18033104502985,12.078894883245042,223.8768768310547
234,-113.10309394163205,12.156131986642833,222.40774536132812
235,-113.10309394163205,12.156131986642833,221.00372314453125
236,-112.52643191918631,12.732794009088579,219.52413940429688
237,-113.10309394163205,12.156131986642833,217.87774658203125
238,-113.14889091271559,12.1103350155593,216.48641967773438
239,-112.32379771568725,12.935428212587638,214.9561309814453
240,-113.22894143880049,12.030284489474397,213.50827026367188
241,-113.60647200015686,11.652753928118031,212.07595825195312
242,-113.60857866750878,11.650647260766107,210.72930908203125
243,-113.65398628033974,11.60523964793515,209.31573486328125
244,-113.65398628033974,11.60523964793515,207.93511962890625
245,-113.65398628033974,11.60523964793515,206.44924926757812
246,-114.13848292156518,11.120743006709702,205.13560485839844
247,-114.0772478737658,11.181978054509088,203.94471740722656
248,-114.66238154909976,10.596844379175124,202.4505615234375
249,-114.66238154909976,10.596844379175124,201.19139099121094
250,-114.66238154909976,10.596844379175124,199.65005493164062
251,-114.66238154909976,10.596844379175124,198.1972198486328
252,-114.66238154909976,10.596844379175124,196.79833984375
253,-114.66238154909976,10.596844379175124,195.50949096679688
254,-114.66238154909976,10.596844379175124,194.15159606933594
255,-114.66238154909976,10.596844379175124,192.88722229003906
256,-114.66238154909976,10.596844379175124,191.70333862304688
257,-115.12969780912944,10.129528119145448,190.439453125
258,-115.12969780912944,10.129528119145448,189.07351684570312
259,-115.12969780912944,10.129528119145448,187.89779663085938
260,-115.51182220454507,9.747403723729818,186.731201171875
261,-115.12969780912944,10.129528119145448,185.49224853515625
262,-115.51182220454507,9.747403723729818,184.43283081054688
263,-115.12969780912944,10.129528119145448,183.04238891601562
264,-115.45993035184412,9.799295576430765,181.89169311523438
265,-115.12969780912944,10.129528119145448,180.61021423339844
266,-115.27578741335925,9.983438514915633,179.44583129882812
267,-115.27578741335925,9.983438514915633,178.40512084960938
268,-115.27578741335925,9.983438514915633,177.21397399902344
269,-115.27578741335925,9.983438514915633,176.11898803710938
270,-115.27578741335925,9.983438514915633,174.917236328125
271,-115.27578741335925,9.983438514915633,173.712890625
272,-115.27578741335925,9.983438514915633,172.61334228515625
273,-115.27578741335925,9.983438514915633,171.36038208007812
274,-115.47637195855576,9.782853969719127,170.11892700195312
275,-115.91220367991838,9.34702224835651,169.10899353027344
276,-115.91220367991838,9.34702224835651,168.04583740234375
277,-115.91220367991838,9.34702224835651,166.94985961914062
278,-115.91220367991838,9.34702224835651,165.8623809814453
279,-115.56326383558978,9.695962092685107,164.69863891601562
280,-115.56326383558978,9.695962092685107,163.5179901123047
281,-115.56326383558978,9.695962092685107,162.49160766601562
282,-115.56326383558978,9.695962092685107,161.43865966796875
283,-115.56326383558978,9.695962092685107,160.3700408935547
284,-115.56326383558978,9.695962092685107,159.22909545898438
285,-115.56326383558978,9.695962092685107,158.154052734375
286,-115.50254449455821,9.756681433716679,156.97592163085938
287,-115.37732597338047,9.881899954894422,155.8642120361328
288,-115.37732597338047,9.881899954894422,154.87159729003906
289,-115.4954217269801,9.76380420129479,153.82579040527344
290,-115.4954217269801,9.76380420129479,152.73504638671875
291,-115.4954217269801,9.76380420129479,151.77996826171875
292,-115.4954217269801,9.76380420129479,150.76336669921875
293,-115.78972674364368,9.469499184631204,149.57131958007812
294,-115.78972674364368,9.469499184631204,148.54673767089844
295,-115.78972674364368,9.469499184631204,147.41748046875
296,-115.78972674364368,9.469499184631204,146.42776489257812
297,-115.68801516669875,9.57121076157614,145.54171752929688
298,-115.68801516669875,9.57121076157614,144.44300842285156
299,-115.20932464541983,10.04990128285506,143.46514892578125
300,-115.20932464541983,10.04990128285506,142.45001220703125
301,-115.25352272189522,10.005703206379664,141.40708923339844
302,-115.25352272189522,10.005703206379664,140.5589599609375
303,-115.25352272189522,10.005703206379664,139.5269775390625
304,-115.30489657275541,9.954329355519477,138.48391723632812
305,-115.30489657275541,9.954329355519477,137.64031982421875
306,-115.30489657275541,9.954329355519477,136.64541625976562
