step,discrete_cut,gap,entropy
0,3020.0,2980.0,2071.800048828125
1,2186.0,3814.0,1127.5186767578125
2,2186.0,3814.0,579.5064697265625
3,2186.0,3814.0,370.17431640625
4,2172.0,3828.0,286.57855224609375
5,2186.0,3814.0,275.6195068359375
6,2186.0,3814.0,349.3305358886719
7,2026.0,3974.0,531.9400634765625
8,1890.0,4110.0,762.3811645507812
9,2730.0,3270.0,914.4550170898438
10,3450.0,2550.0,985.7021484375
11,3534.0,2466.0,1036.692626953125
12,3504.0,2496.0,1079.2291259765625
13,3224.0,2776.0,1065.3236083984375
14,3104.0,2896.0,1031.3687744140625
15,3326.0,2674.0,1043.824462890625
16,3562.0,2438.0,1091.775146484375
17,3666.0,2334.0,1152.0020751953125
18,3714.0,2286.0,1209.9671630859375
19,3700.0,2300.0,1255.7197265625
20,3960.0,2040.0,1295.513427734375
21,4082.0,1918.0,1327.18115234375
22,4122.0,1878.0,1356.699951171875
23,4104.0,1896.0,1386.132568359375
24,4238.0,1762.0,1412.802490234375
25,4336.0,1664.0,1440.609130859375
26,4482.0,1518.0,1466.6031494140625
27,4414.0,1586.0,1482.4835205078125
28,4526.0,1474.0,1490.511474609375
29,4564.0,1436.0,1495.6519775390625
30,4548.0,1452.0,1505.07080078125
31,4526.0,1474.0,1523.65771484375
32,4570.0,1430.0,1551.3570556640625
33,4540.0,1460.0,1582.122314453125
34,4440.0,1560.0,1608.852783203125
35,4378.0,1622.0,1628.239013671875
36,4342.0,1658.0,1640.7095947265625
37,4286.0,1714.0,1648.549560546875
38,4296.0,1704.0,1660.0201416015625
39,4236.0,1764.0,1673.9022216796875
40,4134.0,1866.0,1689.0882568359375
41,4042.0,1958.0,1703.67529296875
42,4014.0,1986.0,1712.6346435546875
43,4060.0,1940.0,1716.488525390625
44,4034.0,1966.0,1716.6455078125
45,4036.0,1964.0,1717.06787109375
46,4092.0,1908.0,1722.1082763671875
47,4112.0,1888.0,1731.439208984375
48,4134.0,1866.0,1741.9986572265625
49,4166.0,1834.0,1750.1461181640625
50,4180.0,1820.0,1753.7652587890625
51,4194.0,1806.0,1752.83544921875
52,4186.0,1814.0,1750.168701171875
53,4228.0,1772.0,1749.780029296875
54,4252.0,1748.0,1753.5853271484375
55,4272.0,1728.0,1760.556396484375
56,4260.0,1740.0,1767.530517578125
57,4254.0,1746.0,1771.9879150390625
58,4284.0,1716.0,1772.982177734375
59,4228.0,1772.0,1771.7935791015625
60,4186.0,1814.0,1770.813720703125
61,4218.0,1782.0,1772.134765625
62,4202.0,1798.0,1775.8050537109375
63,4258.0,1742.0,1780.12353515625
64,4146.0,1854.0,1783.176513671875
65,4202.0,1798.0,1784.1561279296875
66,4222.0,1778.0,1783.623046875
67,4260.0,1740.0,1783.11865234375
68,4274.0,1726.0,1783.822265625
69,4392.0,1608.0,1786.0015869140625
70,4430.0,1570.0,1788.7293701171875
71,4478.0,1522.0,1790.804931640625
72,4524.0,1476.0,1791.5772705078125
73,4564.0,1436.0,1791.457763671875
74,4624.0,1376.0,1791.3233642578125
75,4606.0,1394.0,1791.8505859375
76,4710.0,1290.0,1793.1834716796875
77,4740.0,1260.0,1794.856201171875
78,4800.0,1200.0,1796.3035888671875
79,4848.0,1152.0,1797.19921875
80,4910.0,1090.0,1797.609375
81,4892.0,1108.0,1797.923095703125
82,4988.0,1012.0,1798.4691162109375
83,5074.0,926.0,1799.233154296875
