step,temperature,beta,gamma_base,gamma_pulse,gamma
468,0.8890185,1.124836,0.7663832,0.0,0.7663832
469,0.8884382,1.1255707,0.76588297,0.0,0.76588297
470,0.887858,1.1263063,0.76538265,0.0,0.76538265
471,0.8872777,1.1270429,0.76488245,0.0,0.76488245
472,0.8866974,1.1277804,0.7643822,0.0,0.7643822
473,0.8861172,1.1285188,0.7638819,0.0,0.7638819
474,0.8855369,1.1292584,0.7633817,0.0,0.7633817
475,0.88495666,1.1299988,0.7628814,0.0,0.7628814
476,0.8843764,1.1307403,0.7623812,0.0,0.7623812
477,0.88379616,1.1314826,0.76188093,0.0,0.76188093
478,0.8832159,1.132226,0.7613807,0.0,0.7613807
479,0.8826356,1.1329705,0.7608804,0.0,0.7608804
480,0.8820554,1.1337156,0.76038015,0.0,0.76038015
481,0.8814751,1.134462,0.75987995,0.0,0.75987995
482,0.88089484,1.1352093,0.7593797,0.0,0.7593797
483,0.8803146,1.1359576,0.7588794,0.0,0.7588794
484,0.87973434,1.1367068,0.75837916,0.0,0.75837916
485,0.8791541,1.137457,0.7578789,0.0,0.7578789
486,0.8785738,1.1382084,0.7573787,0.0,0.7573787
487,0.8779936,1.1389605,0.75687844,0.0,0.75687844
488,0.8774133,1.1397138,0.7563782,0.0,0.7563782
489,0.876833,1.140468,0.7558779,0.0,0.7558779
490,0.8762528,1.1412232,0.75537765,0.0,0.75537765
491,0.8756725,1.1419795,0.75487745,0.0,0.75487745
492,0.87509227,1.1427367,0.7543772,0.0,0.7543772
493,0.87451196,1.143495,0.7538769,0.0,0.7538769
494,0.87393177,1.1442541,0.75337666,0.0,0.75337666
495,0.87335145,1.1450144,0.7528764,0.0,0.7528764
496,0.8727712,1.1457757,0.7523762,0.0,0.7523762
497,0.87219095,1.1465379,0.75187594,0.0,0.75187594
498,0.87161064,1.1473013,0.7513757,0.0,0.7513757
499,0.87103045,1.1480654,0.7508754,0.0,0.7508754
500,0.87045014,1.1488309,0.75037515,0.0,0.75037515
501,0.86986995,1.1495972,0.74987495,0.0,0.74987495
502,0.86928964,1.1503645,0.7493747,0.0,0.7493747
503,0.8687094,1.151133,0.7488744,0.0,0.7488744
504,0.86812913,1.1519023,0.74837416,0.0,0.74837416
505,0.8675488,1.1526729,0.7478739,0.0,0.7478739
506,0.86696863,1.1534443,0.7473737,0.0,0.7473737
507,0.8663883,1.1542169,0.74687344,0.0,0.74687344
508,0.86580807,1.1549904,0.7463732,0.0,0.7463732
509,0.8652278,1.1557649,0.7458729,0.0,0.7458729
510,0.86464757,1.1565406,0.74537265,0.0,0.74537265
511,0.8640673,1.1573173,0.74487245,0.0,0.74487245
512,0.863487,1.158095,0.7443722,0.0,0.7443722
513,0.8629068,1.1588737,0.7438719,0.0,0.7438719
514,0.8623265,1.1596535,0.74337167,0.0,0.74337167
515,0.86174625,1.1604344,0.7428714,0.0,0.7428714
516,0.861166,1.1612163,0.7423712,0.0,0.7423712
517,0.86058575,1.1619992,0.74187094,0.0,0.74187094
518,0.8600055,1.1627833,0.7413707,0.0,0.7413707
519,0.8594252,1.1635684,0.7408704,0.0,0.7408704
520,0.858845,1.1643544,0.74037015,0.0,0.74037015
521,0.8582647,1.1651417,0.73986995,0.0,0.73986995
522,0.85768443,1.16593,0.7393697,0.0,0.7393697
523,0.8571042,1.1667193,0.7388694,0.0,0.7388694
524,0.85652393,1.1675097,0.73836917,0.0,0.73836917
525,0.8559437,1.1683012,0.7378689,0.0,0.7378689
526,0.85536337,1.1690937,0.7373687,0.0,0.7373687
527,0.8547832,1.1698873,0.7368684,0.0,0.7368684
528,0.85420287,1.1706821,0.7363682,0.0,0.7363682
529,0.8536226,1.1714779,0.7358679,0.0,0.7358679
530,0.85304236,1.1722747,0.73536766,0.0,0.73536766
531,0.8524621,1.1730727,0.73486745,0.0,0.73486745
532,0.85188186,1.1738716,0.73436713,0.0,0.73436713
533,0.85130155,1.1746719,0.73386693,0.0,0.73386693
534,0.85072136,1.175473,0.73336667,0.0,0.73336667
535,0.85014105,1.1762754,0.7328664,0.0,0.7328664
536,0.8495608,1.1770788,0.7323662,0.0,0.7323662
537,0.84898055,1.1778833,0.7318659,0.0,0.7318659
538,0.8484003,1.1786889,0.7313657,0.0,0.7313657
539,0.84782004,1.1794956,0.7308654,0.0,0.7308654
540,0.84723973,1.1803035,0.73036516,0.0,0.73036516
541,0.84665954,1.1811123,0.72986495,0.0,0.72986495
542,0.84607923,1.1819224,0.72936463,0.0,0.72936463
543,0.845499,1.1827335,0.72886443,0.0,0.72886443
544,0.8449187,1.1835458,0.72836417,0.0,0.72836417
545,0.8443384,1.1843592,0.7278639,0.0,0.7278639
546,0.8437582,1.1851736,0.7273637,0.0,0.7273637
547,0.8431779,1.1859893,0.7268634,0.0,0.7268634
548,0.8425977,1.186806,0.7263632,0.0,0.7263632
549,0.8420174,1.1876239,0.7258629,0.0,0.7258629
550,0.84143716,1.1884428,0.72536266,0.0,0.72536266
551,0.8408569,1.189263,0.72486246,0.0,0.72486246
552,0.8402766,1.1900843,0.72436213,0.0,0.72436213
553,0.8396964,1.1909066,0.72386193,0.0,0.72386193
554,0.8391161,1.1917303,0.7233617,0.0,0.7233617
555,0.83853585,1.1925548,0.7228614,0.0,0.7228614
556,0.8379556,1.1933807,0.7223612,0.0,0.7223612
557,0.83737534,1.1942075,0.7218609,0.0,0.7218609
558,0.8367951,1.1950357,0.7213607,0.0,0.7213607
559,0.8362148,1.195865,0.7208604,0.0,0.7208604
560,0.8356346,1.1966953,0.72036016,0.0,0.72036016
561,0.8350543,1.1975269,0.71985996,0.0,0.71985996
562,0.834474,1.1983596,0.71935964,0.0,0.71935964
563,0.8338938,1.1991935,0.71885943,0.0,0.71885943
564,0.8333135,1.2000285,0.7183592,0.0,0.7183592
565,0.8327333,1.2008647,0.7178589,0.0,0.7178589
566,0.83215296,1.2017021,0.7173587,0.0,0.7173587
567,0.8315728,1.2025406,0.7168584,0.0,0.7168584
568,0.83099246,1.2033803,0.7163582,0.0,0.7163582
569,0.8304122,1.2042212,0.7158579,0.0,0.7158579
570,0.82983196,1.2050632,0.71535766,0.0,0.71535766
571,0.8292517,1.2059065,0.71485746,0.0,0.71485746
572,0.82867146,1.2067509,0.71435714,0.0,0.71435714
573,0.82809114,1.2075965,0.71385694,0.0,0.71385694
574,0.82751095,1.2084432,0.7133567,0.0,0.7133567
575,0.82693064,1.2092912,0.7128564,0.0,0.7128564
576,0.8263504,1.2101405,0.7123562,0.0,0.7123562
577,0.82577014,1.2109908,0.7118559,0.0,0.7118559
578,0.8251899,1.2118423,0.7113557,0.0,0.7113557
579,0.82460964,1.212695,0.7108554,0.0,0.7108554
580,0.8240293,1.213549,0.71035516,0.0,0.71035516
581,0.82344913,1.2144041,0.70985496,0.0,0.70985496
582,0.8228688,1.2152605,0.70935464,0.0,0.70935464
583,0.8222886,1.2161181,0.70885444,0.0,0.70885444
584,0.8217083,1.2169769,0.7083542,0.0,0.7083542
585,0.821128,1.2178369,0.7078539,0.0,0.7078539
586,0.8205478,1.218698,0.7073537,0.0,0.7073537
587,0.8199675,1.2195605,0.7068534,0.0,0.7068534
588,0.8193873,1.220424,0.7063532,0.0,0.7063532
589,0.818807,1.221289,0.7058529,0.0,0.7058529
590,0.81822675,1.2221551,0.70535266,0.0,0.70535266
591,0.8176465,1.2230225,0.7048524,0.0,0.7048524
592,0.8170662,1.223891,0.70435214,0.0,0.70435214
593,0.816486,1.2247608,0.70385194,0.0,0.70385194
594,0.8159057,1.2256318,0.7033517,0.0,0.7033517
595,0.81532544,1.2265041,0.7028514,0.0,0.7028514
596,0.8147452,1.2273777,0.70235115,0.0,0.70235115
597,0.81416494,1.2282524,0.7018509,0.0,0.7018509
598,0.8135847,1.2291284,0.7013507,0.0,0.7013507
599,0.8130044,1.2300057,0.7008504,0.0,0.7008504
600,0.8124242,1.2308841,0.70035017,0.0,0.70035017
601,0.8118439,1.231764,0.6998499,0.0,0.6998499
602,0.8112636,1.2326449,0.69934964,0.0,0.69934964
603,0.81068337,1.2335272,0.69884944,0.0,0.69884944
604,0.8101031,1.2344108,0.6983492,0.0,0.6983492
605,0.80952287,1.2352955,0.6978489,0.0,0.6978489
606,0.80894256,1.2361817,0.69734865,0.0,0.69734865
607,0.80836236,1.237069,0.6968484,0.0,0.6968484
608,0.80778205,1.2379577,0.6963482,0.0,0.6963482
609,0.8072018,1.2388476,0.6958479,0.0,0.6958479
610,0.80662155,1.2397387,0.69534767,0.0,0.69534767
611,0.8060413,1.2406312,0.6948474,0.0,0.6948474
612,0.80546105,1.2415249,0.69434714,0.0,0.69434714
613,0.80488074,1.2424201,0.69384694,0.0,0.69384694
614,0.80430055,1.2433163,0.6933466,0.0,0.6933466
615,0.80372024,1.244214,0.6928464,0.0,0.6928464
616,0.80314,1.245113,0.69234616,0.0,0.69234616
617,0.80255973,1.2460132,0.6918459,0.0,0.6918459
618,0.8019795,1.2469147,0.6913457,0.0,0.6913457
619,0.80139923,1.2478175,0.6908454,0.0,0.6908454
620,0.8008189,1.2487217,0.69034517,0.0,0.69034517
621,0.8002387,1.2496271,0.6898449,0.0,0.6898449
622,0.7996584,1.2505339,0.68934464,0.0,0.68934464
623,0.79907817,1.2514421,0.68884444,0.0,0.68884444
624,0.7984979,1.2523514,0.6883441,0.0,0.6883441
625,0.79791766,1.2532622,0.6878439,0.0,0.6878439
626,0.7973374,1.2541742,0.68734366,0.0,0.68734366
627,0.7967571,1.2550876,0.6868434,0.0,0.6868434
628,0.7961769,1.2560023,0.6863432,0.0,0.6863432
629,0.7955966,1.2569184,0.6858429,0.0,0.6858429
630,0.79501635,1.2578357,0.68534267,0.0,0.68534267
631,0.7944361,1.2587545,0.6848424,0.0,0.6848424
632,0.7938558,1.2596747,0.68434215,0.0,0.68434215
633,0.7932756,1.2605959,0.68384194,0.0,0.68384194
634,0.7926953,1.2615188,0.6833416,0.0,0.6833416
635,0.7921151,1.2624428,0.6828414,0.0,0.6828414
636,0.7915348,1.2633684,0.68234116,0.0,0.68234116
637,0.79095453,1.2642952,0.6818409,0.0,0.6818409
638,0.7903743,1.2652234,0.6813407,0.0,0.6813407
639,0.78979397,1.266153,0.6808404,0.0,0.6808404
640,0.7892138,1.2670838,0.6803402,0.0,0.6803402
641,0.78863347,1.2680162,0.6798399,0.0,0.6798399
642,0.7880532,1.2689499,0.67933965,0.0,0.67933965
643,0.78747296,1.2698848,0.67883945,0.0,0.67883945
644,0.7868927,1.2708213,0.6783391,0.0,0.6783391
645,0.78631246,1.271759,0.6778389,0.0,0.6778389
646,0.78573215,1.2726983,0.67733866,0.0,0.67733866
647,0.78515196,1.2736388,0.6768384,0.0,0.6768384
648,0.78457165,1.2745808,0.6763382,0.0,0.6763382
649,0.7839914,1.2755243,0.6758379,0.0,0.6758379
650,0.78341115,1.276469,0.6753377,0.0,0.6753377
651,0.7828309,1.277415,0.6748374,0.0,0.6748374
652,0.78225064,1.2783626,0.67433715,0.0,0.67433715
653,0.78167033,1.2793117,0.67383695,0.0,0.67383695
654,0.78109014,1.280262,0.6733366,0.0,0.6733366
655,0.7805098,1.2812139,0.6728364,0.0,0.6728364
656,0.7799296,1.2821671,0.67233616,0.0,0.67233616
657,0.7793493,1.2831217,0.6718359,0.0,0.6718359
658,0.7787691,1.2840776,0.6713357,0.0,0.6713357
659,0.7781888,1.2850351,0.6708354,0.0,0.6708354
660,0.7776085,1.2859942,0.6703352,0.0,0.6703352
661,0.7770283,1.2869544,0.6698349,0.0,0.6698349
662,0.776448,1.2879162,0.66933465,0.0,0.66933465
663,0.77586776,1.2888794,0.66883445,0.0,0.66883445
664,0.7752875,1.289844,0.6683341,0.0,0.6683341
665,0.77470726,1.2908101,0.6678339,0.0,0.6678339
666,0.774127,1.2917777,0.66733366,0.0,0.66733366
667,0.7735467,1.2927468,0.6668334,0.0,0.6668334
668,0.7729665,1.2937171,0.6663332,0.0,0.6663332
669,0.7723862,1.2946892,0.6658329,0.0,0.6658329
670,0.77180594,1.2956625,0.6653327,0.0,0.6653327
671,0.7712257,1.2966373,0.6648324,0.0,0.6648324
672,0.7706454,1.2976137,0.66433215,0.0,0.66433215
673,0.7700652,1.2985914,0.6638319,0.0,0.6638319
674,0.7694849,1.2995707,0.6633316,0.0,0.6633316
675,0.7689047,1.3005513,0.6628314,0.0,0.6628314
676,0.7683244,1.3015336,0.66233116,0.0,0.66233116
677,0.7677441,1.3025173,0.6618309,0.0,0.6618309
678,0.7671639,1.3035024,0.66133064,0.0,0.66133064
679,0.76658356,1.3044893,0.6608304,0.0,0.6608304
680,0.7660034,1.3054773,0.6603302,0.0,0.6603302
681,0.76542306,1.306467,0.6598299,0.0,0.6598299
682,0.7648428,1.3074582,0.65932965,0.0,0.65932965
683,0.76426256,1.3084508,0.6588294,0.0,0.6588294
684,0.7636823,1.309445,0.6583291,0.0,0.6583291
685,0.76310205,1.3104407,0.6578289,0.0,0.6578289
686,0.76252174,1.311438,0.65732867,0.0,0.65732867
687,0.76194155,1.3124366,0.6568284,0.0,0.6568284
688,0.76136124,1.313437,0.65632814,0.0,0.65632814
689,0.760781,1.3144387,0.6558279,0.0,0.6558279
690,0.76020074,1.3154421,0.6553277,0.0,0.6553277
691,0.7596205,1.3164469,0.6548274,0.0,0.6548274
692,0.75904024,1.3174533,0.65432715,0.0,0.65432715
693,0.7584599,1.3184612,0.6538269,0.0,0.6538269
694,0.75787973,1.3194705,0.65332663,0.0,0.65332663
695,0.7572994,1.3204817,0.6528264,0.0,0.6528264
696,0.7567192,1.3214942,0.6523261,0.0,0.6523261
697,0.7561389,1.3225083,0.6518259,0.0,0.6518259
698,0.75555867,1.323524,0.65132564,0.0,0.65132564
699,0.7549784,1.3245412,0.6508254,0.0,0.6508254
700,0.7543981,1.3255601,0.6503252,0.0,0.6503252
701,0.7538179,1.3265803,0.64982486,0.0,0.64982486
702,0.7532376,1.3276024,0.64932466,0.0,0.64932466
703,0.75265735,1.3286258,0.6488244,0.0,0.6488244
704,0.7520771,1.3296509,0.64832413,0.0,0.64832413
705,0.75149685,1.3306775,0.6478239,0.0,0.6478239
706,0.7509166,1.3317058,0.6473236,0.0,0.6473236
707,0.7503363,1.3327358,0.6468234,0.0,0.6468234
708,0.7497561,1.333767,0.64632314,0.0,0.64632314
709,0.7491758,1.3348002,0.6458229,0.0,0.6458229
710,0.74859554,1.3358349,0.6453227,0.0,0.6453227
711,0.7480153,1.336871,0.64482236,0.0,0.64482236
712,0.74743503,1.3379089,0.64432216,0.0,0.64432216
713,0.7468548,1.3389484,0.6438219,0.0,0.6438219
714,0.7462745,1.3399895,0.64332163,0.0,0.64332163
715,0.7456943,1.3410321,0.64282143,0.0,0.64282143
716,0.74511397,1.3420765,0.6423211,0.0,0.6423211
717,0.7445337,1.3431225,0.6418209,0.0,0.6418209
718,0.74395347,1.3441701,0.64132065,0.0,0.64132065
719,0.74337316,1.3452194,0.6408204,0.0,0.6408204
720,0.74279296,1.3462702,0.6403202,0.0,0.6403202
721,0.74221265,1.3473227,0.63981986,0.0,0.63981986
722,0.74163246,1.3483768,0.63931966,0.0,0.63931966
723,0.74105215,1.3494327,0.6388194,0.0,0.6388194
724,0.7404719,1.3504901,0.63831913,0.0,0.63831913
725,0.73989165,1.3515493,0.63781893,0.0,0.63781893
726,0.73931134,1.3526101,0.6373186,0.0,0.6373186
727,0.73873115,1.3536725,0.6368184,0.0,0.6368184
728,0.73815084,1.3547367,0.63631815,0.0,0.63631815
729,0.7375706,1.3558024,0.6358179,0.0,0.6358179
730,0.73699033,1.3568699,0.6353177,0.0,0.6353177
731,0.7364101,1.357939,0.63481736,0.0,0.63481736
732,0.73582983,1.3590099,0.63431716,0.0,0.63431716
733,0.7352495,1.3600825,0.6338169,0.0,0.6338169
734,0.7346693,1.3611566,0.63331664,0.0,0.63331664
735,0.734089,1.3622326,0.63281643,0.0,0.63281643
736,0.73350877,1.3633102,0.6323161,0.0,0.6323161
737,0.7329285,1.3643895,0.6318159,0.0,0.6318159
738,0.73234826,1.3654705,0.63131565,0.0,0.63131565
739,0.731768,1.3665533,0.6308154,0.0,0.6308154
740,0.7311877,1.3676379,0.6303152,0.0,0.6303152
741,0.7306075,1.368724,0.62981486,0.0,0.62981486
742,0.7300272,1.369812,0.62931466,0.0,0.62931466
743,0.72944695,1.3709016,0.6288144,0.0,0.6288144
744,0.7288667,1.371993,0.62831414,0.0,0.62831414
745,0.72828645,1.3730861,0.62781394,0.0,0.62781394
746,0.7277062,1.3741809,0.6273136,0.0,0.6273136
747,0.7271259,1.3752776,0.6268134,0.0,0.6268134
748,0.7265457,1.3763759,0.62631315,0.0,0.62631315
749,0.7259654,1.3774761,0.6258129,0.0,0.6258129
750,0.7253851,1.3785781,0.6253127,0.0,0.6253127
751,0.7248049,1.3796817,0.62481236,0.0,0.62481236
752,0.7242246,1.380787,0.62431216,0.0,0.62431216
753,0.7236444,1.3818942,0.6238119,0.0,0.6238119
754,0.72306406,1.3830034,0.62331164,0.0,0.62331164
755,0.7224839,1.3841139,0.62281144,0.0,0.62281144
756,0.72190356,1.3852266,0.6223111,0.0,0.6223111
757,0.7213233,1.3863409,0.6218109,0.0,0.6218109
758,0.72074306,1.387457,0.62131065,0.0,0.62131065
759,0.72016275,1.388575,0.6208104,0.0,0.6208104
760,0.71958256,1.3896946,0.6203101,0.0,0.6203101
761,0.71900225,1.3908162,0.61980987,0.0,0.61980987
762,0.71842206,1.3919394,0.61930966,0.0,0.61930966
763,0.71784174,1.3930647,0.6188094,0.0,0.6188094
764,0.7172615,1.3941916,0.61830914,0.0,0.61830914
765,0.71668124,1.3953204,0.6178089,0.0,0.6178089
766,0.71610093,1.3964512,0.6173086,0.0,0.6173086
767,0.71552074,1.3975835,0.6168084,0.0,0.6168084
768,0.7149404,1.3987179,0.61630815,0.0,0.61630815
769,0.7143602,1.3998541,0.6158079,0.0,0.6158079
770,0.7137799,1.400992,0.6153076,0.0,0.6153076
771,0.7131997,1.4021319,0.61480737,0.0,0.61480737
772,0.7126194,1.4032736,0.61430717,0.0,0.61430717
773,0.7120391,1.4044173,0.6138069,0.0,0.6138069
774,0.7114589,1.4055625,0.61330664,0.0,0.61330664
775,0.7108786,1.4067099,0.6128064,0.0,0.6128064
776,0.71029836,1.4078591,0.6123061,0.0,0.6123061
777,0.7097181,1.4090102,0.6118059,0.0,0.6118059
778,0.70913786,1.410163,0.61130565,0.0,0.61130565
779,0.7085576,1.4113178,0.6108054,0.0,0.6108054
780,0.7079773,1.4124746,0.61030513,0.0,0.61030513
781,0.7073971,1.4136331,0.60980487,0.0,0.60980487
782,0.7068168,1.4147937,0.60930467,0.0,0.60930467
783,0.70623654,1.4159561,0.60880435,0.0,0.60880435
784,0.7056563,1.4171205,0.60830414,0.0,0.60830414
785,0.70507604,1.4182868,0.6078039,0.0,0.6078039
786,0.7044958,1.4194549,0.6073036,0.0,0.6073036
787,0.7039155,1.4206251,0.6068034,0.0,0.6068034
788,0.7033353,1.421797,0.6063031,0.0,0.6063031
789,0.702755,1.4229711,0.6058029,0.0,0.6058029
790,0.7021747,1.424147,0.60530263,0.0,0.60530263
791,0.7015945,1.4253248,0.60480237,0.0,0.60480237
792,0.7010142,1.4265046,0.60430217,0.0,0.60430217
793,0.70043397,1.4276863,0.60380185,0.0,0.60380185
794,0.69985366,1.4288702,0.60330164,0.0,0.60330164
795,0.69927347,1.4300557,0.6028014,0.0,0.6028014
796,0.69869316,1.4312434,0.6023011,0.0,0.6023011
797,0.6981129,1.432433,0.6018009,0.0,0.6018009
798,0.69753265,1.4336246,0.6013006,0.0,0.6013006
799,0.6969524,1.4348183,0.6008004,0.0,0.6008004
800,0.69637215,1.4360138,0.60030013,0.0,0.60030013
801,0.69579184,1.4372114,0.5997999,0.0,0.5997999
802,0.69521165,1.4384109,0.59929967,0.0,0.59929967
803,0.69463134,1.4396125,0.59879935,0.0,0.59879935
804,0.6940511,1.4408162,0.59829915,0.0,0.59829915
805,0.69347084,1.4420217,0.5977989,0.0,0.5977989
806,0.6928905,1.4432294,0.5972986,0.0,0.5972986
807,0.69231033,1.4444389,0.5967984,0.0,0.5967984
808,0.69173,1.4456507,0.5962981,0.0,0.5962981
809,0.69114983,1.4468642,0.5957979,0.0,0.5957979
810,0.6905695,1.4480802,0.59529763,0.0,0.59529763
811,0.68998927,1.4492979,0.5947974,0.0,0.5947974
812,0.689409,1.4505178,0.5942972,0.0,0.5942972
813,0.6888287,1.4517398,0.59379685,0.0,0.59379685
814,0.6882485,1.4529636,0.59329665,0.0,0.59329665
815,0.6876682,1.4541897,0.5927964,0.0,0.5927964
816,0.68708795,1.4554178,0.5922961,0.0,0.5922961
817,0.6865077,1.4566479,0.5917959,0.0,0.5917959
818,0.68592745,1.4578801,0.5912956,0.0,0.5912956
819,0.6853472,1.4591144,0.5907954,0.0,0.5907954
820,0.6847669,1.460351,0.59029514,0.0,0.59029514
821,0.6841867,1.4615893,0.5897949,1.1921486e-38,0.5897949
822,0.6836064,1.4628301,0.5892947,1.4800238e-38,0.5892947
823,0.68302613,1.4640728,0.58879435,1.8368953e-38,0.58879435
824,0.6824459,1.4653176,0.58829415,2.2792438e-38,0.58829415
825,0.68186563,1.4665647,0.5877939,2.8272744e-38,0.5877939
826,0.6812854,1.4678137,0.5872936,3.5060855e-38,0.5872936
827,0.6807051,1.469065,0.5867934,4.3466813e-38,0.5867934
828,0.6801249,1.4703182,0.5862931,5.3874147e-38,0.5862931
829,0.67954457,1.4715738,0.5857929,6.6752954e-38,0.5857929
830,0.6789643,1.4728315,0.58529264,8.268903e-38,0.58529264
831,0.67838407,1.4740912,0.5847924,1.0240145e-37,0.5847924
832,0.6778038,1.4753531,0.5842922,1.2677637e-37,0.5842922
833,0.67722356,1.4766172,0.58379185,1.5691024e-37,0.58379185
834,0.67664325,1.4778837,0.58329165,1.941519e-37,0.58329165
835,0.67606306,1.479152,0.5827914,2.4017032e-37,0.5827914
836,0.67548275,1.4804227,0.5822911,2.9700548e-37,0.5822911
837,0.6749025,1.4816955,0.5817909,3.671952e-37,0.5817909
838,0.67432225,1.4829705,0.5812906,4.538409e-37,0.5812906
839,0.673742,1.4842477,0.5807904,5.6079077e-37,0.5807904
840,0.67316175,1.485527,0.58029014,6.927326e-37,0.58029014
841,0.67258143,1.4868088,0.5797899,8.5548235e-37,0.5797899
842,0.67200124,1.4880925,0.5792897,1.0561862e-36,0.5792897
843,0.67142093,1.4893787,0.57878935,1.3036091e-36,0.57878935
844,0.6708407,1.4906669,0.57828915,1.6085516e-36,0.57828915
845,0.6702604,1.4919574,0.5777889,1.9842662e-36,0.5777889
846,0.6696801,1.4932503,0.5772886,2.4470658e-36,0.5772886
847,0.6690999,1.4945451,0.57678837,3.0169546e-36,0.57678837
848,0.6685196,1.4958425,0.5762881,3.71857e-36,0.5762881
849,0.6679394,1.4971417,0.5757879,4.5819868e-36,0.5757879
850,0.6673591,1.4984436,0.57528764,5.6444603e-36,0.57528764
851,0.66677886,1.4997476,0.5747874,6.9511794e-36,0.5747874
852,0.6661986,1.5010538,0.5742871,8.558124e-36,0.5742871
853,0.6656183,1.5023625,0.57378685,1.0533663e-35,0.57378685
854,0.6650381,1.5036732,0.57328665,1.2961765e-35,0.57328665
855,0.6644578,1.5049865,0.5727864,1.5944948e-35,0.5727864
856,0.6638776,1.5063018,0.5722861,1.9609179e-35,0.5722861
857,0.6632973,1.5076196,0.57178587,2.4108663e-35,0.57178587
858,0.66271704,1.5089396,0.5712856,2.963313e-35,0.5712856
859,0.6621368,1.5102619,0.5707854,3.6412685e-35,0.5707854
860,0.6615565,1.5115868,0.57028514,4.4730657e-35,0.57028514
861,0.6609763,1.5129136,0.5697849,5.4934496e-35,0.5697849
862,0.660396,1.514243,0.5692846,6.744646e-35,0.5692846
863,0.6598157,1.5155747,0.56878436,8.2784787e-35,0.56878436
864,0.6592355,1.5169086,0.56828415,1.0158416e-34,0.56828415
865,0.6586552,1.518245,0.5677839,1.2461839e-34,0.5677839
866,0.658075,1.5195837,0.56728363,1.5283134e-34,0.56728363
867,0.6574947,1.5209248,0.56678337,1.8738004e-34,0.56678337
868,0.6569144,1.5222683,0.5662831,2.2967394e-34,0.5662831
869,0.65633416,1.5236142,0.5657829,2.8143888e-34,0.5657829
870,0.6557539,1.5249623,0.5652826,3.4477614e-34,0.5652826
871,0.65517366,1.526313,0.5647824,4.222449e-34,0.5647824
872,0.6545934,1.5276659,0.5642821,5.1697443e-34,0.5642821
873,0.65401316,1.5290213,0.56378186,6.327872e-34,0.56378186
874,0.6534329,1.530379,0.56328166,7.7433165e-34,0.56328166
875,0.6528526,1.5317394,0.56278133,9.4726285e-34,0.56278133
876,0.65227234,1.5331019,0.56228113,1.1585227e-33,0.56228113
877,0.6516921,1.534467,0.56178087,1.416466e-33,0.56178087
878,0.65111184,1.5358344,0.5612806,1.7313774e-33,0.5612806
879,0.6505316,1.5372044,0.5607804,2.115687e-33,0.5607804
880,0.64995134,1.5385767,0.5602801,2.5846303e-33,0.5602801
881,0.6493711,1.5399516,0.5597799,3.1566e-33,0.5597799
882,0.6487908,1.5413289,0.5592796,3.854086e-33,0.5592796
883,0.6482105,1.5427086,0.55877936,4.7043615e-33,0.55877936
884,0.6476303,1.5440909,0.55827916,5.740688e-33,0.55827916
885,0.64705,1.5454756,0.55777884,7.00333e-33,0.55777884
886,0.6464698,1.5468627,0.55727863,8.5412095e-33,0.55727863
887,0.6458895,1.5482523,0.5567784,1.0414016e-32,0.5567784
888,0.6453092,1.5496447,0.5562781,1.2694074e-32,0.5562781
889,0.64472896,1.5510393,0.5557779,1.5468728e-32,0.5557779
890,0.6441487,1.5524366,0.5552776,1.8844832e-32,0.5552776
891,0.64356846,1.5538362,0.5547774,2.2951652e-32,0.5547774
892,0.6429882,1.5552385,0.5542771,2.7945148e-32,0.5542771
893,0.64240795,1.5566432,0.55377686,3.4015712e-32,0.55377686
894,0.6418277,1.5580505,0.55327666,4.1393623e-32,0.55327666
895,0.6412474,1.5594605,0.55277634,5.0358337e-32,0.55277634
896,0.64066714,1.5608729,0.55227613,6.12468e-32,0.55227613
897,0.6400869,1.5622879,0.5517759,7.4468525e-32,0.5517759
898,0.63950664,1.5637054,0.5512756,9.0520353e-32,0.5512756
899,0.6389264,1.5651256,0.5507754,1.1000195e-31,0.5507754
900,0.63834614,1.5665482,0.5502751,1.3363758e-31,0.5502751
901,0.6377659,1.5679735,0.5497749,1.6230712e-31,0.5497749
902,0.6371856,1.5694015,0.5492746,1.9707156e-31,0.5492746
903,0.6366053,1.570832,0.54877436,2.392201e-31,0.54877436
904,0.6360251,1.572265,0.54827416,2.9029896e-31,0.54827416
905,0.6354448,1.5737008,0.54777384,3.5218485e-31,0.54777384
906,0.63486457,1.575139,0.54727364,4.271528e-31,0.54727364
907,0.6342843,1.57658,0.5467734,5.1792464e-31,0.5467734
908,0.633704,1.5780238,0.5462731,6.2781343e-31,0.5462731
909,0.63312376,1.57947,0.5457729,7.6080275e-31,0.5457729
910,0.6325435,1.5809189,0.5452726,9.217239e-31,0.5452726
911,0.63196325,1.5823705,0.5447724,1.1163587e-30,0.5447724
912,0.631383,1.5838248,0.5442721,1.3517117e-30,0.5442721
913,0.63080275,1.5852816,0.54377186,1.6362327e-30,0.54377186
914,0.6302225,1.5867412,0.54327166,1.9801287e-30,0.54327166
915,0.6296422,1.5882037,0.54277134,2.3955721e-30,0.54277134
916,0.62906194,1.5896686,0.54227114,2.897426e-30,0.54227114
917,0.6284817,1.5911362,0.5417709,3.5033994e-30,0.5417709
918,0.62790143,1.5926067,0.5412706,4.2350082e-30,0.5412706
919,0.6273212,1.5940797,0.5407704,5.117874e-30,0.5407704
