step,temperature,beta,gamma_base,gamma_pulse,gamma
1316,0.39695793,2.5191586,0.34217107,6.715122e-07,0.34217176
1317,0.39637762,2.5228467,0.3416708,7.265717e-07,0.34167153
1318,0.39579737,2.5265453,0.34117055,7.859284e-07,0.34117132
1319,0.39521712,2.5302548,0.3406703,8.498957e-07,0.34067115
1320,0.39463687,2.5339751,0.3401701,9.18817e-07,0.340171
1321,0.39405662,2.5377064,0.33966982,9.9305e-07,0.3396708
1322,0.39347637,2.5414486,0.33916956,1.0729834e-06,0.33917063
1323,0.39289606,2.5452025,0.3386693,1.1590272e-06,0.33867046
1324,0.3923158,2.548967,0.33816904,1.2516247e-06,0.3381703
1325,0.39173555,2.5527425,0.33766884,1.3512462e-06,0.33767018
1326,0.3911553,2.5565293,0.33716857,1.4583878e-06,0.33717003
1327,0.39057505,2.5603273,0.3366683,1.5735898e-06,0.3366699
1328,0.3899948,2.5641367,0.33616805,1.6974191e-06,0.33616975
1329,0.38941455,2.5679574,0.3356678,1.8304881e-06,0.3356696
1330,0.38883424,2.57179,0.3351676,1.973436e-06,0.33516955
1331,0.388254,2.5756335,0.33466733,2.1269605e-06,0.33466944
1332,0.38767374,2.5794888,0.33416706,2.2917836e-06,0.33416936
1333,0.38709348,2.5833552,0.3336668,2.4687033e-06,0.33366928
1334,0.38651323,2.5872335,0.33316654,2.658533e-06,0.3331692
1335,0.38593298,2.5911233,0.33266634,2.8621762e-06,0.3326692
1336,0.38535273,2.595025,0.33216608,3.0805488e-06,0.33216915
1337,0.38477242,2.598939,0.3316658,3.3146741e-06,0.33166912
1338,0.38419217,2.602864,0.33116555,3.5655944e-06,0.33116913
1339,0.38361192,2.6068013,0.3306653,3.8344515e-06,0.33066913
1340,0.38303167,2.6107502,0.3301651,4.1224334e-06,0.3301692
1341,0.38245142,2.6147113,0.32966483,4.4308063e-06,0.32966927
1342,0.38187116,2.6186843,0.32916456,4.7609287e-06,0.32916933
1343,0.38129085,2.6226697,0.3286643,5.1142238e-06,0.32866943
1344,0.3807106,2.626667,0.32816404,5.492216e-06,0.32816952
1345,0.38013035,2.6306765,0.32766378,5.896504e-06,0.32766968
1346,0.3795501,2.6346984,0.32716358,6.3287953e-06,0.3271699
1347,0.37896985,2.6387324,0.32666332,6.7908804e-06,0.3266701
1348,0.3783896,2.6427789,0.32616305,7.284704e-06,0.32617033
1349,0.37780935,2.6468377,0.3256628,7.812239e-06,0.3256706
1350,0.37722903,2.6509094,0.32516253,8.375676e-06,0.3251709
1351,0.37664878,2.6549933,0.32466233,8.977231e-06,0.3246713
1352,0.37606853,2.6590898,0.32416207,9.619341e-06,0.3241717
1353,0.37548828,2.663199,0.3236618,1.0304498e-05,0.32367212
1354,0.37490803,2.6673207,0.32316154,1.1035404e-05,0.32317257
1355,0.37432778,2.6714554,0.32266128,1.1814874e-05,0.32267308
1356,0.37374753,2.675603,0.32216108,1.2645868e-05,0.3221737
1357,0.37316722,2.6797638,0.32166082,1.3531592e-05,0.32167435
1358,0.37258697,2.683937,0.32116055,1.4475279e-05,0.32117504
1359,0.3720067,2.6881235,0.3206603,1.5480513e-05,0.32067576
1360,0.37142646,2.692323,0.32016003,1.6550926e-05,0.32017657
1361,0.3708462,2.6965356,0.31965983,1.7690463e-05,0.31967753
1362,0.37026596,2.7007613,0.31915957,1.8903213e-05,0.31917846
1363,0.36968565,2.7050009,0.3186593,2.0193476e-05,0.3186795
1364,0.3691054,2.7092533,0.31815904,2.1565811e-05,0.31818062
1365,0.36852515,2.713519,0.31765878,2.3025028e-05,0.31768182
1366,0.3679449,2.7177982,0.31715858,2.4576138e-05,0.31718317
1367,0.36736465,2.722091,0.31665832,2.6224461e-05,0.31668454
1368,0.3667844,2.7263973,0.31615806,2.7975557e-05,0.31618604
1369,0.36620414,2.7307174,0.3156578,2.9835315e-05,0.31568763
1370,0.36562383,2.7350514,0.31515753,3.1809843e-05,0.31518933
1371,0.36504358,2.739399,0.31465733,3.390564e-05,0.31469125
1372,0.36446333,2.7437603,0.31415707,3.6129473e-05,0.3141932
1373,0.36388308,2.7481356,0.3136568,3.8488484e-05,0.31369528
1374,0.36330283,2.7525246,0.31315655,4.0990104e-05,0.31319752
1375,0.36272258,2.756928,0.31265628,4.364225e-05,0.3126999
1376,0.36214232,2.7613454,0.31215608,4.6453057e-05,0.31220254
1377,0.361562,2.7657773,0.31165582,4.9431197e-05,0.31170526
1378,0.36098176,2.7702231,0.31115556,5.2585623e-05,0.31120813
1379,0.3604015,2.7746832,0.3106553,5.59258e-05,0.31071123
1380,0.35982126,2.7791576,0.31015503,5.9461665e-05,0.3102145
1381,0.359241,2.7836466,0.30965483,6.320345e-05,0.30971804
1382,0.35866076,2.78815,0.30915457,6.716209e-05,0.30922174
1383,0.3580805,2.792668,0.3086543,7.134882e-05,0.30872566
1384,0.3575002,2.7972012,0.30815405,7.5775526e-05,0.30822983
1385,0.35691994,2.8017488,0.30765378,8.045454e-05,0.30773425
1386,0.3563397,2.806311,0.30715358,8.5398744e-05,0.307239
1387,0.35575944,2.810888,0.30665332,9.062153e-05,0.30674395
1388,0.3551792,2.8154802,0.30615306,9.6137104e-05,0.3062492
1389,0.35459894,2.8200874,0.3056528,0.00010196001,0.30575475
1390,0.35401863,2.8247101,0.30515254,0.000108105574,0.30526063
1391,0.35343838,2.8293476,0.30465227,0.00011458973,0.30476686
1392,0.35285813,2.834,0.30415207,0.00012142923,0.3042735
1393,0.35227787,2.838668,0.3036518,0.00012864106,0.30378044
1394,0.35169762,2.8433516,0.30315155,0.00013624332,0.3032878
1395,0.35111737,2.8480506,0.3026513,0.00014425482,0.30279553
1396,0.35053712,2.8527648,0.30215102,0.00015269498,0.30230373
1397,0.3499568,2.8574955,0.30165082,0.00016158402,0.3018124
1398,0.34937656,2.8622413,0.30115056,0.00017094308,0.3013215
1399,0.3487963,2.8670027,0.3006503,0.00018079404,0.30083108
1400,0.34821606,2.8717802,0.30015004,0.00019115955,0.3003412
1401,0.3476358,2.8765736,0.29964978,0.00020206315,0.29985183
1402,0.34705555,2.8813832,0.29914957,0.00021352943,0.2993631
1403,0.3464753,2.8862085,0.2986493,0.00022558386,0.29887488
1404,0.345895,2.8910508,0.29814905,0.00023825237,0.2983873
1405,0.34531474,2.8959088,0.2976488,0.00025156257,0.29790035
1406,0.3447345,2.900783,0.29714853,0.00026554242,0.29741406
1407,0.34415424,2.905674,0.29664832,0.00028022166,0.29692855
1408,0.343574,2.9105814,0.29614806,0.00029563002,0.2964437
1409,0.34299374,2.9155052,0.2956478,0.00031179894,0.2959596
1410,0.34241343,2.9204462,0.29514754,0.00032876094,0.2954763
1411,0.34183317,2.9254036,0.29464728,0.00034654932,0.29499382
1412,0.34125292,2.9303777,0.29414707,0.00036519868,0.29451227
1413,0.34067267,2.935369,0.2936468,0.000384745,0.29403156
1414,0.34009242,2.9403772,0.29314655,0.00040522483,0.29355177
1415,0.33951217,2.9454026,0.2926463,0.00042667598,0.29307297
1416,0.33893192,2.950445,0.29214603,0.00044913823,0.29259518
1417,0.3383516,2.9555054,0.29164582,0.00047265156,0.2921185
1418,0.33777136,2.9605825,0.29114556,0.0004972576,0.2916428
1419,0.3371911,2.9656773,0.2906453,0.00052299927,0.2911683
1420,0.33661085,2.9707894,0.29014504,0.00054992107,0.29069495
1421,0.3360306,2.9759195,0.28964478,0.0005780677,0.29022285
1422,0.33545035,2.9810672,0.28914458,0.0006074872,0.28975207
1423,0.3348701,2.9862325,0.2886443,0.0006382257,0.28928253
1424,0.3342898,2.9914165,0.28814405,0.0006703334,0.2888144
1425,0.33370954,2.996618,0.2876438,0.00070386095,0.28834766
1426,0.3331293,3.0018375,0.28714353,0.0007388601,0.2878824
1427,0.33254904,3.0070753,0.28664333,0.00077538396,0.28741872
1428,0.33196878,3.0123315,0.28614306,0.00081348745,0.28695655
1429,0.33138853,3.017606,0.2856428,0.00085322664,0.28649604
1430,0.33080822,3.0228994,0.28514254,0.000894658,0.2860372
1431,0.33022797,3.028211,0.28464228,0.0009378409,0.28558013
1432,0.32964772,3.0335414,0.28414202,0.0009828351,0.28512484
1433,0.32906747,3.0388906,0.28364182,0.001029702,0.28467152
1434,0.32848722,3.0442586,0.28314155,0.0010785041,0.28422007
1435,0.32790697,3.0496454,0.2826413,0.0011293055,0.2837706
1436,0.32732671,3.0550516,0.28214103,0.001182171,0.2833232
1437,0.3267464,3.0604775,0.28164077,0.0012371688,0.28287792
1438,0.32616615,3.065922,0.28114057,0.0012943646,0.28243494
1439,0.3255859,3.071386,0.2806403,0.0013538286,0.28199413
1440,0.32500565,3.0768695,0.28014004,0.0014156307,0.28155568
1441,0.3244254,3.0823727,0.27963978,0.0014798437,0.2811196
1442,0.32384515,3.0878956,0.27913952,0.0015465392,0.28068605
1443,0.3232649,3.0934381,0.27863932,0.0016157922,0.2802551
1444,0.3226846,3.0990014,0.27813905,0.0016876769,0.27982673
1445,0.32210433,3.1045842,0.2776388,0.0017622702,0.27940106
1446,0.32152408,3.1101868,0.27713853,0.0018396489,0.27897817
1447,0.32094383,3.11581,0.27663827,0.0019198928,0.27855816
1448,0.32036358,3.1214535,0.27613807,0.00200308,0.27814114
1449,0.31978333,3.1271174,0.2756378,0.0020892909,0.2777271
1450,0.31920302,3.1328025,0.27513754,0.0021786077,0.27731615
1451,0.31862277,3.1385076,0.27463728,0.002271111,0.2769084
1452,0.31804252,3.1442337,0.27413702,0.0023668862,0.27650392
1453,0.31746227,3.1499808,0.27363682,0.0024660141,0.27610284
1454,0.316882,3.1557486,0.27313656,0.0025685793,0.27570513
1455,0.31630176,3.161538,0.2726363,0.0026746672,0.27531096
1456,0.3157215,3.1673484,0.27213603,0.0027843637,0.2749204
1457,0.3151412,3.1731808,0.27163577,0.002897754,0.2745335
1458,0.31456095,3.1790342,0.27113557,0.0030149245,0.2741505
1459,0.3139807,3.184909,0.2706353,0.0031359622,0.27377126
1460,0.31340045,3.190806,0.27013505,0.0032609531,0.273396
1461,0.3128202,3.1967247,0.26963478,0.0033899823,0.27302477
1462,0.31223994,3.202665,0.26913452,0.00352314,0.27265766
1463,0.3116597,3.208628,0.26863432,0.0036605105,0.27229482
1464,0.31107938,3.2146134,0.26813406,0.0038021803,0.27193624
1465,0.31049913,3.2206209,0.2676338,0.003948236,0.27158204
1466,0.30991888,3.2266507,0.26713353,0.004098764,0.2712323
1467,0.30933863,3.2327032,0.26663327,0.004253852,0.27088714
1468,0.30875838,3.2387786,0.26613307,0.00441358,0.27054664
1469,0.30817813,3.2448766,0.2656328,0.0045780325,0.27021083
1470,0.30759788,3.2509978,0.26513255,0.0047472953,0.26987985
1471,0.30701756,3.2571425,0.26463228,0.004921447,0.26955372
1472,0.3064373,3.2633102,0.26413202,0.0051005716,0.2692326
1473,0.30585706,3.2695012,0.26363182,0.0052847466,0.26891658
1474,0.3052768,3.2757156,0.26313156,0.005474052,0.26860562
1475,0.30469656,3.2819538,0.2626313,0.0056685633,0.26829985
1476,0.3041163,3.2882156,0.26213104,0.0058683567,0.26799938
1477,0.303536,3.2945023,0.26163077,0.0060735024,0.26770428
1478,0.30295575,3.300812,0.2611305,0.0062840763,0.2674146
1479,0.3023755,3.3071463,0.2606303,0.006500145,0.26713046
1480,0.30179524,3.313505,0.26013005,0.006721776,0.2668518
1481,0.301215,3.3198879,0.2596298,0.006949032,0.26657882
1482,0.30063474,3.3262956,0.25912952,0.007181976,0.2663115
1483,0.3000545,3.332728,0.25862926,0.0074206674,0.26604992
1484,0.29947418,3.339186,0.25812906,0.007665162,0.26579422
1485,0.29889393,3.3456686,0.2576288,0.007915514,0.26554433
1486,0.29831368,3.3521762,0.25712854,0.008171771,0.2653003
1487,0.29773343,3.358709,0.25662827,0.008433983,0.26506227
1488,0.29715317,3.3652678,0.256128,0.008702188,0.2648302
1489,0.29657292,3.371852,0.2556278,0.00897643,0.26460424
1490,0.29599267,3.378462,0.25512755,0.009256744,0.2643843
1491,0.29541236,3.3850987,0.2546273,0.009543157,0.26417044
1492,0.2948321,3.3917608,0.25412703,0.009835702,0.26396272
1493,0.29425186,3.3984492,0.25362676,0.010134402,0.26376116
1494,0.2936716,3.405164,0.25312656,0.010439269,0.26356584
1495,0.29309136,3.4119055,0.2526263,0.010750321,0.26337662
1496,0.2925111,3.4186735,0.25212604,0.011067566,0.2631936
1497,0.2919308,3.4254694,0.25162578,0.011391009,0.2630168
1498,0.29135054,3.4322915,0.2511255,0.011720648,0.26284617
1499,0.2907703,3.4391408,0.2506253,0.012056476,0.26268178
1500,0.29019004,3.4460177,0.25012505,0.012398485,0.26252353
1501,0.2896098,3.4529219,0.24962479,0.012746656,0.26237145
1502,0.28902954,3.459854,0.24912453,0.013100961,0.26222548
1503,0.2884493,3.4668138,0.24862427,0.013461376,0.26208565
1504,0.28786898,3.4738026,0.24812406,0.013827859,0.26195192
1505,0.28728873,3.4808187,0.2476238,0.014200379,0.2618242
1506,0.28670847,3.4878635,0.24712354,0.014578885,0.26170242
1507,0.28612822,3.4949367,0.24662328,0.014963323,0.2615866
1508,0.28554797,3.5020385,0.24612302,0.015353632,0.26147664
1509,0.28496772,3.5091693,0.24562281,0.015749749,0.26137257
1510,0.28438747,3.5163293,0.24512255,0.016151592,0.26127416
1511,0.28380716,3.5235193,0.24462229,0.016559092,0.26118138
1512,0.2832269,3.5307379,0.24412203,0.016972156,0.26109418
1513,0.28264666,3.5379863,0.24362177,0.017390693,0.26101246
1514,0.2820664,3.5452645,0.24312156,0.017814605,0.26093617
1515,0.28148615,3.5525727,0.2426213,0.018243778,0.2608651
1516,0.2809059,3.559911,0.24212104,0.018678105,0.26079914
1517,0.2803256,3.5672805,0.24162078,0.019117458,0.26073822
1518,0.27974534,3.5746799,0.24112052,0.019561712,0.26068223
1519,0.2791651,3.5821097,0.24062026,0.02001073,0.260631
1520,0.27858484,3.5895708,0.24012005,0.020464366,0.2605844
1521,0.2780046,3.597063,0.23961979,0.020922476,0.26054227
1522,0.27742434,3.6045864,0.23911953,0.0213849,0.26050442
1523,0.27684408,3.6121414,0.23861927,0.02185148,0.26047075
1524,0.27626377,3.619729,0.238119,0.02232203,0.26044104
1525,0.27568352,3.6273477,0.2376188,0.022796383,0.2604152
1526,0.27510327,3.6349986,0.23711854,0.023274349,0.2603929
1527,0.27452302,3.6426818,0.23661828,0.023755735,0.260374
1528,0.27394277,3.6503975,0.23611802,0.024240345,0.26035836
1529,0.27336252,3.658146,0.23561776,0.02472797,0.26034573
1530,0.27278227,3.6659274,0.23511755,0.025218401,0.26033595
1531,0.27220196,3.673743,0.2346173,0.025711417,0.2603287
1532,0.2716217,3.681591,0.23411703,0.02620679,0.26032382
1533,0.27104145,3.6894724,0.23361677,0.026704282,0.26032105
1534,0.2704612,3.697388,0.23311651,0.027203664,0.2603202
1535,0.26988095,3.7053375,0.2326163,0.02770469,0.260321
1536,0.2693007,3.7133212,0.23211604,0.028207107,0.26032314
1537,0.2687204,3.7213402,0.23161578,0.028710654,0.26032645
1538,0.26814014,3.7293932,0.23111552,0.029215083,0.26033062
1539,0.2675599,3.737481,0.23061526,0.02972011,0.26033536
1540,0.26697963,3.745604,0.23011506,0.03022547,0.2603405
1541,0.26639938,3.7537625,0.2296148,0.030730888,0.2603457
1542,0.26581913,3.7619565,0.22911453,0.03123608,0.2603506
1543,0.26523888,3.7701864,0.22861427,0.03174076,0.26035503
1544,0.26465857,3.778453,0.22811401,0.032244634,0.26035863
1545,0.26407832,3.7867553,0.2276138,0.032747407,0.26036122
1546,0.26349807,3.7950943,0.22711354,0.033248782,0.26036233
1547,0.26291782,3.80347,0.22661328,0.033748463,0.26036173
1548,0.26233757,3.8118825,0.22611302,0.03424614,0.26035917
1549,0.2617573,3.8203325,0.22561276,0.034741495,0.26035425
1550,0.26117706,3.8288202,0.22511256,0.035234235,0.2603468
1551,0.26059675,3.8373463,0.2246123,0.035724036,0.26033634
1552,0.2600165,3.8459098,0.22411203,0.036210585,0.26032263
1553,0.25943625,3.8545115,0.22361177,0.03669357,0.26030535
1554,0.258856,3.8631518,0.22311151,0.037172664,0.2602842
1555,0.25827575,3.871831,0.22261131,0.037647557,0.26025885
1556,0.2576955,3.880549,0.22211105,0.03811793,0.260229
1557,0.25711524,3.8893065,0.22161078,0.038583454,0.26019424
1558,0.25653493,3.8981047,0.22111052,0.039043825,0.26015434
1559,0.25595468,3.9069417,0.22061026,0.039498713,0.26010898
1560,0.25537443,3.9158187,0.22011,0.0399478,0.2600578
1561,0.25479418,3.9247365,0.2196098,0.04039077,0.26000056
1562,0.25421393,3.9336948,0.21910954,0.04082731,0.25993684
1563,0.25363368,3.9426942,0.21860927,0.04125711,0.2598664
1564,0.25305337,3.9517355,0.21810901,0.041679855,0.25978887
1565,0.25247312,3.9608178,0.21760875,0.042095236,0.259704
1566,0.25189286,3.9699419,0.21710855,0.04250295,0.2596115
1567,0.2513126,3.9791079,0.21660829,0.04290269,0.25951096
1568,0.25073236,3.9883165,0.21610802,0.043294165,0.2594022
1569,0.2501521,3.9975677,0.21560776,0.043677077,0.25928485
1570,0.24957186,4.006862,0.2151075,0.04405114,0.25915864
1571,0.24899155,4.0162005,0.2146073,0.044416066,0.25902337
1572,0.2484113,4.025582,0.21410704,0.044771574,0.25887862
1573,0.24783105,4.035007,0.21360677,0.04511739,0.25872415
1574,0.2472508,4.0444765,0.21310651,0.045453258,0.25855976
1575,0.24667054,4.0539904,0.21260625,0.0457789,0.25838515
1576,0.2460903,4.063549,0.21210605,0.04609408,0.25820014
1577,0.24551004,4.073153,0.21160579,0.046398528,0.2580043
1578,0.24492973,4.0828037,0.21110553,0.04669202,0.25779754
1579,0.24434948,4.092499,0.21060526,0.046974324,0.2575796
1580,0.24376923,4.1022406,0.210105,0.0472452,0.2573502
1581,0.24318898,4.1120286,0.2096048,0.047504444,0.25710925
1582,0.24260873,4.1218634,0.20910454,0.047751844,0.25685638
1583,0.24202847,4.1317453,0.20860428,0.0479872,0.25659147
1584,0.24144816,4.141676,0.20810401,0.048210327,0.25631434
1585,0.24086791,4.151653,0.20760375,0.048421036,0.25602478
1586,0.24028766,4.1616783,0.20710355,0.04861916,0.2557227
1587,0.23970741,4.1717525,0.20660329,0.048804533,0.2554078
1588,0.23912716,4.181875,0.20610303,0.048977006,0.25508004
1589,0.23854691,4.1920476,0.20560277,0.04913644,0.2547392
1590,0.23796666,4.2022696,0.2051025,0.0492827,0.2543852
1591,0.23738635,4.212542,0.2046023,0.04941567,0.25401798
1592,0.2368061,4.222864,0.20410204,0.049535237,0.25363728
1593,0.23622584,4.2332373,0.20360178,0.049641296,0.2532431
1594,0.23564559,4.243661,0.20310152,0.04973377,0.25283527
1595,0.23506534,4.254136,0.20260125,0.049812578,0.25241384
1596,0.23448509,4.2646637,0.20210105,0.049877655,0.2519787
1597,0.23390484,4.275243,0.20160079,0.04992894,0.25152972
1598,0.23332453,4.285876,0.20110053,0.0499664,0.25106692
1599,0.23274428,4.2965612,0.20060027,0.04999,0.25059026
1600,0.23216403,4.3072996,0.2001,0.04999972,0.25009972
1601,0.23158377,4.318092,0.19959974,0.049995556,0.2495953
1602,0.23100352,4.3289385,0.19909954,0.049977504,0.24907705
1603,0.23042327,4.3398395,0.19859928,0.04994558,0.24854486
1604,0.22984296,4.3507967,0.19809902,0.04989982,0.24799883
1605,0.22926271,4.3618083,0.19759876,0.049840253,0.24743901
1606,0.22868246,4.3728757,0.1970985,0.049766928,0.24686542
1607,0.2281022,4.384,0.19659829,0.049679913,0.2462782
1608,0.22752196,4.39518,0.19609803,0.049579274,0.2456773
1609,0.2269417,4.406418,0.19559777,0.049465097,0.24506286
1610,0.22636145,4.417713,0.1950975,0.049337476,0.24443498
1611,0.22578114,4.4290676,0.19459724,0.04919652,0.24379376
1612,0.22520089,4.4404798,0.19409704,0.049042337,0.24313939
1613,0.22462064,4.4519506,0.19359678,0.04887506,0.24247184
1614,0.22404039,4.463481,0.19309652,0.04869483,0.24179135
1615,0.22346014,4.475071,0.19259626,0.048501786,0.24109805
1616,0.22287989,4.4867215,0.192096,0.04829609,0.24039209
1617,0.22229964,4.498433,0.1915958,0.048077907,0.2396737
1618,0.22171932,4.5102067,0.19109553,0.047847416,0.23894295
1619,0.22113907,4.5220413,0.19059527,0.047604814,0.23820008
1620,0.22055882,4.533938,0.190095,0.04735028,0.2374453
1621,0.21997857,4.5458975,0.18959475,0.04708403,0.23667878
1622,0.21939832,4.55792,0.18909454,0.04680627,0.23590082
1623,0.21881807,4.5700064,0.18859428,0.046517227,0.2351115
1624,0.21823782,4.582157,0.18809402,0.046217125,0.23431115
1625,0.2176575,4.594374,0.18759376,0.045906212,0.23349997
1626,0.21707726,4.606655,0.1870935,0.045584723,0.23267822
1627,0.216497,4.6190014,0.1865933,0.045252915,0.23184621
1628,0.21591675,4.6314144,0.18609303,0.044911046,0.23100407
1629,0.2153365,4.6438947,0.18559277,0.04455938,0.23015215
1630,0.21475625,4.6564417,0.18509251,0.04419818,0.2292907
1631,0.21417594,4.6690583,0.18459225,0.043827742,0.22841999
1632,0.21359569,4.6817427,0.18409204,0.04344834,0.22754039
1633,0.21301544,4.6944957,0.18359178,0.043060254,0.22665204
1634,0.21243519,4.7073183,0.18309152,0.04266378,0.2257553
1635,0.21185493,4.720211,0.18259126,0.042259216,0.22485048
1636,0.21127468,4.733175,0.182091,0.041846868,0.22393787
1637,0.21069443,4.74621,0.1815908,0.041427035,0.22301783
1638,0.21011412,4.7593184,0.18109053,0.04100002,0.22209056
1639,0.20953387,4.772498,0.18059027,0.040566135,0.2211564
1640,0.20895362,4.785751,0.18009001,0.040125694,0.22021571
1641,0.20837337,4.799078,0.17958975,0.039679013,0.21926877
1642,0.20779312,4.812479,0.17908955,0.03922641,0.21831596
1643,0.20721287,4.8259554,0.17858928,0.0387682,0.21735749
1644,0.20663261,4.839507,0.17808902,0.038304698,0.21639372
1645,0.2060523,4.8531365,0.17758876,0.03783622,0.21542498
1646,0.20547205,4.866842,0.1770885,0.037363097,0.2144516
1647,0.2048918,4.880625,0.17658824,0.036885645,0.21347389
1648,0.20431155,4.894486,0.17608804,0.036404174,0.21249221
1649,0.2037313,4.908426,0.17558777,0.035919014,0.21150678
1650,0.20315105,4.922446,0.17508751,0.035430476,0.21051799
1651,0.20257074,4.9365473,0.17458725,0.034938876,0.20952612
1652,0.20199049,4.9507284,0.17408699,0.03444453,0.20853151
1653,0.20141023,4.964991,0.17358679,0.033947743,0.20753452
1654,0.20082998,4.9793363,0.17308652,0.033448827,0.20653535
1655,0.20024973,4.9937644,0.17258626,0.03294809,0.20553435
1656,0.19966948,5.0082765,0.172086,0.032445844,0.20453185
1657,0.19908923,5.0228734,0.17158574,0.03194237,0.2035281
1658,0.19850892,5.037557,0.17108554,0.03143798,0.20252351
1659,0.19792867,5.0523252,0.17058527,0.030932957,0.20151824
1660,0.19734842,5.06718,0.17008501,0.030427596,0.2005126
1661,0.19676816,5.082123,0.16958475,0.029922178,0.19950692
1662,0.19618791,5.097154,0.16908449,0.029416984,0.19850147
1663,0.19560766,5.112274,0.16858429,0.028912289,0.19749658
1664,0.19502741,5.1274843,0.16808403,0.028408354,0.19649237
1665,0.1944471,5.142787,0.16758376,0.027905455,0.19548921
1666,0.19386685,5.1581793,0.1670835,0.02740384,0.19448735
1667,0.1932866,5.1736646,0.16658324,0.026903773,0.19348702
1668,0.19270635,5.189243,0.16608304,0.026405493,0.19248854
1669,0.1921261,5.204915,0.16558278,0.025909245,0.19149202
1670,0.19154584,5.220682,0.16508251,0.025415262,0.19049777
1671,0.19096553,5.236547,0.16458225,0.024923773,0.18950602
1672,0.19038528,5.2525067,0.16408199,0.024435002,0.18851699
1673,0.18980503,5.268564,0.16358179,0.023949157,0.18753095
1674,0.18922478,5.28472,0.16308153,0.023466455,0.18654798
1675,0.18864453,5.3009753,0.16258126,0.022987098,0.18556836
1676,0.18806428,5.317331,0.162081,0.02251128,0.18459228
1677,0.18748403,5.333788,0.16158074,0.022039184,0.18361993
1678,0.18690372,5.3503485,0.16108054,0.021571001,0.18265153
1679,0.18632346,5.3670106,0.16058028,0.021106897,0.18168718
1680,0.18574321,5.3837767,0.16008002,0.020647041,0.18072706
1681,0.18516296,5.400648,0.15957975,0.020191593,0.17977135
1682,0.18458271,5.4176254,0.15907949,0.01974071,0.17882021
1683,0.18400246,5.43471,0.15857929,0.019294536,0.17787382
1684,0.18342221,5.4519024,0.15807903,0.018853208,0.17693223
1685,0.1828419,5.469206,0.15757877,0.018416855,0.17599562
1686,0.18226165,5.486618,0.1570785,0.017985608,0.17506412
1687,0.1816814,5.504141,0.15657824,0.017559579,0.17413782
1688,0.18110114,5.521776,0.15607798,0.01713888,0.17321686
1689,0.18052089,5.539525,0.15557778,0.016723614,0.1723014
1690,0.17994064,5.5573883,0.15507752,0.016313879,0.1713914
1691,0.17936033,5.575369,0.15457726,0.015909761,0.17048702
1692,0.17878008,5.5934644,0.154077,0.015511346,0.16958834
1693,0.17819983,5.6116776,0.15357673,0.01511871,0.16869543
1694,0.17761958,5.63001,0.15307653,0.014731916,0.16780844
1695,0.17703933,5.648463,0.15257627,0.014351032,0.1669273
1696,0.17645907,5.6670365,0.152076,0.013976111,0.16605212
1697,0.17587882,5.685733,0.15157574,0.013607206,0.16518295
1698,0.17529851,5.704555,0.15107548,0.01324436,0.16431984
1699,0.17471826,5.7235003,0.15057528,0.012887607,0.16346289
1700,0.17413801,5.742572,0.15007502,0.012536982,0.162612
1701,0.17355776,5.7617707,0.14957476,0.012192509,0.16176726
1702,0.1729775,5.7810984,0.1490745,0.011854207,0.1609287
1703,0.17239726,5.800556,0.14857423,0.011522088,0.16009632
1704,0.171817,5.8201456,0.14807403,0.011196168,0.1592702
1705,0.1712367,5.83987,0.14757377,0.010876443,0.15845022
1706,0.17065644,5.859726,0.1470735,0.010562914,0.15763642
1707,0.17007619,5.879718,0.14657325,0.010255576,0.15682882
1708,0.16949594,5.8998466,0.14607298,0.009954413,0.15602739
1709,0.16891569,5.920113,0.14557278,0.009659411,0.15523219
1710,0.16833544,5.94052,0.14507252,0.00937055,0.15444307
1711,0.16775519,5.9610677,0.14457226,0.009087796,0.15366006
1712,0.16717488,5.98176,0.144072,0.008811131,0.15288313
1713,0.16659462,6.0025945,0.14357173,0.008540517,0.15211225
1714,0.16601437,6.023575,0.14307153,0.008275912,0.15134744
1715,0.16543412,6.044702,0.14257127,0.00801728,0.15058856
1716,0.16485387,6.065978,0.14207101,0.0077645737,0.14983559
1717,0.16427362,6.0874047,0.14157075,0.007517744,0.14908849
1718,0.16369331,6.1089854,0.14107049,0.007276736,0.14834723
1719,0.16311306,6.130717,0.14057028,0.0070415004,0.14761178
1720,0.1625328,6.152604,0.14007002,0.0068119774,0.146882
1721,0.16195256,6.174648,0.13956976,0.0065881065,0.14615786
1722,0.1613723,6.1968503,0.1390695,0.0063698194,0.14543931
1723,0.16079205,6.219213,0.13856924,0.0061570564,0.14472629
1724,0.1602118,6.2417374,0.13806903,0.0059497473,0.14401878
1725,0.15963149,6.264428,0.13756877,0.005747823,0.1433166
1726,0.1590513,6.2872796,0.13706851,0.0055512073,0.14261971
1727,0.15847099,6.310303,0.13656825,0.00535983,0.14192808
1728,0.15789068,6.333496,0.13606799,0.005173614,0.1412416
1729,0.15731049,6.3568554,0.13556778,0.0049924776,0.14056027
1730,0.15673018,6.380392,0.13506752,0.0048163454,0.13988386
1731,0.15614998,6.4040995,0.13456726,0.0046451385,0.1392124
1732,0.15556967,6.427988,0.134067,0.004478773,0.13854577
1733,0.15498948,6.4520507,0.13356674,0.004317166,0.1378839
1734,0.15440917,6.4762993,0.13306648,0.0041602342,0.13722672
1735,0.15382886,6.500731,0.13256627,0.0040078936,0.13657416
