graph,step,temperature,beta,gamma,loss,mean_expected_cut,max_expected_cut,step_best_raw_cut,global_best_raw_cut_so_far,mean_entropy,mean_driver_energy,mean_free_energy,mean_R,mean_abs_rx,mean_abs_rz,frac_polarized,frac_ambiguous,run_group,partition,graph_type
G9,1,1.159999966621399,0.8620690107345581,1.0,-619.193603515625,-32.0,-31.999998092651367,200.0,200.0,554.4776611328125,-7.99959659576416,-619.193603515625,0.009999990463256836,0.009999495930969715,7.95181913417764e-05,0.0,1.0,small_1_3,1,random
G9,50,1.1315672397613525,0.8837300539016724,0.9754877686500549,-608.3306884765625,-32.0,-32.0,267.0,320.0,554.406982421875,-12.981887817382812,-608.3306884765625,0.016635123640298843,0.016635123640298843,5.732419595005922e-06,0.0,1.0,small_1_3,1,random
G9,100,1.102554202079773,0.9069848656654358,0.9504752159118652,-602.4873046875,-32.0,-32.0,444.0,466.0,554.1348266601562,-23.52361297607422,-602.4873046875,0.030936645343899727,0.030936645343899727,7.384028890555783e-07,0.0,1.0,small_1_3,1,random
G9,150,1.0735411643981934,0.9314966797828674,0.9254627227783203,-609.6585083007812,-32.0,-32.0,-346.0,483.0,552.822509765625,-48.1807746887207,-609.6585083007812,0.06507660448551178,0.06507659703493118,3.131398625555448e-05,0.0,1.0,small_1_3,1,random
G9,200,1.0445282459259033,0.9573699831962585,0.9004502296447754,-644.6482543945312,-32.000038146972656,-32.000022888183594,-949.0,483.0,545.7216186523438,-106.62666320800781,-644.6482543945312,0.14801859855651855,0.14801852405071259,0.00011637635179795325,0.0,1.0,small_1_3,1,random
G9,250,1.0155152082443237,0.984721839427948,0.8754377365112305,-787.5732421875,134.96864318847656,143.870849609375,2018.0,2018.0,510.189453125,-134.49942016601562,-787.5732421875,0.3294737637042999,0.19204597175121307,0.24950800836086273,0.0,0.03627929463982582,small_1_3,1,random
G9,300,0.9865021705627441,1.01368248462677,0.8504252433776855,-1305.6173095703125,796.0657958984375,814.4591064453125,2027.0,2027.0,378.2249755859375,-136.43170166015625,-1305.6173095703125,0.6347708106040955,0.20053450763225555,0.5838373303413391,0.0,0.005283202975988388,small_1_3,1,random
G9,350,0.9574891924858093,1.0443981885910034,0.8254126906394958,-1708.060302734375,1339.25146484375,1360.8270263671875,2032.0,2032.0,243.6742401123047,-135.49330139160156,-1708.060302734375,0.8145941495895386,0.2051902413368225,0.771183967590332,0.0,0.0029101562686264515,small_1_3,1,random
G9,400,0.9284762144088745,1.077033519744873,0.8004001975059509,-1868.1884765625,1578.09033203125,1603.5423583984375,2036.0,2036.0,171.53103637695312,-130.83566284179688,-1868.1884765625,0.8858494162559509,0.2043285071849823,0.8456612229347229,0.0,0.0018847655737772584,small_1_3,1,random
G9,450,0.8994631767272949,1.111774206161499,0.775387704372406,-1937.1767578125,1693.478759765625,1720.483154296875,2039.0,2039.0,132.4376983642578,-124.57518005371094,-1937.1767578125,0.9186380505561829,0.20082725584506989,0.8808383941650391,0.0006542968330904841,0.0016503905644640326,small_1_3,1,random
G9,500,0.8704501390457153,1.1488308906555176,0.7503751516342163,-1972.2220458984375,1760.0380859375,1789.454345703125,2041.0,2041.0,108.36946105957031,-117.85377502441406,-1972.2220458984375,0.9368508458137512,0.19632476568222046,0.9011326432228088,0.2527734339237213,0.0016992187593132257,small_1_3,1,random
G9,550,0.8414371609687805,1.1884428262710571,0.7253626585006714,-1991.969482421875,1803.484375,1833.93505859375,2041.0,2041.0,92.0281982421875,-111.04910278320312,-1991.969482421875,0.948343813419342,0.1913682520389557,0.9144611358642578,0.48716795444488525,0.0014355467865243554,small_1_3,1,random
G9,600,0.8124241828918457,1.230884075164795,0.7003501653671265,-2003.8065185546875,1834.4664306640625,1865.18212890625,2042.0,2042.0,80.11296081542969,-104.25434875488281,-2003.8065185546875,0.9562780261039734,0.18607540428638458,0.9242058396339417,0.611376941204071,0.0012402343563735485,small_1_3,1,random
G9,650,0.7834111452102661,1.2764689922332764,0.6753376722335815,-2011.061279296875,1857.8524169921875,1888.6131591796875,2042.0,2042.0,70.98047637939453,-97.60197448730469,-2011.061279296875,0.9621003270149231,0.18065400421619415,0.931731104850769,0.68603515625,0.0013476562453433871,small_1_3,1,random
G9,700,0.7543981075286865,1.3255600929260254,0.6503251791000366,-2015.5400390625,1876.3988037109375,1907.965576171875,2047.0,2047.0,63.70952606201172,-91.0788345336914,-2015.5400390625,0.9665775895118713,0.17506404221057892,0.937874436378479,0.7353320121765137,0.0013574218610301614,small_1_3,1,random
G9,750,0.7253851294517517,1.3785780668258667,0.6253126859664917,-2018.182373046875,1891.56640625,1926.0946044921875,2048.0,2048.0,57.734962463378906,-84.73597717285156,-2018.182373046875,0.9701566696166992,0.16938720643520355,0.9430708289146423,0.77210932970047,0.0012695312034338713,small_1_3,1,random
G9,800,0.6963721513748169,1.4360138177871704,0.600300133228302,-2019.574951171875,1904.271728515625,1941.361083984375,2049.0,2049.0,52.722354888916016,-78.58885192871094,-2019.574951171875,0.9730868339538574,0.16364489495754242,0.947534441947937,0.798632800579071,0.0013281250139698386,small_1_3,1,random
G9,850,0.6673591136932373,1.498443603515625,0.5752876400947571,-2020.116455078125,1915.177001953125,1953.000244140625,2049.0,2049.0,48.4259147644043,-72.6220703125,-2020.116455078125,0.9755514860153198,0.15779511630535126,0.9515634179115295,0.823046863079071,0.0012402343563735485,small_1_3,1,random
G9,900,0.6383461356163025,1.566548228263855,0.5502750873565674,-2020.0458984375,1924.6358642578125,1962.69677734375,2049.0,2049.0,44.692108154296875,-66.88098907470703,-2020.0458984375,0.9776571989059448,0.15192624926567078,0.9551182389259338,0.8432909846305847,0.0012695312034338713,small_1_3,1,random
G9,950,0.6093330979347229,1.6411384344100952,0.5252625942230225,-2019.5645751953125,1932.994384765625,1971.0538330078125,2049.0,2049.0,41.400535583496094,-61.34342575073242,-2019.5645751953125,0.9794892072677612,0.1459827572107315,0.9583598375320435,0.8574023246765137,0.0012695312034338713,small_1_3,1,random
G9,1000,0.5803201198577881,1.7231868505477905,0.5002501010894775,-2018.80810546875,1940.4886474609375,1978.76171875,2050.0,2050.0,38.45152282714844,-56.005279541015625,-2018.80810546875,0.9811181426048279,0.1399431973695755,0.9613789319992065,0.8724609017372131,0.0013281250139698386,small_1_3,1,random
G9,1050,0.5513070821762085,1.813871145248413,0.4752376079559326,-2017.8375244140625,1947.215576171875,1985.490478515625,2050.0,2050.0,35.79450225830078,-50.88818359375,-2017.8375244140625,0.9825711846351624,0.13384930789470673,0.9641720652580261,0.8878124952316284,0.0014355467865243554,small_1_3,1,random
G9,1100,0.5222941040992737,1.9146300554275513,0.4502251148223877,-2016.7406005859375,1953.30908203125,1991.4775390625,2050.0,2050.0,33.37950134277344,-45.99755096435547,-2016.7406005859375,0.9838824272155762,0.1277070790529251,0.9667640328407288,0.8976269364356995,0.0015332030598074198,small_1_3,1,random
G9,1150,0.4932810664176941,2.0272417068481445,0.425212562084198,-2015.5694580078125,1958.865478515625,1996.87548828125,2050.0,2050.0,31.171424865722656,-41.32768630981445,-2015.5694580078125,0.985072135925293,0.12149123847484589,0.9692111611366272,0.9057226181030273,0.0016308593330904841,small_1_3,1,random
G9,1200,0.4642680883407593,2.15392804145813,0.4002000689506531,-2014.3685302734375,1963.954833984375,2001.7796630859375,2050.0,2050.0,29.14279556274414,-36.88372802734375,-2014.3685302734375,0.9861568808555603,0.11520402878522873,0.9715032577514648,0.9144628643989563,0.0016796874115243554,small_1_3,1,random
G9,1250,0.4352550506591797,2.2975034713745117,0.37518757581710815,-2013.1368408203125,1968.5888671875,2006.2578125,2050.0,2050.0,27.272491455078125,-32.67747497558594,-2013.1368408203125,0.9871484041213989,0.10887046903371811,0.9736378192901611,0.927050769329071,0.0017578124534338713,small_1_3,1,random
G9,1300,0.4062420725822449,2.4615864753723145,0.35017526149749756,-2011.91845703125,1972.83740234375,2010.355712890625,2050.0,2050.0,25.543930053710938,-28.7039852142334,-2011.91845703125,0.9880566000938416,0.10246291756629944,0.9756382703781128,0.9368359446525574,0.001787109300494194,small_1_3,1,random
