graph,step,temperature,beta,gamma,loss,mean_expected_cut,max_expected_cut,step_best_raw_cut,global_best_raw_cut_so_far,mean_entropy,mean_driver_energy,mean_free_energy,mean_R,mean_abs_rx,mean_abs_rz,frac_polarized,frac_ambiguous,run_group,partition,graph_type
G12,1,1.159999966621399,0.8620690107345581,1.0,-649.1936645507812,-2.0,-1.9999995231628418,52.0,52.0,554.4776611328125,-7.999591827392578,-649.1936645507812,0.00999999139457941,0.009999489411711693,7.985586125869304e-05,0.0,1.0,small_1_3,2,toroidal
G12,50,1.1315672397613525,0.8837300539016724,0.9754877686500549,-638.3306884765625,-2.0,-2.0,70.0,90.0,554.406982421875,-12.981887817382812,-638.3306884765625,0.016635123640298843,0.016635123640298843,5.912389497098047e-06,0.0,1.0,small_1_3,2,toroidal
G12,100,1.102554202079773,0.9069848656654358,0.9504752159118652,-632.4873046875,-2.0,-2.0,62.0,90.0,554.1348266601562,-23.52361297607422,-632.4873046875,0.030936645343899727,0.030936645343899727,7.840649800527899e-07,0.0,1.0,small_1_3,2,toroidal
G12,150,1.0735411643981934,0.9314966797828674,0.9254627227783203,-639.6585083007812,-2.0,-1.9999998807907104,0.0,90.0,552.822509765625,-48.18077087402344,-639.6585083007812,0.06507661938667297,0.06507658958435059,4.4864755182061344e-05,0.0,1.0,small_1_3,2,toroidal
G12,200,1.0445282459259033,0.9573699831962585,0.9004502296447754,-674.6483764648438,-2.000004291534424,-2.00000262260437,-104.0,90.0,545.7216796875,-106.62669372558594,-674.6483764648438,0.14801862835884094,0.14801858365535736,0.00010141545499209315,0.0,1.0,small_1_3,2,toroidal
G12,250,1.0155152082443237,0.984721839427948,0.8754377365112305,-738.2684326171875,-2.000030040740967,-2.000016927719116,-204.0,90.0,515.5966186523438,-216.67221069335938,-738.2684326171875,0.3093770444393158,0.30937692523002625,0.0002196586865466088,0.0,1.0,small_1_3,2,toroidal
G12,300,0.9865021705627441,1.01368248462677,0.8504252433776855,-779.4483032226562,-2.0000600814819336,-2.0000386238098145,-308.0,90.0,454.20416259765625,-333.37493896484375,-779.4483032226562,0.4900122284889221,0.49001210927963257,0.000271813158178702,0.0,1.0,small_1_3,2,toroidal
G12,350,0.9574891924858093,1.0443981885910034,0.8254126906394958,-782.6387939453125,43.22001647949219,50.0653076171875,552.0,552.0,398.527587890625,-357.83294677734375,-782.6387939453125,0.6032170057296753,0.541900098323822,0.23614376783370972,0.0,0.07155273109674454,small_1_3,2,toroidal
G12,400,0.9284762144088745,1.077033519744873,0.8004001975059509,-785.07421875,130.56149291992188,134.17141723632812,552.0,552.0,338.87615966796875,-339.874267578125,-785.07421875,0.6980594992637634,0.530788004398346,0.42095667123794556,0.0,0.03858398273587227,small_1_3,2,toroidal
G12,450,0.8994631767272949,1.111774206161499,0.775387704372406,-781.981689453125,200.15863037109375,204.92547607421875,552.0,552.0,286.95281982421875,-323.7196044921875,-781.981689453125,0.7654554843902588,0.5218672752380371,0.5245932936668396,0.0,0.03182617202401161,small_1_3,2,toroidal
