method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec
qefem,0,1011931291,-49.237429632844844,,0.7374120303520613,0.014755665166921688,False,,1187,77.77591870800825
lqa,0,1011931291,-48.34544100195325,,1.6294006612436576,0.032604418683803475,False,,0,0.10664995800470933
qefem,1,2718802505,-49.17495056668605,,0.799891096510855,0.01600587555437761,False,,700,77.61421575001441
lqa,1,2718802505,-48.517877880427065,,1.45696378276984,0.029153944950720982,False,,0,0.1076679159887135
qefem,2,3573940176,-49.21307785216465,,0.7617638110322531,0.015242945964013743,False,,6779,77.62911533401348
lqa,2,3573940176,-48.468509640838874,,1.5063320223580305,0.030141806801708033,False,,0,0.10830987500958145
qefem,3,1209545457,-49.14196035657853,,0.8328813066183756,0.016666011915186043,False,,6414,77.6281374169921
lqa,3,1209545457,-48.21821845953043,,1.7566232036664715,0.03515015045980838,False,,0,0.10655920900171623
qefem,4,2488575271,-49.142639309970036,,0.8322023532268688,0.016652426011381033,False,,3161,77.61049816699233
lqa,4,2488575271,-48.67938659310961,,1.2954550700872929,0.025922144562617155,False,,0,0.10467033399618231
