partition,graph,step,beta,gamma,loss,free_energy_mean,expected_cut_mean,expected_cut_max,hard_cut_mean,hard_cut_max,best_cut_so_far,best_known_cut,gap,accuracy_percent,R_mean,rx_abs_mean,rz_abs_mean,best_replica_so_far,elapsed_sec
19,G70,1,0.8620690107345581,1.0,-13139.42578125,-13139.42578125,4999.5,4999.5,4968.7265625,5083.0,5083.0,9591.0,4508.0,52.99760191846523,0.010099480859935284,0.010099229402840137,6.971718539716676e-05,16,0.03604483604431152
19,G70,50,0.9065311551094055,0.9509509801864624,-12802.1015625,-12802.1015625,4999.5,4999.5,5003.7421875,5166.0,5166.0,9591.0,4425.0,53.86299655927432,0.01679905876517296,0.01679905876517296,3.7242266444081906e-06,26,2.1011500358581543
19,G70,100,0.9568911194801331,0.9009009003639221,-12514.630859375,-12514.630859375,4999.5,4999.5,4791.3515625,4908.0,5166.0,9591.0,4425.0,53.86299655927432,0.03108544833958149,0.03108544833958149,6.4128130361496e-07,26,4.114305734634399
19,G70,150,1.0131754875183105,0.8508508205413818,-12361.984375,-12361.984375,4999.5,4999.5,3806.421875,4023.0,5166.0,9591.0,4425.0,53.86299655927432,0.06460089981555939,0.06460089236497879,2.6683204850996844e-05,26,5.818097829818726
19,G70,200,1.076494812965393,0.8008008003234863,-12483.3984375,-12483.3984375,4999.5,4999.5,3897.3125,4060.0,5166.0,9591.0,4425.0,53.86299655927432,0.14457286894321442,0.14457283914089203,8.5931082139723e-05,26,7.630039930343628
19,G70,250,1.1482561826705933,0.7507507801055908,-12868.2890625,-12868.2890625,4999.5,4999.5,2809.4609375,2991.0,5166.0,9591.0,4425.0,53.86299655927432,0.2991246283054352,0.299124538898468,0.00019517273176461458,26,9.362590074539185
19,G70,300,1.2302684783935547,0.7007007002830505,-12998.95703125,-12998.95703125,4999.5,4999.501953125,2723.6953125,3643.0,5166.0,9591.0,4425.0,53.86299655927432,0.4751969575881958,0.4751967191696167,0.00028232389013282955,26,10.98987603187561
19,G70,350,1.324897050857544,0.6506506204605103,-12746.794921875,-12746.794921875,5456.08056640625,5467.6630859375,9045.265625,9077.0,9077.0,9591.0,514.0,94.64080909185695,0.5952989459037781,0.5354765057563782,0.19525235891342163,52,12.975378036499023
19,G70,400,1.435295581817627,0.6006006002426147,-12443.359375,-12443.359375,6133.3974609375,6151.861328125,9097.4296875,9126.0,9126.0,9591.0,465.0,95.15170472317799,0.6809936165809631,0.5424076914787292,0.3290790319442749,67,14.567128896713257
19,G70,450,1.5657646656036377,0.5505505800247192,-12100.857421875,-12100.857421875,6723.8291015625,6747.12890625,9141.65625,9168.0,9168.0,9591.0,423.0,95.5896152643103,0.7382005453109741,0.5312337875366211,0.42229002714157104,95,16.220423936843872
19,G70,500,1.7223249673843384,0.500500500202179,-11738.728515625,-11738.728515625,7192.14501953125,7217.3994140625,9200.375,9232.0,9232.0,9591.0,359.0,96.25690751746428,0.7771242260932922,0.5116639733314514,0.4914608895778656,19,17.909693002700806
19,G70,550,1.913672685623169,0.45045047998428345,-11379.703125,-11379.703125,7574.16943359375,7601.49609375,9260.8125,9295.0,9295.0,9591.0,296.0,96.91377332916275,0.805691659450531,0.4872564375400543,0.5461016297340393,95,19.577227115631104
19,G70,600,2.152850866317749,0.40040040016174316,-11036.4697265625,-11036.4697265625,7902.0478515625,7930.28857421875,9293.984375,9320.0,9320.0,9591.0,271.0,97.17443436555104,0.828266978263855,0.4584302604198456,0.5953755974769592,19,21.215741872787476
19,G70,650,2.460355520248413,0.35035037994384766,-10715.140625,-10715.140625,8185.2958984375,8213.8955078125,9300.4140625,9323.0,9323.0,9591.0,268.0,97.20571368991763,0.8472505807876587,0.42711034417152405,0.6357292532920837,95,22.89473271369934
19,G70,700,2.8703441619873047,0.3003003001213074,-10418.85546875,-10418.85546875,8431.720703125,8460.1923828125,9377.109375,9404.0,9404.0,9591.0,187.0,98.05025544781566,0.8635096549987793,0.39328068494796753,0.6712414622306824,19,24.532132863998413
19,G70,750,3.4442949295043945,0.25025027990341187,-10151.4443359375,-10151.4443359375,8656.28125,8684.6943359375,9378.6015625,9406.0,9406.0,9591.0,185.0,98.07110833072672,0.8779882788658142,0.35359716415405273,0.7099719047546387,19,26.410002946853638
19,G70,800,4.305146217346191,0.20020020008087158,-9913.5849609375,-9913.5849609375,8845.095703125,8872.8544921875,9379.234375,9407.0,9407.0,9591.0,184.0,98.08153477218225,0.8909715414047241,0.31272944808006287,0.7386336922645569,19,28.09022808074951
19,G70,850,5.739701271057129,0.15015017986297607,-9706.3232421875,-9706.3232421875,9001.5,9028.8759765625,9379.84375,9408.0,9408.0,9591.0,183.0,98.09196121363779,0.9021914005279541,0.26932647824287415,0.7623854875564575,19,30.112632751464844
19,G70,900,8.608070373535156,0.10010010004043579,-9529.671875,-9529.671875,9124.435546875,9151.5244140625,9380.625,9408.0,9408.0,9591.0,183.0,98.09196121363779,0.9115288853645325,0.22328871488571167,0.7813534736633301,19,32.1980938911438
19,G70,950,17.207260131835938,0.05005007982254028,-9383.2421875,-9383.2421875,9213.0166015625,9239.578125,9381.6015625,9410.0,9410.0,9591.0,181.0,98.11281409654885,0.9190447330474854,0.17447106540203094,0.7958981394767761,62,34.400574922561646
19,G70,1000,16666.66796875,0.0,-9267.208984375,-9267.208984375,9267.130859375,9293.3154296875,9381.90625,9412.0,9412.0,9591.0,179.0,98.1336669794599,0.9249601364135742,0.11933377385139465,0.810971200466156,62,36.51553201675415
