partition,graph,N,M,best_known_cut,qefem_best_cut,gap,accuracy_percent,best_step,best_replica,replicas,steps,optimizer,lr,runtime_sec
16,G65,8000,16000,5562.0,5448.0,114.0,97.95037756202805,400,47,128,1000,Adam,0.01,38.942341327667236
