partition,graph,N,M,best_known_cut,qefem_best_cut,gap,accuracy_percent,best_step,best_replica,replicas,steps,optimizer,lr,runtime_sec
18,G67,10000,20000,6950.0,6806.0,144.0,97.92805755395683,400,35,128,1000,Adam,0.01,51.01760506629944
18,G72,10000,20000,7008.0,6860.0,148.0,97.88812785388127,400,17,128,1000,Adam,0.01,56.81682801246643
