partition,step,mean_best_cut,mean_hard_cut,mean_expected_cut,mean_gap,mean_accuracy_percent,mean_rz_abs,mean_rx_abs,mean_R,mean_elapsed_sec
14,50,96.0,96.0,-40.0,4774.0,1.9712525667351128,3.7191207411524374e-06,0.0167990550398826,0.0167990550398826,1.6740763187408447
14,100,96.0,-240.0,-40.0,4774.0,1.9712525667351128,6.123732987362018e-07,0.031085442751646,0.031085442751646,3.3145463466644287
14,150,96.0,-986.0,-40.0,4774.0,1.9712525667351128,3.553578790160827e-05,0.0646008849143982,0.0646008923649787,4.822106122970581
14,200,96.0,-1214.0,-40.0,4774.0,1.9712525667351128,9.532612602924928e-05,0.1445728093385696,0.1445728540420532,6.441148281097412
14,250,96.0,-2312.0,-40.00013732910156,4774.0,1.9712525667351128,0.0002091974893119,0.2991244792938232,0.2991245687007904,7.959659099578857
14,300,166.0,166.0,-39.978050231933594,4704.0,3.4086242299794662,0.000592874654103,0.4751949310302734,0.475196897983551,9.488145351409912
14,350,4772.0,4772.0,933.574462890625,98.0,97.98767967145793,0.3933417201042175,0.4490034580230713,0.6155175566673279,11.060241222381592
14,400,4790.0,4790.0,2024.887451171875,80.0,98.35728952772074,0.5782886743545532,0.4251725673675537,0.7441776990890503,12.56917405128479
14,450,4790.0,4790.0,2775.48388671875,80.0,98.35728952772074,0.6804834008216858,0.4016429185867309,0.8198543190956116,14.026477098464966
14,500,4790.0,4790.0,3257.1826171875,80.0,98.35728952772074,0.7413145899772644,0.3760004043579101,0.8629046082496643,15.68260407447815
14,550,4790.0,4790.0,3593.0986328125,80.0,98.35728952772074,0.782511830329895,0.3486081957817077,0.8898255825042725,17.350329160690308
14,600,4790.0,4790.0,3846.0234375,80.0,98.35728952772074,0.813225269317627,0.319924533367157,0.9082725644111632,19.03123712539673
14,650,4790.0,4790.0,4045.724853515625,80.0,98.35728952772074,0.8375181555747986,0.2902030944824219,0.9217809438705444,20.723201036453247
14,700,4790.0,4790.0,4207.328125,80.0,98.35728952772074,0.8574013113975525,0.2595531940460205,0.932132363319397,22.3059823513031
14,750,4790.0,4790.0,4339.2001953125,80.0,98.35728952772074,0.87397301197052,0.2279941141605377,0.9403141736984252,23.769278287887573
14,800,4790.0,4790.0,4446.3505859375,80.0,98.35728952772074,0.8878887295722961,0.1954721957445144,0.9469226598739624,25.22155213356018
14,850,4790.0,4790.0,4531.951171875,80.0,98.35728952772074,0.8996021151542664,0.1618444472551345,0.9523438215255736,27.042851209640503
14,900,4790.0,4790.0,4598.087890625,80.0,98.35728952772074,0.9096598625183104,0.1267644166946411,0.9568398594856262,29.109233140945435
14,950,4790.0,4790.0,4646.2490234375,80.0,98.35728952772074,0.9196707010269164,0.0888072848320007,0.9605922102928162,31.2122962474823
14,1000,4790.0,4790.0,4677.5361328125,80.0,98.35728952772074,0.9392785429954528,0.0321773402392864,0.9637489318847656,33.219595193862915
15,1,10669.0,10669.0,10496.5,7230.0,41.05785382367257,6.973934796405956e-05,0.0100992261432111,0.0100994780659675,0.0404344797134399
15,50,10819.5,10819.5,10496.5,7079.5,42.12447246599607,3.6849984326181584e-06,0.0167990550398826,0.0167990550398826,3.2295539379119873
15,100,10819.5,10478.0,10496.5,7079.5,42.12447246599607,5.918565193496761e-07,0.031085442751646,0.031085442751646,5.961937427520752
15,150,10819.5,7877.5,10496.5,7079.5,42.12447246599607,4.279575114196632e-05,0.064600870013237,0.0646008923649787,8.844820499420166
15,200,14094.5,14094.5,10497.586669921875,3804.5,73.98316846227509,0.00287681154441085,0.14444915205240244,0.14457765966653818,11.714504599571228
15,250,16429.0,16429.0,10722.232818603516,1470.0,90.43333266283123,0.09764432534575454,0.27406439185142517,0.30306304991245264,14.283633947372437
15,300,17209.0,17209.0,12106.16162109375,690.0,95.21878092688291,0.3339381664991379,0.3537460118532181,0.5221443474292755,16.772541642189026
15,350,17458.0,17458.0,13897.31689453125,441.0,96.77326040332275,0.5370712131261826,0.3767173290252685,0.6987579464912415,19.528820037841797
15,400,17514.5,17514.5,15001.57080078125,384.5,97.08264600002593,0.65143021941185,0.37390854954719543,0.7940731048583984,22.111083507537842
15,450,17547.0,17547.0,15635.25,352.0,97.30329717146935,0.7179271578788757,0.35981546342372894,0.8447028398513794,24.908795952796936
15,500,17562.5,17562.5,16047.83935546875,336.5,97.4069848075336,0.7627120316028595,0.3403900265693664,0.8752590715885162,28.35258448123932
15,550,17573.0,17573.0,16348.0224609375,326.0,97.47286111066151,0.7965691685676575,0.3178470581769943,0.8960649967193604,31.200737476348877
15,600,17578.5,17578.5,16583.3046875,320.5,97.5086560785893,0.8240400850772858,0.29321251809597015,0.9115467965602875,35.22551107406616
15,650,17581.0,17581.0,16776.02001953125,318.0,97.5217642467553,0.8471918106079102,0.2669037654995918,0.9237503111362457,37.84293758869171
15,700,17583.5,17583.5,16936.479248046875,315.5,97.5348724149213,0.8670502007007599,0.23901326209306714,0.9337366223335266,41.13158595561981
15,750,17583.5,17583.5,17070.11376953125,315.5,97.5348724149213,0.8841317892074585,0.2096517831087112,0.9420875310897827,43.76914894580841
15,800,17584.0,17584.0,17180.980712890625,315.0,97.53672104878089,0.8986815214157104,0.17886129766702652,0.9491071701049805,46.681864500045776
15,850,17584.0,17584.0,17271.522705078125,315.0,97.53672104878089,0.911004513502121,0.14650277048349375,0.95502170920372,49.301718950271606
15,900,17584.0,17584.0,17342.70703125,315.0,97.53672104878089,0.9213202893733978,0.11251716688275334,0.9599629342556,51.92167150974274
15,950,17584.0,17584.0,17395.44580078125,315.0,97.53672104878089,0.9309011995792389,0.0762691684067249,0.9640600979328156,54.49363708496094
15,1000,17584.0,17584.0,17430.7470703125,315.0,97.53672104878089,0.9532998502254486,0.0255174310877919,0.9674583375453949,57.11791205406189
16,1,64.0,64.0,-41.0,5498.0,1.1506652283351313,6.972508708713576e-05,0.0100992275401949,0.0100994799286127,0.1610560417175293
16,50,108.0,108.0,-41.0,5454.0,1.941747572815534,3.719605729202158e-06,0.0167990569025278,0.0167990569025278,2.6449930667877197
16,100,108.0,-244.0,-41.0,5454.0,1.941747572815534,6.124014362285379e-07,0.0310854464769363,0.0310854464769363,4.663564205169678
16,150,108.0,-1130.0,-41.0,5454.0,1.941747572815534,3.552098132786341e-05,0.0646008849143982,0.0646008998155593,6.997039079666138
16,200,108.0,-1440.0,-41.0,5454.0,1.941747572815534,9.530944953439756e-05,0.1445728242397308,0.1445728838443756,9.291729927062988
16,250,108.0,-2700.0,-41.00017547607422,5454.0,1.941747572815534,0.0002099558914778,0.299124538898468,0.2991246283054352,11.047476053237917
16,300,108.0,34.0,-40.99666213989258,5454.0,1.941747572815534,0.0005160792497918,0.4751959145069122,0.4751969277858734,12.863221168518066
16,350,5440.0,5440.0,1067.3294677734375,122.0,97.80654440848616,0.3925848305225372,0.4495624005794525,0.6153466701507568,14.770454168319702
16,400,5448.0,5448.0,2301.406982421875,114.0,97.95037756202804,0.5774521827697754,0.4257905781269073,0.7438397407531738,16.60623002052307
16,450,5448.0,5448.0,3152.222900390625,114.0,97.95037756202804,0.6796752214431763,0.4023716151714325,0.819438099861145,18.95723009109497
16,500,5448.0,5448.0,3698.8642578125,114.0,97.95037756202804,0.7405786514282227,0.3768296539783478,0.8624550104141235,20.72817897796631
16,550,5448.0,5448.0,4080.59619140625,114.0,97.95037756202804,0.7818591594696045,0.3495192527770996,0.8893643021583557,22.72373914718628
16,600,5448.0,5448.0,4368.787109375,114.0,97.95037756202804,0.8126713037490845,0.3208970427513122,0.9078149795532228,24.37645125389099
16,650,5448.0,5448.0,4596.52783203125,114.0,97.95037756202804,0.8370890021324158,0.2912109196186065,0.9213425517082214,25.953237056732178
16,700,5448.0,5448.0,4780.98828125,114.0,97.95037756202804,0.8571228384971619,0.2605682015419006,0.93172687292099,27.717735052108765
16,750,5448.0,5448.0,4931.67919921875,114.0,97.95037756202804,0.8738685846328735,0.2289803624153137,0.939952552318573,29.809409141540527
16,800,5448.0,5448.0,5054.2705078125,114.0,97.95037756202804,0.88797527551651,0.1963834911584854,0.9466132521629332,31.434413194656372
16,850,5448.0,5448.0,5152.35986328125,114.0,97.95037756202804,0.8999004364013672,0.162616953253746,0.9520925283432008,33.208807945251465
16,900,5448.0,5448.0,5228.2939453125,114.0,97.95037756202804,0.9102030992507936,0.1273083239793777,0.956649899482727,35.062541246414185
16,950,5448.0,5448.0,5283.72021484375,114.0,97.95037756202804,0.9205818176269532,0.0889340192079544,0.9604637622833252,36.88754415512085
16,1000,5448.0,5448.0,5319.8076171875,114.0,97.95037756202804,0.9412245154380798,0.0304986517876386,0.9636809825897216,38.92585015296936
17,1,150.0,150.0,40.0,6214.0,2.3570081709616595,6.971832044655457e-05,0.0100992284715175,0.0100994808599352,0.0549759864807128
17,50,222.0,222.0,40.0,6142.0,3.488372093023256,3.7202007661107928e-06,0.0167990587651729,0.0167990587651729,2.21146011352539
17,100,222.0,-214.0,40.0,6142.0,3.488372093023256,6.125301297288388e-07,0.0310854502022266,0.0310854502022266,4.435568332672119
17,150,222.0,-1194.0,40.0,6142.0,3.488372093023256,3.5574325011111796e-05,0.0646008998155593,0.0646009147167205,6.818248271942139
17,200,222.0,-1500.0,40.0,6142.0,3.488372093023256,9.536292782286182e-05,0.144572839140892,0.1445728838443756,8.678583145141602
17,250,222.0,-2836.0,39.99980926513672,6142.0,3.488372093023256,0.000209987105336,0.2991245090961456,0.2991246283054352,10.87050437927246
17,300,746.0,746.0,40.01173782348633,5618.0,11.722187303582652,0.0006193853914737,0.4751949310302734,0.475196897983551,13.419097185134888
17,350,6216.0,6216.0,1288.803955078125,148.0,97.67441860465117,0.3928753137588501,0.4497984051704407,0.6158839464187622,15.749885320663452
17,400,6228.0,6228.0,2683.930908203125,136.0,97.8629792583281,0.5773892998695374,0.4258624911308288,0.7440829277038574,17.65463137626648
17,450,6228.0,6228.0,3635.92919921875,136.0,97.8629792583281,0.6792629361152649,0.4025162756443023,0.8194072246551514,19.605059146881104
17,500,6228.0,6228.0,4251.62060546875,136.0,97.8629792583281,0.7400081753730774,0.3770244121551513,0.8623005747795105,22.003029108047485
17,550,6228.0,6228.0,4683.3896484375,136.0,97.8629792583281,0.7812092304229736,0.3497583568096161,0.8891551494598389,24.22378420829773
17,600,6228.0,6228.0,5009.18017578125,136.0,97.8629792583281,0.811974287033081,0.3211797475814819,0.907578706741333,26.4618501663208
17,650,6228.0,6228.0,5266.7822265625,136.0,97.8629792583281,0.8363601565361023,0.2915442883968353,0.921090304851532,28.803985357284542
17,700,6228.0,6228.0,5475.443359375,136.0,97.8629792583281,0.8563780188560486,0.2609580159187317,0.9314627647399902,31.08677911758423
17,750,6228.0,6228.0,5645.81982421875,136.0,97.8629792583281,0.8731260299682617,0.2294287681579589,0.9396803379058838,33.254770278930664
17,800,6228.0,6228.0,5784.322265625,136.0,97.8629792583281,0.8872488141059875,0.1968885958194732,0.9463370442390442,35.25541019439697
17,850,6228.0,6228.0,5895.0048828125,136.0,97.8629792583281,0.8992007374763489,0.1631712466478347,0.9518168568611144,37.09638023376465
17,900,6228.0,6228.0,5980.54736328125,136.0,97.8629792583281,0.9095466136932372,0.1278906017541885,0.9563782811164856,38.91642904281616
17,950,6228.0,6228.0,6042.8349609375,136.0,97.8629792583281,0.9200145602226256,0.0894837751984596,0.960199236869812,40.81572127342224
17,1000,6228.0,6228.0,6083.2763671875,136.0,97.8629792583281,0.940666437149048,0.0306655410677194,0.9634250402450562,42.9310462474823
18,1,79.0,79.0,-37.0,6900.0,1.1289502644459775,6.97182294970844e-05,0.0100992294028401,0.0100994808599352,0.0656889677047729
18,50,152.0,152.0,-37.0,6827.0,2.174903912486449,3.7197860365267843e-06,0.0167990587651729,0.0167990587651729,2.8126044273376465
18,100,152.0,-319.0,-37.0,6827.0,2.174903912486449,6.127859251137124e-07,0.0310854483395814,0.0310854483395814,4.935123562812805
18,150,152.0,-1398.0,-37.0,6827.0,2.174903912486449,3.5544479032978415e-05,0.0646008923649787,0.0646008998155593,7.401252031326294
18,200,152.0,-1809.0,-37.0,6827.0,2.174903912486449,9.536585275782272e-05,0.1445728242397308,0.1445728689432144,11.00497853755951
18,250,152.0,-3312.0,-37.00020790100098,6827.0,2.174903912486449,0.000209943158552,0.2991245090961456,0.2991245985031128,14.445361495018005
18,300,402.0,292.0,-36.99021339416504,6577.0,5.772026214644722,0.0005633432010654,0.47519542276859283,0.475196897983551,17.725926518440247
18,350,6826.0,6826.0,1353.0267944335938,153.0,97.80796869353833,0.3929828405380249,0.4492544829845428,0.6155792474746704,20.938577890396118
18,400,6833.0,6833.0,2903.9056396484375,146.0,97.90809270391907,0.5777521431446075,0.42549997568130493,0.7440929114818573,23.779460072517395
18,450,6833.0,6833.0,3969.3160400390625,146.0,97.90809270391907,0.679812103509903,0.40208718180656433,0.8196031153202057,26.374526977539062
18,500,6833.0,6833.0,4653.245361328125,146.0,97.90809270391907,0.7406000792980194,0.3765416294336319,0.8625639975070953,28.6733900308609
18,550,6833.0,6833.0,5130.289306640625,146.0,97.90809270391907,0.7817780375480652,0.3492368012666702,0.8894389867782593,30.857681035995483
18,600,6833.0,6833.0,5489.494140625,146.0,97.90809270391907,0.8124913275241852,0.32063594460487366,0.907860517501831,33.23231542110443
18,650,6833.0,6833.0,5773.14453125,146.0,97.90809270391907,0.8368107080459595,0.29099041223525995,0.9213568270206451,36.249184012413025
18,700,6833.0,6833.0,6002.7666015625,146.0,97.90809270391907,0.8567492961883545,0.26040662825107574,0.931707501411438,39.21932244300842
18,750,6833.0,6833.0,6190.26171875,146.0,97.90809270391907,0.8734029233455658,0.22889926284551615,0.9398990869522094,41.79589545726776
18,800,6833.0,6833.0,6342.7529296875,146.0,97.90809270391907,0.8874278664588928,0.1964027658104896,0.9465268552303314,44.673064947128296
18,850,6833.0,6833.0,6464.7421875,146.0,97.90809270391907,0.8992822468280792,0.16275685280561442,0.9519762396812439,47.16956043243408
18,900,6833.0,6833.0,6559.17529296875,146.0,97.90809270391907,0.9095311164855957,0.12757989019155502,0.956507682800293,49.30257594585419
18,950,6833.0,6833.0,6628.126953125,146.0,97.90809270391907,0.9198578894138336,0.08933632448315615,0.9603008031845092,51.44990301132202
18,1000,6833.0,6833.0,6673.04150390625,146.0,97.90809270391907,0.9403056502342224,0.031206429004669148,0.9635020792484283,53.89901292324066
19,1,5083.0,5083.0,4999.5,4508.0,52.99760191846523,6.971718539716676e-05,0.0100992294028401,0.0100994808599352,0.0360448360443115
19,50,5166.0,5166.0,4999.5,4425.0,53.86299655927432,3.72422664440819e-06,0.0167990587651729,0.0167990587651729,2.1011500358581543
19,100,5166.0,4908.0,4999.5,4425.0,53.86299655927432,6.4128130361496e-07,0.0310854483395814,0.0310854483395814,4.114305734634399
19,150,5166.0,4023.0,4999.5,4425.0,53.86299655927432,2.6683204850996844e-05,0.0646008923649787,0.0646008998155593,5.818097829818726
19,200,5166.0,4060.0,4999.5,4425.0,53.86299655927432,8.5931082139723e-05,0.144572839140892,0.1445728689432144,7.630039930343628
19,250,5166.0,2991.0,4999.5,4425.0,53.86299655927432,0.0001951727317646,0.299124538898468,0.2991246283054352,9.362590074539185
19,300,5166.0,3643.0,4999.501953125,4425.0,53.86299655927432,0.0002823238901328,0.4751967191696167,0.4751969575881958,10.98987603187561
19,350,9077.0,9077.0,5467.6630859375,514.0,94.64080909185697,0.1952523589134216,0.5354765057563782,0.5952989459037781,12.975378036499023
19,400,9126.0,9126.0,6151.861328125,465.0,95.151704723178,0.3290790319442749,0.5424076914787292,0.6809936165809631,14.567128896713257
19,450,9168.0,9168.0,6747.12890625,423.0,95.5896152643103,0.422290027141571,0.5312337875366211,0.7382005453109741,16.220423936843872
19,500,9232.0,9232.0,7217.3994140625,359.0,96.25690751746428,0.4914608895778656,0.5116639733314514,0.7771242260932922,17.909693002700806
19,550,9295.0,9295.0,7601.49609375,296.0,96.91377332916277,0.5461016297340393,0.4872564375400543,0.805691659450531,19.577227115631104
