partition,graph,N,M,best_known_cut,qefem_best_cut,gap,accuracy_percent,best_step,best_replica,replicas,steps,optimizer,lr,runtime_sec
12,G58,5000,29570,19293.0,19084.0,209.0,98.91670554086974,750,94,128,1000,Adam,0.01,21.10778784751892
12,G59,5000,29570,6086.0,5856.0,230.0,96.22083470259612,700,126,128,1000,Adam,0.01,20.48904013633728
