partition,graph,N,M,best_known_cut,qefem_best_cut,gap,accuracy_percent,best_step,best_replica,replicas,steps,optimizer,lr,runtime_sec
19,G70,10000,9999,9591.0,9419.0,172.0,98.20665206964863,950,126,128,1000,Adam,0.01,19.783353090286255
