partition,graph,N,M,best_known_cut,qefem_best_cut,gap,accuracy_percent,best_step,best_replica,replicas,steps,optimizer,lr,runtime_sec
12,G58,5000,29570,19293.0,19061.0,232.0,98.79749131809464,800,56,128,1000,Adam,0.01,18.577525854110718
12,G59,5000,29570,6086.0,5854.0,232.0,96.18797239566217,700,122,128,1000,Adam,0.01,19.772762060165405
