partition,graph,N,M,best_known_cut,qefem_best_cut,gap,accuracy_percent,best_step,best_replica,replicas,steps,optimizer,lr,runtime_sec
10,G55,5000,12498,10299.0,10195.0,104.0,98.99019322264297,800,43,128,1000,Adam,0.01,13.877591133117676
10,G56,5000,12498,4017.0,3915.0,102.0,97.46079163554892,750,99,128,1000,Adam,0.01,15.026528120040894
