partition,step,mean_best_cut,mean_hard_cut,mean_expected_cut,mean_gap,mean_accuracy_percent,mean_rz_abs,mean_rx_abs,mean_R,mean_elapsed_sec
10,1,3206.0,3206.0,3111.0,3952.0,31.782170169439365,6.973512790864334e-05,0.0100992256775498,0.0100994780659675,0.0830445289611816
10,50,3255.5,3255.5,3111.0,3902.5,32.54371296008857,3.7147350440136506e-06,0.0167990531772375,0.0167990531772375,0.6561400890350342
10,100,3255.5,3001.5,3111.0,3902.5,32.54371296008857,6.111979757861263e-07,0.031085442751646,0.031085442751646,1.2439569234848022
10,150,3255.5,1941.5,3111.0,3902.5,32.54371296008857,4.432159221323673e-05,0.0646008662879467,0.0646008923649787,1.8401470184326172
10,200,3255.5,2248.0,3111.0,3902.5,32.54371296008857,0.0001252036054210898,0.1445727571845054,0.1445728465914726,2.5073330402374268
10,250,3255.5,1056.0,3110.9999408721924,3902.5,32.54371296008857,0.0002028782619163,0.2991244345903396,0.2991245239973068,3.125548005104065
10,300,6891.0,6891.0,3400.867874145508,267.0,95.39556651200067,0.20308025926351544,0.41652514040470123,0.4789092689752579,3.7044591903686523
10,350,7002.5,7002.5,4432.49267578125,155.5,97.29056766534248,0.46419414877891535,0.4114958643913269,0.6582072079181671,4.3038084506988525
10,400,7028.5,7028.5,5224.7855224609375,129.5,97.75560262708133,0.6065001487731934,0.40460285544395447,0.7707619071006775,4.91137170791626
10,450,7047.0,7047.0,5685.7369384765625,111.0,98.01874657233411,0.6852219998836517,0.38877287507057184,0.8297610878944397,5.5280455350875854
10,500,7050.5,7050.5,5979.619140625,107.5,98.09828401156432,0.736176997423172,0.3678272217512131,0.8641809225082397,6.167117595672607
10,550,7053.5,7053.5,6191.910888671875,104.5,98.1425975723188,0.7739773094654083,0.34374591708183283,0.8870843350887299,6.750253081321716
10,600,7055.0,7055.0,6358.37255859375,103.0,98.17234661224606,0.8045614361763,0.3173976689577102,0.9039283990859986,7.336682677268982
10,650,7055.5,7055.5,6494.3076171875,102.5,98.17720145252181,0.8307304978370667,0.2890940606594085,0.9172013998031616,7.9297261238098145
10,700,7055.5,7055.5,6608.1875,102.5,98.17720145252181,0.8535371720790863,0.2589024305343628,0.9281564950942993,8.515562415122986
10,750,7056.0,7056.0,6704.348876953125,102.0,98.18205629279757,0.873267263174057,0.2269449383020401,0.9374515414237976,9.092190623283386
10,800,7056.0,7056.0,6784.727783203125,102.0,98.18205629279757,0.8902691006660461,0.19319203495979304,0.9454077780246735,9.72909665107727
10,850,7056.5,7056.5,6850.64208984375,101.5,98.18691113307332,0.9046288728713989,0.15759056806564326,0.9521775245666504,10.312120914459229
10,900,7056.5,7056.5,6902.42578125,101.5,98.18691113307332,0.9164392352104188,0.12009716778993601,0.9578568637371062,10.918583631515503
10,950,7056.5,7056.5,6940.1595458984375,101.5,98.18691113307332,0.9264352321624756,0.08039289340376851,0.9625470042228699,11.503201484680176
10,1000,7056.5,7056.5,6964.33056640625,101.5,98.18691113307332,0.9455897212028503,0.0306701892986893,0.9663766026496888,12.090896010398865
11,1,74.0,74.0,-19.0,3420.0,2.117916428162564,6.973002746235579e-05,0.0100992256775498,0.0100994780659675,0.0666530132293701
11,50,132.0,132.0,-19.0,3362.0,3.777904979965655,3.7188365240581338e-06,0.0167990531772375,0.0167990531772375,0.6021251678466797
11,100,132.0,-130.0,-19.0,3362.0,3.777904979965655,6.127319238657947e-07,0.031085442751646,0.031085442751646,1.1140942573547363
11,150,132.0,-644.0,-19.0,3362.0,3.777904979965655,3.55821248376742e-05,0.064600870013237,0.0646008923649787,1.6482760906219482
11,200,132.0,-856.0,-19.0,3362.0,3.777904979965655,9.529312228551134e-05,0.1445727944374084,0.1445728540420532,2.1711370944976807
11,250,132.0,-1618.0,-19.000083923339844,3362.0,3.777904979965655,0.0002100927231367,0.2991244494915008,0.2991245687007904,2.6964712142944336
11,300,276.0,276.0,-18.993736267089844,3218.0,7.899255867200916,0.0005534318624995,0.4751953482627868,0.4751968681812286,3.2222862243652344
11,350,3418.0,3418.0,678.7030639648438,76.0,97.82484258729252,0.3935480415821075,0.4489032626152038,0.6156895160675049,3.744409322738647
11,400,3424.0,3424.0,1455.283935546875,70.0,97.9965655409273,0.5784346461296082,0.4250322580337524,0.7443872690200806,4.277259111404419
11,450,3424.0,3424.0,1987.119873046875,70.0,97.9965655409273,0.6804297566413879,0.4015846848487854,0.8199302554130554,4.820248126983643
11,500,3428.0,3428.0,2328.260009765625,66.0,98.11104751001716,0.7410972714424133,0.3760347366333008,0.8628728985786438,5.403940200805664
11,550,3428.0,3428.0,2567.85400390625,66.0,98.11104751001716,0.7821768522262573,0.3487253189086914,0.8897231221199036,5.958363056182861
11,600,3428.0,3428.0,2749.55126953125,66.0,98.11104751001716,0.8127932548522949,0.3201274871826172,0.9081196188926696,6.50123405456543
11,650,3428.0,3428.0,2893.040771484375,66.0,98.11104751001716,0.8369966745376587,0.2904907763004303,0.9215888381004332,7.050748109817505
11,700,3428.0,3428.0,3009.2236328125,66.0,98.11104751001716,0.8568011522293091,0.2599261999130249,0.9319090843200684,7.554484128952026
11,750,3428.0,3428.0,3104.08349609375,66.0,98.11104751001716,0.8733089566230774,0.2284531742334365,0.9400659799575806,8.193403959274292
11,800,3428.0,3428.0,3181.177490234375,66.0,98.11104751001716,0.8871809244155884,0.1960156261920929,0.9466550350189208,8.808308124542236
11,850,3428.0,3428.0,3242.767822265625,66.0,98.11104751001716,0.8988792896270752,0.1624644249677658,0.952062487602234,9.420156955718994
11,900,3428.0,3428.0,3290.335693359375,66.0,98.11104751001716,0.908962070941925,0.1274392902851104,0.956550657749176,10.05430006980896
11,950,3428.0,3428.0,3324.93115234375,66.0,98.11104751001716,0.9190634489059448,0.0894777923822403,0.9603009819984436,10.649412870407104
11,1000,3428.0,3428.0,3347.349853515625,66.0,98.11104751001716,0.9396358132362366,0.0322570316493511,0.9634611010551452,11.1961932182312
12,1,7527.5,7527.5,7416.5,5162.0,39.80972063393985,6.97380346537102e-05,0.0100992256775498,0.0100994780659675,0.055841326713562005
12,50,7663.5,7663.5,7416.5,5026.0,41.33573814289113,3.6826767200182076e-06,0.0167990531772375,0.0167990531772375,0.9680824279785156
12,100,7663.5,7487.0,7416.5,5026.0,41.33573814289113,5.930231452566659e-07,0.031085442751646,0.031085442751646,1.8990012407302856
12,150,7663.5,5294.5,7416.5,5026.0,41.33573814289113,3.857589035760611e-05,0.064600870013237,0.0646008923649787,2.8564863204956055
12,200,10223.5,10223.5,7417.082223892212,2466.0,75.33472779685988,0.0024965590782812003,0.14447940140962595,0.14457577466964722,3.7822108268737793
12,250,11599.0,11599.0,7572.704010009766,1090.5,90.04535902824048,0.09642155840992925,0.2745608538389206,0.30292312800884247,4.681340336799622
12,300,12198.5,12198.5,8551.008911132812,491.0,95.27856174868012,0.33250659704208374,0.3543226569890976,0.5216497480869293,5.592394471168518
12,350,12360.0,12360.0,9827.5771484375,329.5,96.67242527793928,0.5362928956747055,0.3770888894796371,0.6983473002910614,6.501461982727051
12,400,12417.0,12417.0,10616.328002929688,272.5,97.14783604357514,0.65151247382164,0.3737630993127823,0.7939926087856293,7.436417460441589
12,450,12437.0,12437.0,11071.31494140625,252.5,97.3133641802626,0.7182046175003052,0.3595144748687744,0.8448635041713715,8.455029964447021
12,500,12446.0,12446.0,11368.13916015625,243.5,97.38813303993169,0.7626899182796478,0.34014852344989777,0.8754727840423584,9.424998879432678
12,550,12451.0,12451.0,11582.431640625,238.5,97.43654502809716,0.7962836027145386,0.3177129030227661,0.8962298929691315,10.407470941543579
12,600,12455.0,12455.0,11749.9931640625,234.5,97.47414982599057,0.8234976232051849,0.293163001537323,0.9116109907627106,11.36630630493164
12,650,12456.0,12456.0,11886.9111328125,233.5,97.47933305306773,0.8464232385158539,0.2669604122638702,0.9237075448036194,12.275725841522217
12,700,12456.5,12456.5,11999.86083984375,233.0,97.48754862980121,0.8659673631191254,0.23928379267454145,0.9335755705833435,13.272936940193176
12,750,12456.5,12456.5,12094.067626953125,233.0,97.48754862980121,0.8827549517154694,0.2101289480924606,0.9418067038059235,14.202521204948424
12,800,12457.5,12457.5,12172.898681640625,232.0,97.49273185687841,0.897132009267807,0.1795032992959022,0.9487488865852356,15.179011344909668
12,850,12457.5,12457.5,12236.70263671875,232.0,97.49273185687841,0.9092991948127747,0.1473445519804954,0.9545916318893433,16.175305247306824
12,900,12457.5,12457.5,12286.8681640625,232.0,97.49273185687841,0.91951584815979,0.11354306712746615,0.9594776034355164,17.156394839286804
12,950,12457.5,12457.5,12324.06396484375,232.0,97.49273185687841,0.9290253221988678,0.07746760547161094,0.9635328352451324,18.169220447540283
12,1000,12457.5,12457.5,12349.00048828125,232.0,97.49273185687841,0.9513429999351501,0.027051699347794,0.966898500919342,19.161863923072815
13,1,4492.0,4492.0,4377.5,5500.0,33.21683114435103,6.973576819291338e-05,0.0100992256775498,0.0100994780659675,0.051088929176330546
13,50,4546.5,4546.5,4377.5,5445.5,33.91731569539515,3.7132425632080412e-06,0.0167990550398826,0.0167990550398826,0.9376124143600465
13,100,4546.5,4187.0,4377.5,5445.5,33.91731569539515,6.114441930549219e-07,0.031085442751646,0.031085442751646,1.7769874334335327
13,150,4546.5,2741.0,4377.5,5445.5,33.91731569539515,4.162817094766069e-05,0.064600870013237,0.0646008923649787,2.628193497657776
13,200,4546.5,3465.0,4377.5,5445.5,33.91731569539515,0.00011863121835628684,0.1445727795362472,0.1445728465914726,3.4548364877700806
13,250,4546.5,1588.5,4377.49991607666,5445.5,33.91731569539515,0.00020894120098085,0.299124464392662,0.299124538898468,4.280683875083923
13,300,9603.5,9603.5,4742.380920410156,388.5,95.30239738361114,0.19305235147476196,0.4220181852579117,0.47824983298778534,5.168213963508606
13,350,9780.5,9780.5,6173.19189453125,211.5,97.43266892403946,0.4591624587774277,0.41404397785663605,0.6559786796569824,6.079675912857056
13,400,9822.5,9822.5,7272.078369140625,169.5,97.91748749854804,0.6028876900672913,0.4069156050682068,0.7689323425292969,6.932568907737732
13,450,9832.0,9832.0,7920.708984375,160.0,98.04057336724257,0.6826505064964294,0.3908817023038864,0.8284261524677277,7.7854660749435425
13,500,9841.5,9841.5,8335.1337890625,150.5,98.1636592359371,0.7343187928199768,0.3697386682033539,0.8631833791732788,8.666644096374512
13,550,9845.0,9845.0,8633.78369140625,147.0,98.20873810681488,0.7726711332798004,0.3454441428184509,0.8863316476345062,9.655783534049988
13,600,9846.5,9846.5,8867.187744140625,145.5,98.22951548981507,0.8036588132381439,0.318904846906662,0.9033625721931458,10.672729969024658
13,650,9846.5,9846.5,9058.28173828125,145.5,98.22951548981507,0.8301278054714203,0.29040728509426117,0.9167789816856384,11.68369436264038
13,700,9846.5,9846.5,9218.5029296875,145.5,98.22951548981507,0.8531474769115448,0.26003530621528625,0.927850753068924,12.649212837219238
13,750,9847.5,9847.5,9353.83544921875,144.5,98.2365636995698,0.8731343448162079,0.2278735116124153,0.9372394680976868,13.609644055366516
13,800,9847.5,9847.5,9467.08447265625,144.5,98.2365636995698,0.8903197348117828,0.1939158737659454,0.9452709555625916,14.54435396194458
13,850,9848.0,9848.0,9559.9462890625,144.0,98.24519033863122,0.904844343662262,0.1580916941165924,0.9521039128303528,15.457557082176208
13,900,9848.0,9848.0,9632.7109375,144.0,98.24519033863122,0.9167846739292145,0.12035751342773435,0.9578335583209991,16.357228994369507
13,950,9848.0,9848.0,9685.78955078125,144.0,98.24519033863122,0.9268918037414552,0.0803573168814182,0.9625637233257294,17.27820348739624
13,1000,9848.0,9848.0,9719.7470703125,144.0,98.24519033863122,0.9458936154842377,0.0302240783348679,0.9664263725280762,18.13923192024231
14,1,66.0,66.0,-40.0,4804.0,1.3552361396303902,6.97375216986984e-05,0.0100992256775498,0.0100994780659675,0.0167241096496582
14,50,96.0,96.0,-40.0,4774.0,1.9712525667351128,3.7191207411524374e-06,0.0167990550398826,0.0167990550398826,1.0397729873657229
14,100,96.0,-240.0,-40.0,4774.0,1.9712525667351128,6.123732987362018e-07,0.031085442751646,0.031085442751646,1.948484182357788
14,150,96.0,-986.0,-40.0,4774.0,1.9712525667351128,3.553578790160827e-05,0.0646008849143982,0.0646008923649787,2.772722005844116
14,200,96.0,-1214.0,-40.0,4774.0,1.9712525667351128,9.53285489231348e-05,0.1445728093385696,0.1445728540420532,3.566556215286255
14,250,96.0,-2292.0,-40.00013732910156,4774.0,1.9712525667351128,0.0002092010545311,0.2991244792938232,0.2991245687007904,4.381293058395386
14,300,164.0,164.0,-39.978050231933594,4706.0,3.3675564681724848,0.0005922053824178,0.4751949310302734,0.475196897983551,5.170456171035767
14,350,4772.0,4772.0,933.556884765625,98.0,97.98767967145793,0.3933871686458587,0.4489944577217102,0.6155228018760681,6.031080961227417
14,400,4790.0,4790.0,2024.8782958984375,80.0,98.35728952772074,0.5783079862594604,0.4251680672168731,0.7441874742507935,6.828920125961304
14,450,4790.0,4790.0,2775.4814453125,80.0,98.35728952772074,0.6804957985877991,0.4016397893428802,0.8198607563972473,7.628943204879761
14,500,4790.0,4790.0,3257.1845703125,80.0,98.35728952772074,0.7413212060928345,0.3759974241256714,0.8629076480865479,8.490668058395386
14,550,4790.0,4790.0,3593.0986328125,80.0,98.35728952772074,0.782508909702301,0.3486076593399048,0.8898259401321411,9.454971313476562
14,600,4790.0,4790.0,3846.02880859375,80.0,98.35728952772074,0.8132128119468689,0.3199282884597778,0.9082700610160828,10.390984058380129
14,650,4790.0,4790.0,4045.7255859375,80.0,98.35728952772074,0.8374980092048645,0.2902106642723083,0.9217758178710938,11.30376410484314
14,700,4790.0,4790.0,4207.3251953125,80.0,98.35728952772074,0.8573773503303528,0.2595644295215606,0.9321251511573792,12.106559038162231
14,750,4790.0,4790.0,4339.19970703125,80.0,98.35728952772074,0.8739495873451233,0.2280069440603256,0.9403058886528016,12.891244173049929
14,800,4790.0,4790.0,4446.3515625,80.0,98.35728952772074,0.8878651261329651,0.1954885125160217,0.9469135403633118,13.687124013900757
14,850,4790.0,4790.0,4531.951171875,80.0,98.35728952772074,0.8995799422264099,0.1618636101484298,0.9523344039916992,14.591962099075316
14,900,4790.0,4790.0,4598.087890625,80.0,98.35728952772074,0.9096403121948242,0.1267852187156677,0.9568305015563964,15.440252304077148
14,950,4790.0,4790.0,4646.2490234375,80.0,98.35728952772074,0.9196538925170898,0.0888249352574348,0.9605832695961,16.331199169158936
14,1000,4790.0,4790.0,4677.53564453125,80.0,98.35728952772074,0.939266324043274,0.0322043225169181,0.9637406468391418,17.236773252487183
15,1,10669.0,10669.0,10496.5,7230.0,41.05785382367257,6.973934796405956e-05,0.0100992261432111,0.0100994780659675,0.02284693717956535
15,50,10819.5,10819.5,10496.5,7079.5,42.12447246599607,3.6849983189313207e-06,0.0167990550398826,0.0167990550398826,1.4811314344406128
15,100,10819.5,10484.5,10496.5,7079.5,42.12447246599607,5.918563772411289e-07,0.031085442751646,0.031085442751646,2.8964649438858032
15,150,10819.5,7840.0,10496.5,7079.5,42.12447246599607,4.2749312342493795e-05,0.064600870013237,0.0646008923649787,4.2860565185546875
15,200,14341.0,14341.0,10497.567291259766,3558.0,74.90613995165126,0.00284217770968095,0.14445163309574124,0.14457753300666804,5.723083138465881
15,250,16393.5,16393.5,10721.717712402344,1505.5,90.29434966106498,0.0975968539714813,0.2740761488676071,0.3030558228492737,7.070670485496521
15,300,17210.5,17210.5,12104.964111328125,688.5,95.25911181827465,0.3339486569166183,0.35372605919837946,0.522132009267807,8.528212904930115
15,350,17452.5,17452.5,13892.890869140625,446.5,96.69108544897765,0.5371939688920975,0.376653790473938,0.6987799108028412,10.096891522407532
15,400,17533.5,17533.5,15005.732421875,365.5,97.22632906518399,0.6515438258647919,0.37384937703609467,0.7941083312034607,11.59607708454132
15,450,17563.5,17563.5,15647.31640625,335.5,97.43773706732952,0.7180000841617584,0.35976187884807587,0.8447368144989014,13.027889609336853
15,500,17575.0,17575.0,16063.04296875,324.0,97.5150406359128,0.7627836167812347,0.3403311967849731,0.8752880096435547,14.320178985595703
15,550,17584.0,17584.0,16364.398193359375,315.0,97.57537103746199,0.7966243028640747,0.3178038150072098,0.8960877358913422,15.655844926834106
15,600,17589.5,17589.5,16599.755126953125,309.5,97.61116600538978,0.8240361213684082,0.29320709407329554,0.91155406832695,17.07325303554535
15,650,17591.5,17591.5,16791.770263671875,307.5,97.63015553743242,0.8471604883670807,0.26691487431526184,0.9237415492534637,18.515323996543884
15,700,17594.0,17594.0,16951.378173828125,305.0,97.65872370107087,0.8669729232788086,0.2390627861022949,0.9337117969989777,19.921963930130005
15,750,17594.5,17594.5,17084.876953125,304.5,97.66057233493045,0.8840335607528687,0.2097128927707672,0.9420502781867982,21.386876106262207
15,800,17596.0,17596.0,17195.8583984375,303.0,97.66611823650918,0.8985730111598969,0.17893997579812998,0.9490658938884735,22.948496460914612
15,850,17597.0,17597.0,17286.27978515625,302.0,97.67754550196454,0.9108844101428986,0.14659782499074936,0.9549791514873505,24.251007080078125
15,900,17597.5,17597.5,17357.096923828125,301.5,97.68325913469224,0.921207845211029,0.1126182600855827,0.9599222838878632,25.664297938346863
15,950,17597.5,17597.5,17409.54345703125,301.5,97.68325913469224,0.9307999610900879,0.07637703791260715,0.9640196263790131,27.091178059577942
15,1000,17597.5,17597.5,17444.626953125,301.5,97.68325913469224,0.9532922804355621,0.0255237696692347,0.967416524887085,28.497567415237427
16,1,64.0,64.0,-41.0,5498.0,1.1506652283351313,6.972508708713576e-05,0.0100992275401949,0.0100994799286127,0.0353178977966308
16,50,108.0,108.0,-41.0,5454.0,1.941747572815534,3.719605729202158e-06,0.0167990569025278,0.0167990569025278,1.1023709774017334
16,100,108.0,-244.0,-41.0,5454.0,1.941747572815534,6.124014362285379e-07,0.0310854464769363,0.0310854464769363,2.0178780555725098
16,150,108.0,-1130.0,-41.0,5454.0,1.941747572815534,3.552068301360123e-05,0.0646008849143982,0.0646008998155593,3.013568878173828
16,200,108.0,-1440.0,-41.0,5454.0,1.941747572815534,9.531740943202748e-05,0.1445728242397308,0.1445728838443756,4.111760854721069
16,250,108.0,-2662.0,-41.00017547607422,5454.0,1.941747572815534,0.0002099530538544,0.299124538898468,0.2991246283054352,5.139967918395996
16,300,108.0,34.0,-40.996437072753906,5454.0,1.941747572815534,0.0005158020067028,0.4751959443092346,0.4751969277858734,6.211780786514282
16,350,5440.0,5440.0,1065.1075439453125,122.0,97.80654440848616,0.3925848603248596,0.4495623707771301,0.6153496503829956,7.290730953216553
16,400,5450.0,5450.0,2301.7763671875,112.0,97.98633585041352,0.5774799585342407,0.4257726669311523,0.7438485622406006,8.318002939224243
16,450,5450.0,5450.0,3151.69091796875,112.0,97.98633585041352,0.6797045469284058,0.4023535549640655,0.8194495439529419,9.202960729599
16,500,5450.0,5450.0,3697.4736328125,112.0,97.98633585041352,0.740604043006897,0.3768117129802704,0.8624648451805115,10.129399061203005
16,550,5450.0,5450.0,4079.84814453125,112.0,97.98633585041352,0.7818888425827026,0.3494999408721924,0.8893734812736511,11.019181728363035
