partition,graph,step,beta,gamma,loss,free_energy_mean,expected_cut_mean,expected_cut_max,hard_cut_mean,hard_cut_max,best_cut_so_far,best_known_cut,gap,accuracy_percent,R_mean,rx_abs_mean,rz_abs_mean,best_replica_so_far,elapsed_sec
20,G77,1,0.8620690107345581,1.0,-11499.896484375,-11499.896484375,104.0,104.0,2.265625,198.0,198.0,9940.0,9742.0,1.9919517102615694,0.010099473409354687,0.010099221020936966,6.972231494728476e-05,37,0.0401310920715332
20,G77,50,0.9065311551094055,0.9509509801864624,-11027.6416015625,-11027.6416015625,104.0,104.0,111.328125,300.0,300.0,9940.0,9640.0,3.0181086519114686,0.016799045726656914,0.016799045726656914,3.719276037372765e-06,26,1.8763501644134521
20,G77,100,0.9568911194801331,0.9009009003639221,-10625.18359375,-10625.18359375,104.0,104.0,-537.09375,-388.0,300.0,9940.0,9640.0,3.0181086519114686,0.03108542412519455,0.03108542412519455,6.127592655502667e-07,26,3.479663133621216
20,G77,150,1.0131754875183105,0.8508508205413818,-10411.4765625,-10411.4765625,104.0,104.0,-2182.375,-1890.0,300.0,9940.0,9640.0,3.0181086519114686,0.0646008625626564,0.06460084766149521,3.555894363671541e-05,26,5.100387096405029
20,G77,200,1.076494812965393,0.8008008003234863,-10581.45703125,-10581.45703125,104.0,104.0,-2658.421875,-2406.0,300.0,9940.0,9640.0,3.0181086519114686,0.14457279443740845,0.14457274973392487,9.554139251122251e-05,26,6.787029027938843
20,G77,250,1.1482561826705933,0.7507507801055908,-11120.302734375,-11120.302734375,103.9996337890625,103.99969482421875,-4742.953125,-4542.0,300.0,9940.0,9640.0,3.0181086519114686,0.29912450909614563,0.2991243898868561,0.0002099326957250014,26,8.407170057296753
20,G77,300,1.2302684783935547,0.7007007002830505,-11303.2392578125,-11303.2392578125,104.00834655761719,104.03956604003906,24.84375,848.0,848.0,9940.0,9092.0,8.53118712273642,0.47519683837890625,0.47519469261169434,0.0006176016759127378,15,9.985818147659302
20,G77,350,1.324897050857544,0.6506506204605103,-11307.7392578125,-11307.7392578125,2030.150634765625,2046.5823974609375,9670.328125,9712.0,9712.0,9940.0,228.0,97.70623742454728,0.6158263683319092,0.449317067861557,0.39338070154190063,99,11.68770718574524
20,G77,400,1.435295581817627,0.6006006002426147,-11488.3876953125,-11488.3876953125,4186.833984375,4215.2958984375,9686.953125,9722.0,9722.0,9940.0,218.0,97.80684104627767,0.744246780872345,0.4253709614276886,0.5782387852668762,26,13.273412227630615
20,G77,450,1.5657646656036377,0.5505505800247192,-11441.51171875,-11441.51171875,5670.611328125,5701.130859375,9687.640625,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.8197034001350403,0.4019235372543335,0.6803354620933533,26,14.958476066589355
20,G77,500,1.7223249673843384,0.500500500202179,-11243.38671875,-11243.38671875,6626.0556640625,6656.8125,9687.78125,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.8626730442047119,0.3763388395309448,0.741241991519928,26,16.570579290390015
20,G77,550,1.913672685623169,0.45045047998428345,-10994.876953125,-10994.876953125,7294.0771484375,7326.07470703125,9687.84375,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.8895809650421143,0.34898361563682556,0.7825745344161987,26,18.142187118530273
20,G77,600,2.152850866317749,0.40040040016174316,-10740.0751953125,-10740.0751953125,7797.99267578125,7830.90625,9687.890625,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9080458879470825,0.3203182816505432,0.8134586215019226,26,19.74981927871704
20,G77,650,2.460355520248413,0.35035037994384766,-10496.90625,-10496.90625,8196.4296875,8230.087890625,9687.890625,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9215899109840393,0.2905951142311096,0.8379530906677246,26,21.386953353881836
20,G77,700,2.8703441619873047,0.3003003001213074,-10273.146484375,-10273.146484375,8519.328125,8553.548828125,9687.921875,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9319905042648315,0.2599142789840698,0.8580635786056519,26,22.991039991378784
20,G77,750,3.4442949295043945,0.25025027990341187,-10072.3701171875,-10072.3701171875,8783.23046875,8817.87109375,9687.9375,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9402329921722412,0.22828949987888336,0.8748819231987,26,24.59937310218811
20,G77,800,4.305146217346191,0.20020020008087158,-9896.359375,-9896.359375,8998.025390625,9032.970703125,9687.9375,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9469106197357178,0.19565434753894806,0.8890580534934998,26,26.179945945739746
20,G77,850,5.739701271057129,0.15015017986297607,-9746.158203125,-9746.158203125,9169.97265625,9205.125,9687.953125,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9524067044258118,0.1618448942899704,0.9010467529296875,26,27.781768321990967
20,G77,900,8.608070373535156,0.10010010004043579,-9622.5830078125,-9622.5830078125,9303.130859375,9338.416015625,9687.953125,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9569805860519409,0.12648147344589233,0.9114014506340027,26,29.63223123550415
20,G77,950,17.207260131835938,0.05005007982254028,-9526.7138671875,-9526.7138671875,9400.35546875,9435.708984375,9687.953125,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.960810124874115,0.08803465217351913,0.9217771887779236,26,31.231502056121826
20,G77,1000,16666.66796875,0.0,-9463.7216796875,-9463.7216796875,9463.6611328125,9499.017578125,9687.953125,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9640409350395203,0.02995196543633938,0.9419123530387878,26,32.79590702056885
