graph_name,optimizer,grad_type,outer_rep,step,global_step,beta,gamma,free_energy_mean,free_energy_min,free_energy_max,expected_cut_mean,expected_cut_max,expected_cut_min,hard_cut_mean,hard_cut_max,hard_cut_min,best_cut_so_far,best_known_cut,gap_so_far,gap_percent_so_far,accuracy_percent_so_far,best_replica_in_batch,best_replica_so_far,best_outer_rep_so_far,best_step_so_far,entropy_mean,entropy_min,entropy_max,R_mean,R_min,R_max,rx_abs_mean,rz_abs_mean,grad_norm_before_clip,grad_norm_after_clip,rep_elapsed_sec,elapsed_sec
G29,adam,auto,0,0,0,2.0,1.0,-753.0972290039062,-753.0988159179688,-753.0953979492188,40.0,40.0,39.999996185302734,-24.585800170898438,226.0,-305.0,226.0,3405.0,3179.0,93.36270190895742,6.6372980910425845,1075,1075,0,0,1386.1923828125,1386.1923828125,1386.1923828125,0.010099494829773903,0.00995680782943964,0.010151270776987076,0.010099159553647041,8.14693994470872e-05,44.052833557128906,1.0,0.6820013523101807,0.6820023059844971
G29,adam,auto,0,1,1,2.0010008811950684,0.9995002746582031,-752.937744140625,-752.9393920898438,-752.9359130859375,40.0,40.0,40.0,-26.13159942626953,268.0,-283.0,268.0,3405.0,3137.0,92.12922173274596,7.870778267254038,323,323,0,1,1386.1904296875,1386.190185546875,1386.1904296875,0.01019995752722025,0.010055866092443466,0.010252243839204311,0.010199938900768757,1.817474367271643e-05,44.46220397949219,1.0,1.3648741245269775,1.364875078201294
G29,adam,auto,0,2,2,2.002002716064453,0.9990004897117615,-752.7813720703125,-752.7830200195312,-752.779541015625,40.0,40.0,40.0,-30.67729949951172,222.0,-312.0,268.0,3405.0,3137.0,92.12922173274596,7.870778267254038,6538,323,0,1,1386.188232421875,1386.188232421875,1386.188232421875,0.010301411151885986,0.01015590038150549,0.010354211553931236,0.010301303118467331,4.6626424591522664e-05,44.87517547607422,0.9999999403953552,1.9876961708068848,1.9876971244812012
G29,adam,auto,0,3,3,2.0030055046081543,0.9985007643699646,-752.6258544921875,-752.6275634765625,-752.6240234375,40.0,40.0,40.0,-31.767799377441406,216.0,-320.0,268.0,3405.0,3137.0,92.12922173274596,7.870778267254038,2592,323,0,1,1386.1861572265625,1386.18603515625,1386.186279296875,0.010403862223029137,0.010256919078528881,0.010457182303071022,0.010403660126030445,6.395013770088553e-05,45.291908264160156,0.9999998807907104,2.6284801959991455,2.6284821033477783
G29,adam,auto,0,4,4,2.004009485244751,0.998000979423523,-752.47216796875,-752.473876953125,-752.4703369140625,40.0,40.0,40.0,-31.30620002746582,214.0,-281.0,268.0,3405.0,3137.0,92.12922173274596,7.870778267254038,8762,323,0,1,1386.1839599609375,1386.183837890625,1386.18408203125,0.010507321916520596,0.010358933359384537,0.01056116633117199,0.010507209226489067,4.737062408821657e-05,45.71238327026367,1.0,3.2777442932128906,3.277745246887207
G29,adam,auto,0,5,5,2.005014181137085,0.9975012540817261,-752.3206787109375,-752.3223266601562,-752.3187866210938,40.0,40.0,40.0,-36.81930160522461,228.0,-318.0,268.0,3405.0,3137.0,92.12922173274596,7.870778267254038,5424,323,0,1,1386.181640625,1386.181640625,1386.181640625,0.010611798614263535,0.010461950674653053,0.010666172951459885,0.010611784644424915,1.6965152099146508e-05,46.1366081237793,1.0,3.8972973823547363,3.897299289703369
G29,adam,auto,0,6,6,2.0060200691223145,0.9970015287399292,-752.1707763671875,-752.1725463867188,-752.1688842773438,40.0,40.0,40.0,-47.30070114135742,195.0,-324.0,268.0,3405.0,3137.0,92.12922173274596,7.870778267254038,8014,323,0,1,1386.17919921875,1386.17919921875,1386.179443359375,0.010717303492128849,0.010565981268882751,0.010772212408483028,0.010717280209064484,2.1607082089758478e-05,46.564640045166016,1.0,4.52627420425415,4.526275157928467
G29,adam,auto,0,7,7,2.0070269107818604,0.9965017437934875,-752.0225830078125,-752.0242919921875,-752.020751953125,40.0,40.0,40.0,-41.46030044555664,196.0,-318.0,268.0,3405.0,3137.0,92.12922173274596,7.870778267254038,6110,323,0,1,1386.177001953125,1386.177001953125,1386.1771240234375,0.010823845863342285,0.010671035386621952,0.010879294946789742,0.010823756456375122,4.371424074633978e-05,46.996517181396484,1.0,5.164246082305908,5.164247035980225
G29,adam,auto,0,8,8,2.0080349445343018,0.9960020184516907,-751.8760986328125,-751.8779296875,-751.874267578125,40.0,40.0,40.0,-41.79869842529297,190.0,-279.0,268.0,3405.0,3137.0,92.12922173274596,7.870778267254038,5094,323,0,1,1386.175048828125,1386.1748046875,1386.175048828125,0.010931435041129589,0.010777122341096401,0.010987428948283195,0.010931329801678658,4.723856181954034e-05,47.432273864746094,1.0,5.792813062667847,5.792815208435059
G29,adam,auto,0,9,9,2.0090436935424805,0.995502233505249,-751.7318725585938,-751.733642578125,-751.72998046875,40.0,40.0,40.0,-29.82990074157715,233.0,-322.0,268.0,3405.0,3137.0,92.12922173274596,7.870778267254038,5094,323,0,1,1386.17236328125,1386.17236328125,1386.172607421875,0.01104008313268423,0.01088425237685442,0.01109662652015686,0.011040023528039455,3.4942284401040524e-05,47.871917724609375,1.0,6.428958415985107,6.428960084915161
