graph_name,optimizer,grad_type,outer_rep,step,global_step,beta,gamma,free_energy_mean,free_energy_min,free_energy_max,expected_cut_mean,expected_cut_max,expected_cut_min,hard_cut_mean,hard_cut_max,hard_cut_min,best_cut_so_far,best_known_cut,gap_so_far,gap_percent_so_far,accuracy_percent_so_far,best_replica_in_batch,best_replica_so_far,best_outer_rep_so_far,best_step_so_far,entropy_mean,entropy_min,entropy_max,R_mean,R_min,R_max,rx_abs_mean,rz_abs_mean,grad_norm_before_clip,grad_norm_after_clip,rep_elapsed_sec,elapsed_sec
K2000_adam,adam,auto,0,0,0,2.0,1.0,-193.09716796875,-193.09881591796875,-193.09539794921875,-520.0001220703125,-520.0,-520.0000610351562,-6595.6552734375,-3897.0,-9040.0,-3897.0,33337.0,37234.0,111.68971413144554,-11.689714131445541,4499,4499,0,0,1386.1923828125,1386.1923828125,1386.1923828125,0.010099494829773903,0.00995680782943964,0.010151270776987076,0.010099156759679317,8.184964826796204e-05,44.05283737182617,1.0,4.629197120666504,4.629201889038086
K2000_adam,adam,auto,0,1,1,2.0010008811950684,0.9995002746582031,-192.9376678466797,-192.9393310546875,-192.93588256835938,-520.0,-520.0,-520.0,-6471.22021484375,-3822.0,-8845.0,-3822.0,33337.0,37159.0,111.46473887872334,-11.46473887872334,5591,5591,0,1,1386.1904296875,1386.190185546875,1386.1904296875,0.01019995752722025,0.010055866092443466,0.010252243839204311,0.010199938900768757,1.8315011402592063e-05,44.46228790283203,1.0,7.174288034439087,7.174293041229248
K2000_adam,adam,auto,0,2,2,2.002002716064453,0.9990004897117615,-192.78134155273438,-192.78302001953125,-192.779541015625,-520.0,-520.0,-520.0,-7445.35107421875,-4869.0,-9900.0,-3822.0,33337.0,37159.0,111.46473887872334,-11.46473887872334,5591,5591,0,1,1386.188232421875,1386.188232421875,1386.188232421875,0.010301411151885986,0.01015590038150549,0.010354211553931236,0.010301303118467331,4.6586705138906837e-05,44.875179290771484,0.9999999403953552,8.687609910964966,8.68761396408081
K2000_adam,adam,auto,0,3,3,2.0030055046081543,0.9985007643699646,-192.6258544921875,-192.6275634765625,-192.6240234375,-520.0,-520.0,-520.0000610351562,-6828.89599609375,-4324.0,-9160.0,-3822.0,33337.0,37159.0,111.46473887872334,-11.46473887872334,4499,5591,0,1,1386.1861572265625,1386.18603515625,1386.186279296875,0.010403862223029137,0.010256919078528881,0.010457182303071022,0.01040365919470787,6.396634853444993e-05,45.29193878173828,0.9999999403953552,9.861795902252197,9.861800909042358
K2000_adam,adam,auto,0,4,4,2.004009485244751,0.998000979423523,-192.4721221923828,-192.47378540039062,-192.47024536132812,-520.0,-520.0,-520.0,-6097.57763671875,-3355.0,-8618.0,-3355.0,33337.0,36692.0,110.0638929717731,-10.063892971773106,5591,5591,0,4,1386.1839599609375,1386.183837890625,1386.18408203125,0.010507321916520596,0.010358933359384537,0.01056116633117199,0.010507208295166492,4.7608693421352655e-05,45.71243667602539,0.9999999403953552,11.18440294265747,11.184408187866211
K2000_adam,adam,auto,0,5,5,2.005014181137085,0.9975012540817261,-192.32061767578125,-192.32232666015625,-192.31875610351562,-520.0,-520.0,-520.0,-5471.47265625,-2878.0,-7857.0,-2878.0,33337.0,36215.0,108.6330503644599,-8.63305036445991,3685,3685,0,5,1386.181640625,1386.181640625,1386.181640625,0.010611798614263535,0.010461950674653053,0.010666172951459885,0.010611780919134617,1.715707367111463e-05,46.13663864135742,1.0,12.894288063049316,12.894292116165161
K2000_adam,adam,auto,0,6,6,2.0060200691223145,0.9970015287399292,-192.17080688476562,-192.17251586914062,-192.16891479492188,-520.0,-520.0,-520.0,-8024.43994140625,-5441.0,-10526.0,-2878.0,33337.0,36215.0,108.6330503644599,-8.63305036445991,6647,3685,0,5,1386.17919921875,1386.17919921875,1386.179443359375,0.010717303492128849,0.010565981268882751,0.010772212408483028,0.010717280209064484,2.124635284417309e-05,46.56464385986328,1.0,14.520703077316284,14.520708084106445
K2000_adam,adam,auto,0,7,7,2.0070269107818604,0.9965017437934875,-192.0225830078125,-192.0242919921875,-192.020751953125,-520.0,-520.0,-520.0,-7166.19775390625,-4572.0,-9669.0,-2878.0,33337.0,36215.0,108.6330503644599,-8.63305036445991,5591,3685,0,5,1386.177001953125,1386.177001953125,1386.1771240234375,0.016360294073820114,0.010671035386621952,0.010879294946789742,0.010823757387697697,4.3034611735492945e-05,46.99652099609375,0.9999999403953552,15.991246938705444,15.991251945495605
K2000_adam,adam,auto,0,8,8,2.0080349445343018,0.9960020184516907,-191.8761444091797,-191.8779296875,-191.87423706054688,-520.0,-520.0,-520.0,-6340.255859375,-3435.0,-8779.0,-2878.0,33337.0,36215.0,108.6330503644599,-8.63305036445991,5591,3685,0,5,1386.175048828125,1386.1748046875,1386.175048828125,0.010931435041129589,0.010777122341096401,0.010987428948283195,0.010931329801678658,4.692835864261724e-05,47.43229675292969,1.0,17.45411705970764,17.45412302017212
K2000_adam,adam,auto,0,9,9,2.0090436935424805,0.995502233505249,-191.73190307617188,-191.73367309570312,-191.72998046875,-520.0,-520.0,-520.0,-5723.57373046875,-2685.0,-7999.0,-2685.0,33337.0,36022.0,108.05411404745477,-8.05411404745478,5591,5591,0,9,1386.17236328125,1386.17236328125,1386.172607421875,0.01104008313268423,0.01088425237685442,0.01109662652015686,0.011040021665394306,3.5208162444178015e-05,47.8719482421875,1.0,18.926891088485718,18.926895141601562
K2000_adam,adam,auto,0,10,10,2.0100536346435547,0.9950025081634521,-191.58929443359375,-191.591064453125,-191.58737182617188,-520.0,-520.0,-520.0,-4161.99365234375,-1415.0,-6889.0,-1415.0,33337.0,34752.0,104.24453310135885,-4.244533101358851,5591,5591,0,10,1386.169921875,1386.169921875,1386.169921875,0.011149796657264233,0.010992436669766903,0.011206896975636482,0.011149784550070763,1.5050675756356213e-05,48.31550979614258,1.0000001192092896,20.17809796333313,20.178102016448975
K2000_adam,adam,auto,0,11,11,2.0110645294189453,0.9945027232170105,-191.44869995117188,-191.45053100585938,-191.44674682617188,-520.0,-520.0,-520.0,-7839.11376953125,-5397.0,-10190.0,-1415.0,33337.0,34752.0,104.24453310135885,-4.244533101358851,4100,5591,0,10,1386.1673583984375,1386.16748046875,1386.16748046875,0.011260590516030788,0.011101683601737022,0.011318249627947807,0.011260580271482468,1.2662891094805673e-05,48.763031005859375,1.0,21.569514989852905,21.56951904296875
K2000_adam,adam,auto,0,12,12,2.0120766162872314,0.9940029978752136,-191.30992126464844,-191.311767578125,-191.30792236328125,-520.0,-520.0,-520.0,-7122.8505859375,-4365.0,-9781.0,-1415.0,33337.0,34752.0,104.24453310135885,-4.244533101358851,5591,5591,0,10,1386.1650390625,1386.1650390625,1386.1651611328125,0.01137247122824192,0.011212002485990524,0.01143069751560688,0.011372429318726063,2.9928867661510594e-05,49.21457290649414,1.0,23.1516170501709,23.151623249053955
K2000_adam,adam,auto,0,13,13,2.013089418411255,0.9935032725334167,-191.17308044433594,-191.1749267578125,-191.17108154296875,-520.0,-520.0,-520.0,-6459.67041015625,-3637.0,-8793.0,-1415.0,33337.0,34752.0,104.24453310135885,-4.244533101358851,5591,5591,0,10,1386.162353515625,1386.162353515625,1386.162353515625,0.011485451832413673,0.011323406361043453,0.011544249020516872,0.011485389433801174,3.6475856177276e-05,49.670162200927734,1.0000001192092896,24.607213973999023,24.607222080230713
K2000_adam,adam,auto,0,14,14,2.014103412628174,0.9930034875869751,-191.03802490234375,-191.0399169921875,-191.0360107421875,-520.0,-520.0,-520.0,-5901.291015625,-2940.0,-8231.0,-1415.0,33337.0,34752.0,104.24453310135885,-4.244533101358851,5591,5591,0,10,1386.1597900390625,1386.15966796875,1386.159912109375,0.01159953884780407,0.011435904540121555,0.01165891531854868,0.011599493212997913,3.142569039482623e-05,50.12980651855469,1.0,26.40082597732544,26.400831937789917
