run_group,graphs,raw_wins,raw_ties,raw_losses,raw_mean_delta,raw_gap_zero_count,polished_wins,polished_ties,polished_losses,polished_mean_delta,polished_gap_zero_count
small_1_3,21,10,6,5,0.9523809523809523,1,10,6,5,0.9523809523809523,1
