method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec,replicas
qefem,0,3371835386,-67550.0,33255.0,82.0,,,False,18,43.58964791701874,512
qefem,1,3700479728,-67546.0,33253.0,84.0,,,False,304,54.38191483300761,512
qefem,2,1934420243,-67550.0,33255.0,82.0,,,False,316,51.07140429201536,512
qefem,3,716463040,-67550.0,33255.0,82.0,,,False,465,53.042823750001844,512
qefem,4,424211264,-67550.0,33255.0,82.0,,,False,11,50.6231375419884,512
