method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec
qefem,0,3289218920,-24.832099671786473,,0.18708018614370658,0.0074774707726643925,False,,3883,71.04411870799959
lqa,0,3289218920,-24.444051742992357,,0.5751281149378222,0.02298748872679483,False,,0,0.10349679199862294
qefem,1,3345798870,-24.838459360751294,,0.1807204971788856,0.007223278229146417,False,,5835,73.96373404201586
lqa,1,3345798870,-24.41546810391954,,0.6037117540106394,0.024129957793931622,False,,0,0.10518070799298584
qefem,2,92671970,-24.84456354920963,,0.17461630872054812,0.006979297871157077,False,,819,71.40365420799935
lqa,2,92671970,-24.323788388102315,,0.6953914698278645,0.027794335137146808,False,,0,0.1035166250076145
qefem,3,1497625350,-24.850433300320095,,0.16874655761008484,0.006744687818237905,False,,7103,71.5641265840095
lqa,3,1497625350,-24.51381636044075,,0.5053634974894301,0.020199043308338025,False,,0,0.10444091699901037
qefem,4,773775888,-24.835036693200188,,0.18414316472999204,0.007360079977666625,False,,7768,76.52392829200835
lqa,4,773775888,-24.436839256179244,,0.5823406017509356,0.023275767033840423,False,,0,0.10733479200280271
