step,discrete_energy,gap,entropy
0,74.0,2122.0,
1,74.0,2122.0,
2,74.0,2122.0,
3,26.0,2074.0,
4,44.0,2092.0,
5,-76.0,1972.0,
6,24.0,2072.0,
7,14.0,2062.0,
8,-82.0,1966.0,
9,54.0,2102.0,
10,14.0,2062.0,
11,124.0,2172.0,
12,116.0,2164.0,
13,106.0,2154.0,
14,160.0,2208.0,
15,198.0,2246.0,
16,58.0,2106.0,
17,156.0,2204.0,
18,144.0,2192.0,
19,10.0,2058.0,
20,58.0,2106.0,
21,102.0,2150.0,
22,-14.0,2034.0,
23,-24.0,2024.0,
24,0.0,2048.0,
25,58.0,2106.0,
26,-38.0,2010.0,
27,-130.0,1918.0,
28,-20.0,2028.0,
29,-140.0,1908.0,
30,-130.0,1918.0,
31,-130.0,1918.0,
32,-176.0,1872.0,
33,-190.0,1858.0,
34,-260.0,1788.0,
35,-278.0,1770.0,
36,-258.0,1790.0,
37,-268.0,1780.0,
38,-462.0,1586.0,
39,-332.0,1716.0,
40,-288.0,1760.0,
41,-478.0,1570.0,
42,-382.0,1666.0,
43,-312.0,1736.0,
44,-446.0,1602.0,
45,-392.0,1656.0,
46,-434.0,1614.0,
47,-424.0,1624.0,
48,-548.0,1500.0,
49,-424.0,1624.0,
50,-378.0,1670.0,
51,-434.0,1614.0,
52,-458.0,1590.0,
53,-428.0,1620.0,
54,-406.0,1642.0,
55,-620.0,1428.0,
56,-440.0,1608.0,
57,-408.0,1640.0,
58,-452.0,1596.0,
59,-532.0,1516.0,
60,-470.0,1578.0,
61,-438.0,1610.0,
62,-508.0,1540.0,
63,-432.0,1616.0,
64,-480.0,1568.0,
65,-516.0,1532.0,
66,-488.0,1560.0,
67,-394.0,1654.0,
68,-506.0,1542.0,
69,-520.0,1528.0,
70,-594.0,1454.0,
71,-650.0,1398.0,
72,-648.0,1400.0,
73,-586.0,1462.0,
74,-468.0,1580.0,
75,-474.0,1574.0,
76,-520.0,1528.0,
77,-604.0,1444.0,
78,-628.0,1420.0,
79,-516.0,1532.0,
80,-592.0,1456.0,
81,-704.0,1344.0,
82,-714.0,1334.0,
83,-878.0,1170.0,
84,-774.0,1274.0,
85,-812.0,1236.0,
86,-906.0,1142.0,
87,-1028.0,1020.0,
88,-1086.0,962.0,
89,-1264.0,784.0,
90,-1310.0,738.0,
91,-1474.0,574.0,
92,-1560.0,488.0,
93,-1640.0,408.0,
94,-1698.0,350.0,
95,-1738.0,310.0,
96,-1776.0,272.0,
97,-1750.0,298.0,
98,-1782.0,266.0,
99,-1794.0,254.0,
100,-1828.0,220.0,
101,-1838.0,210.0,
102,-1858.0,190.0,
103,-1890.0,158.0,
104,-1902.0,146.0,
105,-1914.0,134.0,
106,-1912.0,136.0,
107,-1922.0,126.0,
108,-1934.0,114.0,
109,-1946.0,102.0,
110,-1966.0,82.0,
111,-1968.0,80.0,
112,-1974.0,74.0,
113,-1976.0,72.0,
114,-1972.0,76.0,
115,-1972.0,76.0,
116,-1978.0,70.0,
117,-1982.0,66.0,
118,-1974.0,74.0,
119,-1980.0,68.0,
120,-1980.0,68.0,
121,-1988.0,60.0,
122,-1986.0,62.0,
123,-1986.0,62.0,
124,-1986.0,62.0,
125,-1986.0,62.0,
126,-1988.0,60.0,
127,-1986.0,62.0,
128,-1988.0,60.0,
129,-1988.0,60.0,
130,-1988.0,60.0,
131,-1992.0,56.0,
132,-1992.0,56.0,
133,-1992.0,56.0,
134,-1992.0,56.0,
135,-1992.0,56.0,
136,-1992.0,56.0,
137,-1990.0,58.0,
138,-1992.0,56.0,
139,-1992.0,56.0,
140,-1992.0,56.0,
141,-1992.0,56.0,
142,-1996.0,52.0,
143,-1996.0,52.0,
144,-1996.0,52.0,
145,-1996.0,52.0,
146,-1996.0,52.0,
147,-1996.0,52.0,
148,-1996.0,52.0,
149,-1996.0,52.0,
150,-1998.0,50.0,
151,-1998.0,50.0,
152,-1998.0,50.0,
153,-2000.0,48.0,
154,-2000.0,48.0,
155,-2000.0,48.0,
156,-2000.0,48.0,
157,-2000.0,48.0,
158,-2002.0,46.0,
159,-2002.0,46.0,
160,-2002.0,46.0,
161,-2002.0,46.0,
162,-2002.0,46.0,
163,-2002.0,46.0,
164,-2002.0,46.0,
165,-2002.0,46.0,
166,-2002.0,46.0,
167,-2002.0,46.0,
168,-2002.0,46.0,
169,-2004.0,44.0,
170,-2004.0,44.0,
171,-2006.0,42.0,
172,-2008.0,40.0,
173,-2008.0,40.0,
174,-2008.0,40.0,
175,-2008.0,40.0,
176,-2008.0,40.0,
177,-2008.0,40.0,
178,-2008.0,40.0,
179,-2008.0,40.0,
180,-2008.0,40.0,
181,-2008.0,40.0,
182,-2008.0,40.0,
183,-2008.0,40.0,
184,-2008.0,40.0,
185,-2008.0,40.0,
186,-2008.0,40.0,
187,-2008.0,40.0,
188,-2008.0,40.0,
189,-2008.0,40.0,
190,-2008.0,40.0,
191,-2008.0,40.0,
192,-2008.0,40.0,
193,-2008.0,40.0,
194,-2008.0,40.0,
195,-2008.0,40.0,
196,-2008.0,40.0,
197,-2008.0,40.0,
198,-2008.0,40.0,
199,-2008.0,40.0,
200,-2008.0,40.0,
201,-2008.0,40.0,
202,-2008.0,40.0,
203,-2008.0,40.0,
204,-2008.0,40.0,
205,-2008.0,40.0,
206,-2008.0,40.0,
207,-2008.0,40.0,
208,-2008.0,40.0,
209,-2008.0,40.0,
210,-2008.0,40.0,
211,-2008.0,40.0,
212,-2008.0,40.0,
213,-2008.0,40.0,
214,-2008.0,40.0,
215,-2008.0,40.0,
216,-2008.0,40.0,
217,-2008.0,40.0,
218,-2008.0,40.0,
219,-2008.0,40.0,
220,-2008.0,40.0,
221,-2008.0,40.0,
222,-2008.0,40.0,
223,-2008.0,40.0,
224,-2008.0,40.0,
225,-2008.0,40.0,
226,-2008.0,40.0,
227,-2008.0,40.0,
228,-2008.0,40.0,
229,-2008.0,40.0,
230,-2008.0,40.0,
231,-2008.0,40.0,
232,-2008.0,40.0,
233,-2008.0,40.0,
234,-2008.0,40.0,
235,-2008.0,40.0,
236,-2008.0,40.0,
237,-2008.0,40.0,
238,-2008.0,40.0,
239,-2008.0,40.0,
240,-2008.0,40.0,
241,-2008.0,40.0,
242,-2008.0,40.0,
243,-2008.0,40.0,
244,-2008.0,40.0,
245,-2008.0,40.0,
246,-2008.0,40.0,
247,-2008.0,40.0,
248,-2008.0,40.0,
249,-2008.0,40.0,
250,-2008.0,40.0,
251,-2008.0,40.0,
252,-2008.0,40.0,
253,-2008.0,40.0,
254,-2008.0,40.0,
255,-2008.0,40.0,
256,-2008.0,40.0,
257,-2008.0,40.0,
258,-2008.0,40.0,
259,-2008.0,40.0,
260,-2008.0,40.0,
261,-2008.0,40.0,
262,-2008.0,40.0,
263,-2008.0,40.0,
264,-2008.0,40.0,
265,-2008.0,40.0,
266,-2008.0,40.0,
267,-2008.0,40.0,
268,-2008.0,40.0,
269,-2008.0,40.0,
270,-2008.0,40.0,
271,-2008.0,40.0,
272,-2008.0,40.0,
273,-2008.0,40.0,
274,-2008.0,40.0,
275,-2008.0,40.0,
276,-2008.0,40.0,
277,-2008.0,40.0,
278,-2008.0,40.0,
279,-2008.0,40.0,
280,-2008.0,40.0,
281,-2008.0,40.0,
282,-2008.0,40.0,
283,-2008.0,40.0,
284,-2008.0,40.0,
285,-2008.0,40.0,
286,-2008.0,40.0,
287,-2008.0,40.0,
288,-2008.0,40.0,
289,-2008.0,40.0,
290,-2008.0,40.0,
291,-2008.0,40.0,
292,-2008.0,40.0,
293,-2008.0,40.0,
294,-2008.0,40.0,
295,-2008.0,40.0,
296,-2008.0,40.0,
297,-2008.0,40.0,
298,-2008.0,40.0,
299,-2008.0,40.0,
300,-2008.0,40.0,
301,-2008.0,40.0,
302,-2008.0,40.0,
303,-2008.0,40.0,
304,-2008.0,40.0,
305,-2008.0,40.0,
306,-2008.0,40.0,
307,-2008.0,40.0,
308,-2008.0,40.0,
309,-2008.0,40.0,
310,-2008.0,40.0,
311,-2008.0,40.0,
312,-2008.0,40.0,
313,-2008.0,40.0,
314,-2008.0,40.0,
315,-2008.0,40.0,
316,-2008.0,40.0,
317,-2008.0,40.0,
