run_group,partition,instance,graph_type,storage_mode,nodes,edges,n_steps,replicas,lr,seed,historical_best,v1_best,v1_gap,v1_percent_accuracy,v2_best,v2_gap,v2_percent_accuracy,v2_best_step,v2_best_replica,final_best,final_gap,final_percent_accuracy,best_step_success_count,best_step_success_probability,ever_success_count,ever_success_probability,final_success_count,final_success_probability,v2_runtime_sec
big_10_12,10,G55,plain,edge_list,5000,12498,2000,128,0.03,7,10299.0,10195.0,104.0,98.99019322264296,10198.0,101.0,99.0193222642975,1220,38,10198.0,101.0,99.0193222642975,0,0.0,0,0.0,0,0.0,48.72006893157959
big_10_12,10,G56,plain,edge_list,5000,12498,2000,128,0.03,8,4017.0,3915.0,102.0,97.46079163554892,3908.0,109.0,97.28653223798855,1117,99,3908.0,109.0,97.28653223798855,0,0.0,0,0.0,0,0.0,47.31054878234863
big_10_12,11,G57,toroid,edge_list,5000,10000,2000,128,0.03,9,3494.0,3428.0,66.0,98.11104751001716,3434.0,60.0,98.28277046365197,601,24,3434.0,60.0,98.28277046365197,0,0.0,0,0.0,0,0.0,37.53504705429077
big_10_12,12,G58,random,edge_list,5000,29570,2000,128,0.03,10,19293.0,19084.0,209.0,98.91670554086974,19089.0,204.0,98.94262167625564,1624,50,19089.0,204.0,98.94262167625564,0,0.0,0,0.0,0,0.0,64.34358286857605
big_10_12,12,G59,random,edge_list,5000,29570,2000,128,0.03,11,6086.0,5856.0,230.0,96.22083470259612,5878.0,208.0,96.58232007886954,1119,90,5878.0,208.0,96.58232007886954,0,0.0,0,0.0,0,0.0,69.239422082901
