instance,N,edges,best_known_cut,vanilla_fem_best_cut,gap,accuracy,percent_accuracy,runtime_sec,best_replica,R,N_steps,beta_min,beta_max,schedule_kind,lr,seed
G35,2000,11778,7687,7523.0,164.0,0.9786652790425393,97.86652790425393,6.303622007369995,127,128,1000,2.0,12500.0,linear,0.01,0
G36,2000,11766,7680,7515.0,165.0,0.978515625,97.8515625,6.049962043762207,15,128,1000,2.0,12500.0,linear,0.01,0
G37,2000,11785,7691,7520.0,171.0,0.9777662202574438,97.77662202574437,6.52023458480835,3,128,1000,2.0,12500.0,linear,0.01,0
G38,2000,11779,7688,7514.0,174.0,0.9773673257023934,97.73673257023934,5.844990253448486,29,128,1000,2.0,12500.0,linear,0.01,0
G39,2000,11778,2408,2188.0,220.0,0.9086378737541528,90.86378737541528,6.912017822265625,67,128,1000,2.0,12500.0,linear,0.01,0
G40,2000,11766,2400,2183.0,217.0,0.9095833333333333,90.95833333333333,6.279178857803345,86,128,1000,2.0,12500.0,linear,0.01,0
G41,2000,11785,2405,2193.0,212.0,0.9118503118503118,91.18503118503118,6.350207090377808,50,128,1000,2.0,12500.0,linear,0.01,0
G42,2000,11779,2481,2273.0,208.0,0.9161628375654978,91.61628375654978,6.750667095184326,74,128,1000,2.0,12500.0,linear,0.01,0
