run_group,partition,instance,graph_type,storage_mode,nodes,edges,n_steps,replicas,lr,seed,historical_best,v1_best,v1_gap,v1_percent_accuracy,v2_best,v2_gap,v2_percent_accuracy,v2_best_step,v2_best_replica,final_best,final_gap,final_percent_accuracy,best_step_success_count,best_step_success_probability,ever_success_count,ever_success_probability,final_success_count,final_success_probability,v2_runtime_sec
big_13_15,13,G60,plain,edge_list,7000,17148,2000,128,0.03,7,14188.0,14037.0,151.0,98.93572032703692,14035.0,153.0,98.92162390752749,1316,113,14035.0,153.0,98.92162390752749,0,0.0,0,0.0,0,0.0,58.046552896499634
big_13_15,13,G61,plain,edge_list,7000,17148,2000,128,0.03,8,5796.0,5642.0,154.0,97.34299516908212,5654.0,142.0,97.55003450655624,1535,54,5654.0,142.0,97.55003450655624,0,0.0,0,0.0,0,0.0,56.68682527542114
big_13_15,14,G62,toroid,edge_list,7000,14000,2000,128,0.03,9,4870.0,4790.0,80.0,98.35728952772074,4770.0,100.0,97.94661190965093,352,84,4770.0,100.0,97.94661190965093,0,0.0,0,0.0,0,0.0,50.14632511138916
big_13_15,15,G63,random,edge_list,7000,41459,2000,128,0.03,10,27047.0,26753.0,294.0,98.91300329056828,26765.0,282.0,98.95737050319813,1627,9,26765.0,282.0,98.95737050319813,0,0.0,0,0.0,0,0.0,91.89622282981873
big_13_15,15,G64,random,edge_list,7000,41459,2000,128,0.03,11,8751.0,8415.0,336.0,96.16043880699348,8484.0,267.0,96.94892012341447,1481,81,8484.0,267.0,96.94892012341447,0,0.0,0,0.0,0,0.0,92.03417587280273
