graph,step,temperature,beta,gamma,loss,mean_expected_cut,max_expected_cut,step_best_raw_cut,global_best_raw_cut_so_far,mean_entropy,mean_driver_energy,mean_free_energy,mean_R,mean_abs_rx,mean_abs_rz,frac_polarized,frac_ambiguous,run_group,partition,graph_type
G20,1,1.159999966621399,0.8620690107345581,1.0,-628.1937255859375,-23.0,-23.0,48.0,48.0,554.4776611328125,-7.999629974365234,-628.1937255859375,0.010000033304095268,0.009999536909162998,7.955820910865441e-05,0.0,1.0,small_1_3,3,plain
G20,50,1.1315672397613525,0.8837300539016724,0.9754877686500549,-617.330810546875,-23.0,-23.0,90.0,142.0,554.406982421875,-12.981942176818848,-617.330810546875,0.016635192558169365,0.016635192558169365,5.878412594029214e-06,0.0,1.0,small_1_3,3,plain
G20,100,1.102554202079773,0.9069848656654358,0.9504752159118652,-611.4873657226562,-23.0,-23.0,117.0,143.0,554.134765625,-23.52370834350586,-611.4873657226562,0.030936772003769875,0.030936772003769875,7.634470193806919e-07,0.0,1.0,small_1_3,3,plain
G20,150,1.0735411643981934,0.9314966797828674,0.9254627227783203,-618.65869140625,-23.0,-23.0,-113.0,173.0,552.822509765625,-48.18096160888672,-618.65869140625,0.06507686525583267,0.06507685780525208,2.8012500479235314e-05,0.0,1.0,small_1_3,3,plain
G20,200,1.0445282459259033,0.9573699831962585,0.9004502296447754,-653.6486206054688,-23.000011444091797,-23.0000057220459,-289.0,173.0,545.7215576171875,-106.62701416015625,-653.6486206054688,0.14801909029483795,0.14801903069019318,0.0001071505103027448,0.0,1.0,small_1_3,3,plain
G20,250,1.0155152082443237,0.984721839427948,0.8754377365112305,-724.432373046875,0.79279625415802,3.2485923767089844,862.0,864.0,515.130859375,-200.516357421875,-724.432373046875,0.3111620545387268,0.2863086760044098,0.09852450340986252,0.0,0.2801855504512787,small_1_3,3,plain
G20,300,0.9865021705627441,1.01368248462677,0.8504252433776855,-872.3955078125,204.65869140625,207.70030212402344,898.0,898.0,430.2069091796875,-243.3367919921875,-872.3955078125,0.5397899746894836,0.35766929388046265,0.3561860918998718,0.0,0.05142578110098839,small_1_3,3,plain
G20,350,0.9574891924858093,1.0443981885910034,0.8254126906394958,-1007.3671875,439.738525390625,443.21234130859375,913.0,914.0,323.04498291015625,-258.3166198730469,-1007.3671875,0.7147002816200256,0.39119312167167664,0.544299840927124,0.0,0.026503905653953552,small_1_3,3,plain
G20,400,0.9284762144088745,1.077033519744873,0.8004001975059509,-1060.9832763671875,569.4157104492188,572.6728515625,921.0,921.0,252.10072326660156,-257.4980163574219,-1060.9832763671875,0.8008421063423157,0.40213942527770996,0.6375610828399658,0.0,0.019843749701976776,small_1_3,3,plain
G20,450,0.8994631767272949,1.111774206161499,0.775387704372406,-1077.468994140625,638.3861083984375,641.0614624023438,922.0,922.0,210.53125,-249.71780395507812,-1077.468994140625,0.8436751365661621,0.4025692641735077,0.6869066953659058,0.006259765475988388,0.02041015587747097,small_1_3,3,plain
