graph,step,temperature,beta,gamma,loss,mean_expected_cut,max_expected_cut,step_best_raw_cut,global_best_raw_cut_so_far,mean_entropy,mean_driver_energy,mean_free_energy,mean_R,mean_abs_rx,mean_abs_rz,frac_polarized,frac_ambiguous,run_group,partition,graph_type
G10,1,1.159999966621399,0.8620690107345581,1.0,-571.1936645507812,-80.0,-80.0,129.0,129.0,554.4776611328125,-7.9996337890625,-571.1936645507812,0.010000043548643589,0.009999541565775871,7.989106234163046e-05,0.0,1.0,small_1_3,1,random
G10,50,1.1315672397613525,0.8837300539016724,0.9754877686500549,-560.330810546875,-80.0,-80.0,192.0,299.0,554.406982421875,-12.981954574584961,-560.330810546875,0.016635209321975708,0.016635209321975708,5.772204985987628e-06,0.0,1.0,small_1_3,1,random
G10,100,1.102554202079773,0.9069848656654358,0.9504752159118652,-554.4874267578125,-80.0,-80.0,374.0,439.0,554.1348266601562,-23.523731231689453,-554.4874267578125,0.03093680366873741,0.03093680366873741,7.404188977488957e-07,0.0,1.0,small_1_3,1,random
G10,150,1.0735411643981934,0.9314966797828674,0.9254627227783203,-561.65869140625,-80.0,-80.0,-439.0,452.0,552.822509765625,-48.18100357055664,-561.65869140625,0.06507692486047745,0.06507690995931625,3.11160329147242e-05,0.0,1.0,small_1_3,1,random
G10,200,1.0445282459259033,0.9573699831962585,0.9004502296447754,-596.6486206054688,-80.00003051757812,-80.0000228881836,-949.0,452.0,545.7215576171875,-106.6270751953125,-596.6486206054688,0.14801917970180511,0.14801910519599915,0.00011738700413843617,0.0,1.0,small_1_3,1,random
G10,250,1.0155152082443237,0.984721839427948,0.8754377365112305,-737.956787109375,84.17124938964844,95.42129516601562,1960.0,1961.0,510.34112548828125,-135.5263671875,-737.956787109375,0.328937292098999,0.19351227581501007,0.24791379272937775,0.0,0.03720702975988388,small_1_3,1,random
G10,300,0.9865021705627441,1.01368248462677,0.8504252433776855,-1254.815185546875,745.1797485351562,768.852783203125,1981.0,1981.0,378.3804931640625,-136.3622283935547,-1254.815185546875,0.6345642805099487,0.2004324048757553,0.5837130546569824,0.0,0.005341796670109034,small_1_3,1,random
G10,350,0.9574891924858093,1.0443981885910034,0.8254126906394958,-1657.462646484375,1288.717041015625,1319.323974609375,1991.0,1991.0,243.66033935546875,-135.443603515625,-1657.462646484375,0.81461501121521,0.20511497557163239,0.7711663842201233,0.0,0.0026953124906867743,small_1_3,1,random
G10,400,0.9284762144088745,1.077033519744873,0.8004001975059509,-1817.55419921875,1527.568115234375,1561.5732421875,1992.0,1992.0,171.498046875,-130.75424194335938,-1817.55419921875,0.8858621120452881,0.2042013555765152,0.8456355929374695,0.0,0.002236328087747097,small_1_3,1,random
G10,450,0.8994631767272949,1.111774206161499,0.775387704372406,-1886.417724609375,1642.812255859375,1680.1822509765625,1998.0,1998.0,132.4300537109375,-124.48951721191406,-1886.417724609375,0.918615996837616,0.2006891369819641,0.8808475136756897,0.000732421875,0.001787109300494194,small_1_3,1,random
