graph,step,temperature,beta,gamma,loss,mean_expected_cut,max_expected_cut,step_best_raw_cut,global_best_raw_cut_so_far,mean_entropy,mean_driver_energy,mean_free_energy,mean_R,mean_abs_rx,mean_abs_rz,frac_polarized,frac_ambiguous,run_group,partition,graph_type
G4,1,1.159999966621399,0.8620690107345581,1.0,-10239.193359375,9588.0,9588.0,9757.0,9757.0,554.4776611328125,-7.99959659576416,-10239.193359375,0.009999994188547134,0.009999495930969715,7.975564221851528e-05,0.0,1.0,small_1_3,1,random
G4,50,1.1315672397613525,0.8837300539016724,0.9754877686500549,-10228.330078125,9588.0,9588.0,9929.0,9970.0,554.406982421875,-12.981891632080078,-10228.330078125,0.01663512922823429,0.016635127365589142,5.750795025960542e-06,0.0,1.0,small_1_3,1,random
G4,100,1.102554202079773,0.9069848656654358,0.9504752159118652,-10222.48828125,9588.0,9588.0,10024.0,10090.0,554.1348266601562,-23.52362060546875,-10222.48828125,0.030936654657125473,0.030936654657125473,7.3666086564117e-07,0.0,1.0,small_1_3,1,random
G4,150,1.0735411643981934,0.9314966797828674,0.9254627227783203,-10229.658203125,9588.0,9588.0,8896.0,10097.0,552.8225708007812,-48.18077850341797,-10229.658203125,0.06507660448551178,0.06507660448551178,2.0426417904673144e-05,0.0,1.0,small_1_3,1,random
G4,200,1.0445282459259033,0.9573699831962585,0.9004502296447754,-10264.6484375,9588.0,9588.0,8765.0,10097.0,545.7216186523438,-106.6265869140625,-10264.6484375,0.1480185091495514,0.14801841974258423,0.00013327358465176076,0.0,1.0,small_1_3,1,random
G4,250,1.0155152082443237,0.984721839427948,0.8754377365112305,-10363.49609375,9658.1240234375,9676.0615234375,11581.0,11581.0,514.334228515625,-183.05828857421875,-10363.49609375,0.3142399489879608,0.2613811194896698,0.16367337107658386,0.0,0.0707421824336052,small_1_3,1,random
G4,300,0.9865021705627441,1.01368248462677,0.8504252433776855,-10874.447265625,10352.099609375,10377.587890625,11616.0,11616.0,387.6845703125,-139.89593505859375,-10874.447265625,0.6192532777786255,0.20562641322612762,0.5647804141044617,0.0,0.006748046725988388,small_1_3,1,random
G4,350,0.9574891924858093,1.0443981885910034,0.8254126906394958,-11295.3486328125,10921.0361328125,10956.8525390625,11631.0,11631.0,246.94369506835938,-137.86695861816406,-11295.3486328125,0.8110113143920898,0.20878489315509796,0.7659819722175598,0.0,0.002968749962747097,small_1_3,1,random
G4,400,0.9284762144088745,1.077033519744873,0.8004001975059509,-11459.6123046875,11166.921875,11213.72265625,11646.0,11646.0,172.09954833984375,-132.9001007080078,-11459.6123046875,0.8853179812431335,0.20755256712436676,0.8439223766326904,0.0,0.002158203162252903,small_1_3,1,random
G4,450,0.8994631767272949,1.111774206161499,0.775387704372406,-11528.6591796875,11283.2607421875,11332.10546875,11646.0,11646.0,132.21304321289062,-126.47824096679688,-11528.6591796875,0.9187968373298645,0.20389515161514282,0.8799400925636292,0.0013085936661809683,0.0016992187593132257,small_1_3,1,random
