method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec,replicas
qefem,0,3371835386,-67550.0,33255.0,82.0,,,False,18,185.3953720839927,2048
qefem,1,3700479728,-67588.0,33274.0,63.0,,,False,1645,184.15501170800417,2048
qefem,2,1934420243,-67574.0,33267.0,70.0,,,False,802,184.82621800000197,2048
qefem,3,716463040,-67626.0,33293.0,44.0,,,False,1128,185.04350283299573,2048
qefem,4,424211264,-67588.0,33274.0,63.0,,,False,1538,184.7086167499947,2048
