graph,topology,vertices,edges,reference_cut,best_cut,gap,seed,replicas,steps,optimizer,learning_rate,runtime_sec,provenance
G50,toroidal,3000,6000,5880.0,5852.0,28.0,0,128,1000,Adam,0.01,16.29841113090515,older local Adam baseline; not Feng-tuned
