method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec,replicas
qefem,0,3371835386,-67550.0,33255.0,82.0,,,False,18,14.319147916976362,128
qefem,1,3700479728,-67540.0,33250.0,87.0,,,False,93,14.420219374995213,128
qefem,2,1934420243,-67540.0,33250.0,87.0,,,False,20,11.686070458003087,128
qefem,3,716463040,-67540.0,33250.0,87.0,,,False,81,11.159247707983013,128
qefem,4,424211264,-67550.0,33255.0,82.0,,,False,11,11.471273167000618,128
