step,discrete_cut,gap,entropy
0,-192.0,33529.0,1366.231689453125
1,-10311.0,43648.0,1305.1046142578125
2,-12656.0,45993.0,1100.0562744140625
3,15309.0,18028.0,813.6876831054688
4,8607.0,24730.0,550.5179443359375
5,8937.0,24400.0,368.3519592285156
6,14407.0,18930.0,253.9848175048828
7,18836.0,14501.0,182.26454162597656
8,21706.0,11631.0,136.0154266357422
9,23090.0,10247.0,105.26126098632812
10,24009.0,9328.0,84.27249908447266
11,24477.0,8860.0,69.65833282470703
12,25036.0,8301.0,59.337921142578125
13,25185.0,8152.0,51.996490478515625
14,25582.0,7755.0,46.789268493652344
15,25759.0,7578.0,43.17329406738281
16,26270.0,7067.0,40.806678771972656
17,26588.0,6749.0,39.48298263549805
18,26700.0,6637.0,39.08596420288086
19,26889.0,6448.0,39.564517974853516
20,27211.0,6126.0,40.92430114746094
21,27551.0,5786.0,43.22087860107422
22,27740.0,5597.0,46.55352020263672
23,27969.0,5368.0,51.045936584472656
24,28229.0,5108.0,56.79998016357422
25,28340.0,4997.0,63.884033203125
26,28550.0,4787.0,72.38876342773438
27,28723.0,4614.0,82.46229553222656
28,28756.0,4581.0,94.24652099609375
29,28953.0,4384.0,107.78260040283203
30,29139.0,4198.0,123.04234313964844
31,29189.0,4148.0,139.9184112548828
32,29272.0,4065.0,158.18370056152344
33,29556.0,3781.0,177.58804321289062
34,29632.0,3705.0,197.89508056640625
35,29656.0,3681.0,218.91360473632812
36,29707.0,3630.0,240.47247314453125
37,29656.0,3681.0,262.32037353515625
38,29760.0,3577.0,284.23095703125
39,29819.0,3518.0,306.033447265625
40,29852.0,3485.0,327.60260009765625
41,29825.0,3512.0,348.9228515625
42,29944.0,3393.0,369.9173889160156
43,30112.0,3225.0,390.21978759765625
44,30235.0,3102.0,409.1539001464844
45,30311.0,3026.0,426.00482177734375
46,30141.0,3196.0,440.35333251953125
47,30059.0,3278.0,452.07720947265625
48,30133.0,3204.0,461.1107482910156
49,30084.0,3253.0,467.3023376464844
50,30128.0,3209.0,470.70086669921875
51,30140.0,3197.0,471.76806640625
52,30194.0,3143.0,471.085693359375
53,30214.0,3123.0,469.11676025390625
54,30325.0,3012.0,466.2024230957031
55,30419.0,2918.0,462.6503601074219
56,30559.0,2778.0,458.8756408691406
57,30460.0,2877.0,455.3304138183594
58,30504.0,2833.0,452.29803466796875
59,30675.0,2662.0,449.8606872558594
60,30838.0,2499.0,447.961181640625
61,30925.0,2412.0,446.54217529296875
62,30953.0,2384.0,445.65020751953125
63,31030.0,2307.0,445.38140869140625
64,31049.0,2288.0,445.84423828125
65,31128.0,2209.0,447.140380859375
66,31120.0,2217.0,449.2017822265625
67,31119.0,2218.0,451.7287902832031
68,31165.0,2172.0,454.40234375
69,31213.0,2124.0,457.0252685546875
70,31147.0,2190.0,459.49554443359375
71,31143.0,2194.0,461.7423095703125
72,31135.0,2202.0,463.7005310058594
73,31098.0,2239.0,465.3373107910156
74,31005.0,2332.0,466.6395263671875
75,31046.0,2291.0,467.58453369140625
76,31052.0,2285.0,468.1537780761719
77,31076.0,2261.0,468.35614013671875
78,31218.0,2119.0,468.19580078125
79,31253.0,2084.0,467.6763916015625
80,31153.0,2184.0,466.85296630859375
81,31447.0,1890.0,465.8116760253906
82,31502.0,1835.0,464.59930419921875
83,31429.0,1908.0,463.24871826171875
84,31463.0,1874.0,461.84375
85,31403.0,1934.0,460.49102783203125
86,31471.0,1866.0,459.2768249511719
87,31487.0,1850.0,458.2477111816406
88,31559.0,1778.0,457.4161682128906
89,31653.0,1684.0,456.7826843261719
90,31683.0,1654.0,456.3197937011719
91,31771.0,1566.0,456.0134582519531
92,31794.0,1543.0,455.8443298339844
93,31728.0,1609.0,455.8190612792969
94,31739.0,1598.0,455.93975830078125
95,31753.0,1584.0,456.20111083984375
96,31777.0,1560.0,456.5294189453125
97,31734.0,1603.0,456.8228759765625
98,31786.0,1551.0,457.01495361328125
99,31699.0,1638.0,457.123291015625
100,31688.0,1649.0,457.19476318359375
101,31671.0,1666.0,457.2478942871094
102,31686.0,1651.0,457.2637634277344
103,31666.0,1671.0,457.1967468261719
104,31614.0,1723.0,457.0081787109375
105,31620.0,1717.0,456.6703186035156
106,31679.0,1658.0,456.17919921875
107,31724.0,1613.0,455.58001708984375
108,31761.0,1576.0,454.9259033203125
109,31828.0,1509.0,454.25762939453125
110,31771.0,1566.0,453.615478515625
111,31760.0,1577.0,453.02288818359375
112,31843.0,1494.0,452.4550476074219
113,31918.0,1419.0,451.89105224609375
114,31876.0,1461.0,451.3493957519531
115,31783.0,1554.0,450.8411865234375
116,31745.0,1592.0,450.39776611328125
117,31791.0,1546.0,450.044677734375
118,31780.0,1557.0,449.7640380859375
119,31852.0,1485.0,449.55194091796875
120,31836.0,1501.0,449.3775634765625
121,31830.0,1507.0,449.211669921875
122,31767.0,1570.0,449.035888671875
123,31821.0,1516.0,448.8370361328125
124,31760.0,1577.0,448.59637451171875
125,31760.0,1577.0,448.293212890625
126,31762.0,1575.0,447.92755126953125
127,31829.0,1508.0,447.5068664550781
128,31797.0,1540.0,447.02508544921875
