method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec,replicas
qefem,0,3371835386,-67550.0,33255.0,82.0,,,False,18,104.90175883399206,1024
qefem,1,3700479728,-67546.0,33253.0,84.0,,,False,304,106.26265237500775,1024
qefem,2,1934420243,-67574.0,33267.0,70.0,,,False,802,107.51646700000856,1024
qefem,3,716463040,-67588.0,33274.0,63.0,,,False,716,109.14625545899617,1024
qefem,4,424211264,-67550.0,33255.0,82.0,,,False,11,105.27668162499322,1024
