method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec
qefem,0,975242444,-140.98555999004518,,9.041953673440503,0.06026863641639601,False,,7009,77.99932050000643
lqa,0,975242444,-138.61428905182777,,11.41322461165791,0.07607421020958843,False,,0,0.10450099999434315
qefem,1,595446487,-141.07898714770698,,8.948526515778696,0.05964590292318245,False,,6435,77.60408966700197
lqa,1,595446487,-139.2537144041601,,10.773799259325585,0.07181215629215455,False,,0,0.10630675000720657
qefem,2,992676274,-141.0763842242672,,8.951129439218477,0.059663252563766506,False,,3646,77.63558912498411
lqa,2,992676274,-139.03460435363746,,10.992909309848216,0.07327262207721114,False,,0,0.10643195797456428
qefem,3,1315236548,-141.05307246205052,,8.974441201435155,0.05981863581079523,False,,1976,78.44240112500847
lqa,3,1315236548,-139.26119567621805,,10.766317987267627,0.07176229029174386,False,,0,0.10514866700395942
qefem,4,3508491911,-141.06282641204717,,8.964687251438505,0.059753621402714535,False,,2995,78.2010717090161
lqa,4,3508491911,-138.40629169908493,,11.621221964400746,0.07746060492922217,False,,0,0.10689462500158697
