num_instances,wins_vs_vanilla,ties_vs_vanilla,losses_vs_vanilla,mean_qefem_cut,mean_vanilla_cut,mean_best_value,mean_delta_cut_vs_vanilla,median_delta_cut_vs_vanilla,min_delta_cut_vs_vanilla,max_delta_cut_vs_vanilla,mean_cut_improvement_percent_vs_vanilla,mean_qefem_accuracy_percent,mean_vanilla_accuracy_percent,mean_delta_accuracy_percentage_points,mean_qefem_gap,mean_vanilla_gap,mean_gap_reduction,mean_gap_reduction_percent,best_known_hits,mean_qefem_runtime_sec,mean_vanilla_runtime_sec,mean_runtime_ratio_vs_vanilla
8,8,0,0,4968.5,4863.625,5055.0,104.875,100.5,84.0,148.0,3.2555355473744636,97.48995893702156,94.48186008132089,3.0080988557006485,86.5,191.375,104.875,54.780670733989766,0,28.59130722284317,8.54221311211586,3.350484908637985
