step,beta,gamma,loss_mean,free_energy_mean,expected_cut_mean,expected_cut_max,hard_cut_mean,hard_cut_max,best_cut_so_far,entropy_mean,driver_energy_mean,R_mean,R_min,R_max,rx_mean,rx_abs_mean,rz_mean,rz_abs_mean,grad_norm_raw_R,grad_norm_theta
503,6294.78662109375,0.0,-11243.1142578125,-11243.1142578125,11243.1015625,11304.93359375,11375.140625,11445.0,11445.0,79.43458557128906,0.0,0.9588413238525391,0.005129952449351549,0.9910336136817932,-7.377453584922478e-05,0.004975608550012112,-0.00018964961054734886,0.9563001990318298,0.4419284164905548,0.09734746813774109
504,6307.29736328125,0.0,-11243.841796875,-11243.841796875,11243.8291015625,11305.8427734375,11375.203125,11445.0,11445.0,79.1246566772461,0.0,0.9590438604354858,0.005130480974912643,0.9910974502563477,-7.945820834720507e-05,0.004961173050105572,-0.00019610067829489708,0.9565105438232422,0.4399578273296356,0.0975152850151062
505,6319.8076171875,0.0,-11244.5625,-11244.5625,11244.55078125,11306.744140625,11375.3671875,11445.0,11445.0,78.81700134277344,0.0,0.9592447280883789,0.00513186352327466,0.9911603331565857,-8.758906915318221e-05,0.004947212059050798,-0.0002018716186285019,0.9567199349403381,0.438001811504364,0.09767379611730576
506,6332.318359375,0.0,-11245.279296875,-11245.279296875,11245.267578125,11307.6376953125,11375.46875,11445.0,11445.0,78.51155853271484,0.0,0.9594438076019287,0.005134101025760174,0.9912304878234863,-9.708447760203853e-05,0.004933708813041449,-0.00020695760031230748,0.9569291472434998,0.4360603094100952,0.09781889617443085
507,6344.82861328125,0.0,-11245.9912109375,-11245.9912109375,11245.978515625,11308.5224609375,11375.578125,11446.0,11446.0,78.20832824707031,0.0,0.9596412181854248,0.005137195345014334,0.9913108348846436,-9.851259528659284e-05,0.004922916647046804,-0.00021137310250196606,0.9571371078491211,0.4341331124305725,0.09794750809669495
508,6357.33935546875,0.0,-11246.697265625,-11246.697265625,11246.6845703125,11309.3994140625,11375.6171875,11446.0,11446.0,77.90728759765625,0.0,0.9598368406295776,0.005141142755746841,0.9913895726203918,-0.00011238939623581246,0.004910307936370373,-0.00021515281696338207,0.9573439359664917,0.43222013115882874,0.09805898368358612
509,6369.849609375,0.0,-11247.3984375,-11247.3984375,11247.38671875,11310.267578125,11375.7109375,11446.0,11446.0,77.60841369628906,0.0,0.9600307941436768,0.005145946983247995,0.9914669990539551,-0.00011496845399960876,0.004898766055703163,-0.00021833427308592945,0.9575477242469788,0.4303211271762848,0.09814835339784622
510,6382.3603515625,0.0,-11248.09375,-11248.09375,11248.08203125,11311.12890625,11375.90625,11446.0,11446.0,77.31166076660156,0.0,0.9602231979370117,0.005151605699211359,0.9915430545806885,-0.00012600529589690268,0.00488734757527709,-0.0002209625527029857,0.9577515721321106,0.42843613028526306,0.09821412712335587
511,6394.87060546875,0.0,-11248.78515625,-11248.78515625,11248.7734375,11311.98046875,11376.0546875,11446.0,11446.0,77.01702880859375,0.0,0.960413932800293,0.005158123094588518,0.991617739200592,-0.00013264230801723897,0.004876754246652126,-0.00022307790641207248,0.9579564332962036,0.4265648424625397,0.09825515002012253
512,6407.38134765625,0.0,-11249.470703125,-11249.470703125,11249.458984375,11312.8251953125,11376.2109375,11446.0,11446.0,76.72447204589844,0.0,0.9606030583381653,0.005165495444089174,0.9916911125183105,-0.00014043314149603248,0.004865019582211971,-0.0002247109223389998,0.9581629037857056,0.42470720410346985,0.09826973080635071
513,6419.89208984375,0.0,-11250.15234375,-11250.15234375,11250.140625,11313.6611328125,11376.2890625,11446.0,11446.0,76.4339828491211,0.0,0.9607906341552734,0.005173727869987488,0.9917632341384888,-0.00014806663966737688,0.004853385966271162,-0.00022587907733395696,0.9583684802055359,0.42286306619644165,0.09825483709573746
514,6432.40234375,0.0,-11250.828125,-11250.828125,11250.81640625,11314.490234375,11376.4140625,11446.0,11446.0,76.1455307006836,0.0,0.9609767198562622,0.0051828245632350445,0.9918341636657715,-0.00015658083430025727,0.004842192865908146,-0.00022659936803393066,0.9585710167884827,0.4210323393344879,0.09821240603923798
515,6444.9130859375,0.0,-11251.5,-11251.5,11251.48828125,11315.310546875,11376.484375,11448.0,11448.0,75.85908508300781,0.0,0.9611610770225525,0.005192783195525408,0.9919038414955139,-0.00016371087986044586,0.004829948302358389,-0.000226895121159032,0.9587719440460205,0.4192149043083191,0.09814105182886124
516,6457.42333984375,0.0,-11252.166015625,-11252.166015625,11252.154296875,11316.123046875,11376.5859375,11448.0,11448.0,75.57464599609375,0.0,0.9613440632820129,0.005203608423471451,0.9919724464416504,-0.0001710847718641162,0.004817902110517025,-0.0002267823729198426,0.9589706063270569,0.41741058230400085,0.09803862124681473
517,6469.93408203125,0.0,-11252.8271484375,-11252.8271484375,11252.8154296875,11316.927734375,11376.6640625,11448.0,11448.0,75.29216003417969,0.0,0.961525559425354,0.005215304438024759,0.9920397996902466,-0.00017858576029539108,0.004806493874639273,-0.0002262721973238513,0.9591668248176575,0.4156193435192108,0.09790712594985962
518,6482.4443359375,0.0,-11253.484375,-11253.484375,11253.47265625,11317.7255859375,11376.7421875,11448.0,11448.0,75.01162719726562,0.0,0.9617055058479309,0.005227874498814344,0.9921060800552368,-0.00018549896776676178,0.0047934348694980145,-0.00022536578762810677,0.9593614935874939,0.41384100914001465,0.09774582087993622
519,6494.955078125,0.0,-11254.13671875,-11254.13671875,11254.125,11318.515625,11376.8515625,11448.0,11448.0,74.7330093383789,0.0,0.961884081363678,0.005241319537162781,0.9921712875366211,-0.00019025130313821137,0.0047815232537686825,-0.00022405307390727103,0.9595518112182617,0.4120755195617676,0.0975518599152565
520,6507.46533203125,0.0,-11254.783203125,-11254.783203125,11254.771484375,11319.296875,11376.921875,11448.0,11448.0,74.45630645751953,0.0,0.9620612263679504,0.005255646537989378,0.9922353625297546,-0.00019982297089882195,0.004769307095557451,-0.00022230071772355586,0.9597384333610535,0.41032275557518005,0.09732822328805923
521,6519.97607421875,0.0,-11255.42578125,-11255.42578125,11255.4140625,11320.072265625,11376.9296875,11448.0,11448.0,74.18148803710938,0.0,0.962236762046814,0.005270860157907009,0.9922985434532166,-0.00020383711671456695,0.004756638314574957,-0.0002200842573074624,0.959920346736908,0.4085825979709625,0.0970773845911026
522,6532.486328125,0.0,-11256.0625,-11256.0625,11256.05078125,11320.8388671875,11376.9765625,11448.0,11448.0,73.90853118896484,0.0,0.9624111652374268,0.005286965519189835,0.9923606514930725,-0.00021106361236888915,0.004744016565382481,-0.00021736153576057404,0.9600955247879028,0.4068549573421478,0.0967983603477478
523,6544.9970703125,0.0,-11256.6953125,-11256.6953125,11256.6845703125,11321.5986328125,11377.1171875,11448.0,11448.0,73.63741302490234,0.0,0.9625840783119202,0.005303964484483004,0.9924218058586121,-0.00021473559900186956,0.0047317007556557655,-0.0002140881260856986,0.9602675437927246,0.4051397144794464,0.09649312496185303
524,6557.50732421875,0.0,-11257.3232421875,-11257.3232421875,11257.3125,11322.3505859375,11377.1875,11448.0,11448.0,73.36811828613281,0.0,0.962755560874939,0.005321866367012262,0.9924820065498352,-0.0002200171147705987,0.0047223842702806,-0.0002102204889524728,0.9604368209838867,0.4034367799758911,0.09616319090127945
525,6570.01806640625,0.0,-11257.947265625,-11257.947265625,11257.935546875,11323.095703125,11377.2890625,11448.0,11448.0,73.10063934326172,0.0,0.9629258513450623,0.005340676289051771,0.9925411939620972,-0.00022726148017682135,0.004711993969976902,-0.00020571667118929327,0.9606022238731384,0.40174606442451477,0.09581352770328522
526,6582.5283203125,0.0,-11258.56640625,-11258.56640625,11258.5546875,11323.8349609375,11377.3828125,11448.0,11448.0,72.83495330810547,0.0,0.9630945920944214,0.005360401701182127,0.992599606513977,-0.00022904749494045973,0.004701908677816391,-0.00020053755724802613,0.960767924785614,0.40006738901138306,0.09544350951910019
527,6595.0390625,0.0,-11259.1806640625,-11259.1806640625,11259.169921875,11324.5673828125,11377.4921875,11448.0,11448.0,72.57102966308594,0.0,0.963262140750885,0.0053810495883226395,0.9926571249961853,-0.00023925960704218596,0.004694114904850721,-0.00019465865625534207,0.9609320759773254,0.3984006643295288,0.09505704045295715
528,6607.54931640625,0.0,-11259.791015625,-11259.791015625,11259.7802734375,11325.29296875,11377.609375,11448.0,11448.0,72.30886840820312,0.0,0.9634283185005188,0.005402624141424894,0.9927136301994324,-0.00024238847254309803,0.004685766063630581,-0.00018808497407007962,0.9610946178436279,0.39674580097198486,0.09465847164392471
529,6620.06005859375,0.0,-11260.396484375,-11260.396484375,11260.384765625,11326.0126953125,11377.734375,11448.0,11448.0,72.04845428466797,0.0,0.9635932445526123,0.005425137002021074,0.9927694797515869,-0.00024973967811092734,0.004676660988479853,-0.00018082919996231794,0.961253821849823,0.3951026201248169,0.09424832463264465
530,6632.5703125,0.0,-11260.998046875,-11260.998046875,11260.986328125,11326.7265625,11377.890625,11448.0,11448.0,71.78974914550781,0.0,0.9637569189071655,0.005448595155030489,0.9928243160247803,-0.00025614455807954073,0.004669651389122009,-0.00017291812400799245,0.961415708065033,0.3934710919857025,0.09383124858140945
531,6645.0810546875,0.0,-11261.59375,-11261.59375,11261.583984375,11327.4345703125,11377.9453125,11448.0,11448.0,71.53276062011719,0.0,0.9639192819595337,0.0054730079136788845,0.9928784966468811,-0.000260645872913301,0.004662044811993837,-0.00016437844897154719,0.9615762233734131,0.391851007938385,0.09341204166412354
532,6657.591796875,0.0,-11262.1865234375,-11262.1865234375,11262.17578125,11328.1376953125,11377.9921875,11448.0,11448.0,71.27745819091797,0.0,0.9640803337097168,0.005498384591192007,0.9929318428039551,-0.0002686047519091517,0.004653832875192165,-0.000155246612848714,0.9617342352867126,0.3902423083782196,0.09298870712518692
533,6670.10205078125,0.0,-11262.7744140625,-11262.7744140625,11262.7646484375,11328.8349609375,11378.09375,11451.0,11451.0,71.02384185791016,0.0,0.9642402529716492,0.005524737760424614,0.992984414100647,-0.00027343290275894105,0.004644978325814009,-0.00014556334645021707,0.9618915319442749,0.388644814491272,0.09256412833929062
534,6682.61279296875,0.0,-11263.359375,-11263.359375,11263.3486328125,11329.5263671875,11378.15625,11451.0,11451.0,70.77188110351562,0.0,0.9643988609313965,0.005552074871957302,0.9930362105369568,-0.00028192318859510124,0.004634375683963299,-0.00013537771883420646,0.9620495438575745,0.38705840706825256,0.09214025735855103
535,6695.123046875,0.0,-11263.939453125,-11263.939453125,11263.9287109375,11330.212890625,11378.234375,11451.0,11451.0,70.52156066894531,0.0,0.9645562767982483,0.0055804066359996796,0.9930872321128845,-0.0002859703090507537,0.004624990280717611,-0.00012473853712435812,0.962207019329071,0.38548293709754944,0.09171760082244873
536,6707.6337890625,0.0,-11264.515625,-11264.515625,11264.50390625,11330.8935546875,11378.3125,11451.0,11451.0,70.27287292480469,0.0,0.9647125005722046,0.005609746091067791,0.9931375980377197,-0.0002932192583102733,0.004614381585270166,-0.00011368948617018759,0.9623621702194214,0.38391828536987305,0.09129875898361206
537,6720.14404296875,0.0,-11265.087890625,-11265.087890625,11265.0771484375,11331.5703125,11378.421875,11451.0,11451.0,70.02581787109375,0.0,0.9648674726486206,0.005640105344355106,0.9931871891021729,-0.00029939485830254853,0.004603968933224678,-0.00010226722224615514,0.9625198245048523,0.38236433267593384,0.09088531136512756
538,6732.65478515625,0.0,-11265.65625,-11265.65625,11265.6455078125,11332.2412109375,11378.5234375,11451.0,11451.0,69.78034973144531,0.0,0.9650211930274963,0.005671496968716383,0.993236243724823,-0.0003042368043679744,0.004592556040734053,-9.051505185198039e-05,0.9626811146736145,0.3808209002017975,0.09047950059175491
539,6745.1650390625,0.0,-11266.220703125,-11266.220703125,11266.2099609375,11332.90625,11378.5625,11451.0,11451.0,69.53648376464844,0.0,0.9651739001274109,0.0057039326056838036,0.9932844638824463,-0.0003114646242465824,0.004581290762871504,-7.846859080018476e-05,0.9628407955169678,0.3792878985404968,0.09007969498634338
540,6757.67578125,0.0,-11266.78125,-11266.78125,11266.771484375,11333.5673828125,11378.609375,11451.0,11451.0,69.294189453125,0.0,0.9653254747390747,0.005737428553402424,0.9933320879936218,-0.00031217109062708914,0.004569841083139181,-6.618067709496245e-05,0.962997555732727,0.3777652084827423,0.08968964964151382
541,6770.18603515625,0.0,-11267.3369140625,-11267.3369140625,11267.3271484375,11334.2236328125,11378.6875,11451.0,11451.0,69.05345153808594,0.0,0.9654757380485535,0.005771998316049576,0.9933789968490601,-0.00032066702260635793,0.004557443782687187,-5.370505095925182e-05,0.9631528258323669,0.3762526214122772,0.08931056410074234
542,6782.69677734375,0.0,-11267.890625,-11267.890625,11267.880859375,11334.875,11378.84375,11451.0,11451.0,68.81427001953125,0.0,0.9656249284744263,0.005807655863463879,0.9934253692626953,-0.00032215804094448686,0.004544887691736221,-4.109587462153286e-05,0.9633078575134277,0.3747500777244568,0.08894293010234833
543,6795.20703125,0.0,-11268.4404296875,-11268.4404296875,11268.4296875,11335.5205078125,11378.890625,11452.0,11452.0,68.57662200927734,0.0,0.9657729864120483,0.005844419356435537,0.9934711456298828,-0.0003269931476097554,0.004532217513769865,-2.8413141990313306e-05,0.9634644985198975,0.3732573986053467,0.08858948945999146
544,6807.7177734375,0.0,-11268.986328125,-11268.986328125,11268.9765625,11336.162109375,11378.96875,11452.0,11452.0,68.34050750732422,0.0,0.9659199118614197,0.005882303696125746,0.993516206741333,-0.00033352954778820276,0.0045193699188530445,-1.571111351950094e-05,0.9636196494102478,0.3717745244503021,0.08824953436851501
545,6820.22802734375,0.0,-11269.529296875,-11269.529296875,11269.51953125,11336.798828125,11379.015625,11452.0,11452.0,68.10591125488281,0.0,0.9660657048225403,0.005921326577663422,0.9935606718063354,-0.00033771077869459987,0.004506315570324659,-3.0405260531551903e-06,0.9637725353240967,0.3703012764453888,0.0879245400428772
546,6832.73876953125,0.0,-11270.068359375,-11270.068359375,11270.05859375,11337.4296875,11379.0859375,11452.0,11452.0,67.87279510498047,0.0,0.9662104845046997,0.00596150616183877,0.9936046004295349,-0.00034392057568766177,0.004492891486734152,9.551159564580303e-06,0.9639236330986023,0.36883753538131714,0.08761681616306305
547,6845.2490234375,0.0,-11270.603515625,-11270.603515625,11270.59375,11338.056640625,11379.1640625,11452.0,11452.0,67.64117431640625,0.0,0.9663540720939636,0.00600286154076457,0.9936479926109314,-0.00034799313289113343,0.004481039009988308,2.1998415832058527e-05,0.9640747904777527,0.36738327145576477,0.08732695877552032
548,6857.759765625,0.0,-11271.134765625,-11271.134765625,11271.125,11338.6796875,11379.296875,11452.0,11452.0,67.41102600097656,0.0,0.9664965867996216,0.006045412737876177,0.9936907291412354,-0.0003550979890860617,0.004467840306460857,3.423063026275486e-05,0.9642268419265747,0.36593833565711975,0.08705796301364899
549,6870.27001953125,0.0,-11271.6640625,-11271.6640625,11271.654296875,11339.2978515625,11379.34375,11452.0,11452.0,67.1823501586914,0.0,0.9666380286216736,0.006089178379625082,0.9937329888343811,-0.0003585281374398619,0.004455247428268194,4.616625665221363e-05,0.9643773436546326,0.36450260877609253,0.08680907636880875
550,6882.78076171875,0.0,-11272.189453125,-11272.189453125,11272.1796875,11339.912109375,11379.3828125,11452.0,11452.0,66.95510864257812,0.0,0.9667785167694092,0.0061341808177530766,0.9937746524810791,-0.0003615353489294648,0.004442688077688217,5.7739725889405236e-05,0.964524507522583,0.36307603120803833,0.0865824893116951
551,6895.291015625,0.0,-11272.7119140625,-11272.7119140625,11272.7021484375,11340.5224609375,11379.46875,11452.0,11452.0,66.72930908203125,0.0,0.966917872428894,0.006180442404001951,0.9938158988952637,-0.0003671908052638173,0.004431128967553377,6.890110671520233e-05,0.9646713137626648,0.36165851354599,0.08637866377830505
552,6907.8017578125,0.0,-11273.23046875,-11273.23046875,11273.220703125,11341.1298828125,11379.546875,11452.0,11452.0,66.50492858886719,0.0,0.967056155204773,0.006227985490113497,0.9938564896583557,-0.0003693104372359812,0.004419931210577488,7.96150416135788e-05,0.9648173451423645,0.36024999618530273,0.08619875460863113
553,6920.3125,0.0,-11273.74609375,-11273.74609375,11273.736328125,11341.732421875,11379.5625,11452.0,11452.0,66.28196716308594,0.0,0.9671934247016907,0.006276834290474653,0.9938966631889343,-0.0003741083201020956,0.004408850800246,8.98515063454397e-05,0.9649604558944702,0.3588504195213318,0.08604251593351364
554,6932.82275390625,0.0,-11274.2587890625,-11274.2587890625,11274.2490234375,11342.3330078125,11379.5859375,11452.0,11452.0,66.0604019165039,0.0,0.9673296809196472,0.006327012088149786,0.9939363598823547,-0.000377167685655877,0.004399369470775127,9.957244037650526e-05,0.9650980830192566,0.35745969414711,0.08590942621231079
555,6945.33349609375,0.0,-11274.767578125,-11274.767578125,11274.7578125,11342.9296875,11379.6875,11452.0,11452.0,65.84021759033203,0.0,0.9674650430679321,0.006378545891493559,0.9939755797386169,-0.000380789308110252,0.004388756584376097,0.00010874300642171875,0.965234637260437,0.35607779026031494,0.08580238372087479
556,6957.84375,0.0,-11275.2744140625,-11275.2744140625,11275.2646484375,11343.5244140625,11379.78125,11452.0,11452.0,65.62139892578125,0.0,0.9675992131233215,0.006431462708860636,0.9940142035484314,-0.00038413735455833375,0.00437838863581419,0.00011734072177205235,0.9653722643852234,0.3547046482563019,0.08571778982877731
557,6970.3544921875,0.0,-11275.77734375,-11275.77734375,11275.767578125,11344.1162109375,11379.859375,11452.0,11452.0,65.40394592285156,0.0,0.9677325487136841,0.006485792342573404,0.9940524697303772,-0.00038645483436994255,0.004370127804577351,0.00012532860273495317,0.9655088782310486,0.3533402383327484,0.08565355092287064
558,6982.86474609375,0.0,-11276.2783203125,-11276.2783203125,11276.2685546875,11344.70703125,11379.9453125,11453.0,11453.0,65.1878433227539,0.0,0.9678648114204407,0.006541560869663954,0.9940901398658752,-0.0003922240575775504,0.004362695850431919,0.0001326721248915419,0.9656457304954529,0.35198450088500977,0.08561226725578308
559,6995.37548828125,0.0,-11276.775390625,-11276.775390625,11276.765625,11345.294921875,11380.03125,11453.0,11453.0,64.97306823730469,0.0,0.9679961800575256,0.0065987990237772465,0.9941275119781494,-0.0003941520117223263,0.004355343524366617,0.0001393412530887872,0.9657821655273438,0.35063737630844116,0.08559275418519974
560,7007.8857421875,0.0,-11277.26953125,-11277.26953125,11277.2607421875,11345.8828125,11380.125,11454.0,11454.0,64.75960540771484,0.0,0.9681265950202942,0.0066575403325259686,0.9941642880439758,-0.00039697298780083656,0.004347415640950203,0.00014532293425872922,0.965918779373169,0.3492988646030426,0.0855933427810669
561,7020.396484375,0.0,-11277.76171875,-11277.76171875,11277.751953125,11346.4697265625,11380.25,11454.0,11454.0,64.54745483398438,0.0,0.9682560563087463,0.006717816460877657,0.9942007064819336,-0.0004004826187156141,0.004338362254202366,0.00015063126920722425,0.9660554528236389,0.34796884655952454,0.08561167120933533
562,7032.90673828125,0.0,-11278.25,-11278.25,11278.2421875,11347.056640625,11380.3828125,11454.0,11454.0,64.33659362792969,0.0,0.9683845043182373,0.0067796590737998486,0.9942367076873779,-0.0004023889487143606,0.004329395014792681,0.0001552657049614936,0.9661948680877686,0.34664735198020935,0.0856480821967125
563,7045.41748046875,0.0,-11278.736328125,-11278.736328125,11278.7275390625,11347.6435546875,11380.5546875,11454.0,11454.0,64.12701416015625,0.0,0.968512237071991,0.006843106355518103,0.9942723512649536,-0.00040673825424164534,0.0043207318522036076,0.00015920927398838103,0.9663337469100952,0.3453342914581299,0.0857018306851387
564,7057.927734375,0.0,-11279.2197265625,-11279.2197265625,11279.2109375,11348.23046875,11380.640625,11454.0,11454.0,63.918701171875,0.0,0.9686388969421387,0.006908194161951542,0.9943074584007263,-0.0004075155302416533,0.004313063342124224,0.00016243112622760236,0.9664745330810547,0.34402966499328613,0.08577097952365875
565,7070.4384765625,0.0,-11279.701171875,-11279.701171875,11279.69140625,11348.818359375,11380.6875,11454.0,11454.0,63.711639404296875,0.0,0.96876460313797,0.006974959280341864,0.9943422079086304,-0.0004113222530577332,0.004306154325604439,0.00016490917187184095,0.9666159749031067,0.34273335337638855,0.0858563631772995
566,7082.94873046875,0.0,-11280.1796875,-11280.1796875,11280.169921875,11349.4072265625,11380.828125,11454.0,11454.0,63.505821228027344,0.0,0.968889594078064,0.007043443154543638,0.994376540184021,-0.0004115143383387476,0.004298484418541193,0.00016662850975990295,0.9667555093765259,0.3414453864097595,0.08595786988735199
567,7095.45947265625,0.0,-11280.654296875,-11280.654296875,11280.6455078125,11349.9970703125,11380.90625,11454.0,11454.0,63.301231384277344,0.0,0.9690136313438416,0.007113684434443712,0.9944104552268982,-0.0004135888011660427,0.0042921872809529305,0.0001676106039667502,0.9668946862220764,0.3401656448841095,0.08607041090726852
568,7107.9697265625,0.0,-11281.126953125,-11281.126953125,11281.119140625,11350.587890625,11380.9609375,11454.0,11454.0,63.09785461425781,0.0,0.9691367745399475,0.007185727823525667,0.9944440722465515,-0.0004123203398194164,0.004287160467356443,0.0001678589469520375,0.9670326113700867,0.3388940989971161,0.08619382977485657
569,7120.48046875,0.0,-11281.59765625,-11281.59765625,11281.58984375,11351.1796875,11381.0,11454.0,11454.0,62.89567565917969,0.0,0.9692591428756714,0.0072596147656440735,0.9944773316383362,-0.0004166431608609855,0.004281517118215561,0.00016736850375309587,0.9671672582626343,0.3376306891441345,0.08632970601320267
570,7132.99072265625,0.0,-11282.06640625,-11282.06640625,11282.0576171875,11351.7734375,11381.03125,11454.0,11454.0,62.69469451904297,0.0,0.9693806171417236,0.00733539555221796,0.9945100545883179,-0.0004093865572940558,0.004276345483958721,0.00016611757746431977,0.9672955274581909,0.33637535572052,0.08647338300943375
571,7145.50146484375,0.0,-11282.5322265625,-11282.5322265625,11282.5234375,11352.3681640625,11381.1328125,11455.0,11455.0,62.49488830566406,0.0,0.969501256942749,0.007413114886730909,0.9945424795150757,-0.0004149635788053274,0.004270526580512524,0.00016407467774115503,0.9674223065376282,0.3351280093193054,0.08662492781877518
572,7158.01220703125,0.0,-11282.994140625,-11282.994140625,11282.986328125,11352.962890625,11381.171875,11455.0,11455.0,62.29624557495117,0.0,0.9696210026741028,0.0074928258545696735,0.9945747256278992,-0.00040865561459213495,0.004263842944055796,0.00016119172505568713,0.967547595500946,0.33388862013816833,0.08678096532821655
573,7170.5224609375,0.0,-11283.4560546875,-11283.4560546875,11283.4462890625,11353.55859375,11381.21875,11455.0,11455.0,62.09876251220703,0.0,0.969740092754364,0.00757457735016942,0.9946064352989197,-0.0004089748836122453,0.004256765358150005,0.00015741829702164978,0.967668354511261,0.3326570689678192,0.08693715929985046
574,7183.033203125,0.0,-11283.9140625,-11283.9140625,11283.9052734375,11354.1552734375,11381.3515625,11455.0,11455.0,61.90242004394531,0.0,0.9698582887649536,0.007658424321562052,0.9946377873420715,-0.0004047858528792858,0.00425200117751956,0.00015271402662619948,0.96778804063797,0.3314332962036133,0.08709616214036942
575,7195.54345703125,0.0,-11284.3701171875,-11284.3701171875,11284.3603515625,11354.751953125,11381.3984375,11455.0,11455.0,61.707210540771484,0.0,0.9699757099151611,0.0077444217167794704,0.9946687817573547,-0.000403015612391755,0.004245455376803875,0.00014705504872836173,0.9679067134857178,0.3302172124385834,0.08725631237030029
576,7208.05419921875,0.0,-11284.8232421875,-11284.8232421875,11284.8134765625,11355.3486328125,11381.4921875,11455.0,11455.0,61.51312255859375,0.0,0.9700922966003418,0.007832631468772888,0.9946995973587036,-0.00039945385651662946,0.004240210633724928,0.00014043845294509083,0.9680233001708984,0.3290087580680847,0.08741508424282074
577,7220.564453125,0.0,-11285.2734375,-11285.2734375,11285.2646484375,11355.9453125,11381.546875,11455.0,11455.0,61.32014465332031,0.0,0.9702081084251404,0.00792311504483223,0.9947298765182495,-0.00039469238254241645,0.00423402339220047,0.00013287109322845936,0.9681383371353149,0.32780778408050537,0.08757071942090988
578,7233.0751953125,0.0,-11285.72265625,-11285.72265625,11285.712890625,11356.5419921875,11381.6640625,11455.0,11455.0,61.12826156616211,0.0,0.9703231453895569,0.008015932515263557,0.9947599768638611,-0.00039232021663337946,0.004228540696203709,0.00012437366240192205,0.9682520627975464,0.32661426067352295,0.0877208411693573
579,7245.58544921875,0.0,-11286.16796875,-11286.16796875,11286.16015625,11357.138671875,11381.71875,11455.0,11455.0,60.93747329711914,0.0,0.9704374670982361,0.008111151866614819,0.994789719581604,-0.00039013614878058434,0.004221371375024319,0.00011496312799863517,0.9683642387390137,0.3254280686378479,0.08786742389202118
580,7258.09619140625,0.0,-11286.6123046875,-11286.6123046875,11286.603515625,11357.7353515625,11381.7578125,11455.0,11455.0,60.747764587402344,0.0,0.9705509543418884,0.00820883922278881,0.9948192238807678,-0.0003870228829327971,0.004212339408695698,0.00010465615923749283,0.9684736132621765,0.32424911856651306,0.08800430595874786
581,7270.6064453125,0.0,-11287.0537109375,-11287.0537109375,11287.044921875,11358.33203125,11381.859375,11457.0,11457.0,60.559120178222656,0.0,0.9706637263298035,0.00830906443297863,0.9948482513427734,-0.0003863327146973461,0.004206315614283085,9.348634193884209e-05,0.9685809016227722,0.32307735085487366,0.08813143521547318
582,7283.1171875,0.0,-11287.4921875,-11287.4921875,11287.4833984375,11358.9306640625,11381.953125,11457.0,11457.0,60.37154006958008,0.0,0.9707757830619812,0.008411907590925694,0.9948771595954895,-0.0003840035933535546,0.004199251998215914,8.149383211275563e-05,0.9686872363090515,0.3219127058982849,0.0882498100399971
583,7295.62744140625,0.0,-11287.927734375,-11287.927734375,11287.919921875,11359.5283203125,11382.0546875,11457.0,11457.0,60.18501281738281,0.0,0.9708871245384216,0.008517442271113396,0.9949055910110474,-0.0003858502022922039,0.004189913626760244,6.873983511468396e-05,0.9687939286231995,0.3207550644874573,0.08835485577583313
584,7308.13818359375,0.0,-11288.36328125,-11288.36328125,11288.35546875,11360.126953125,11382.0625,11457.0,11457.0,59.99951934814453,0.0,0.97099769115448,0.008625747635960579,0.9949337840080261,-0.00038354136631824076,0.004181442782282829,5.5291315220529214e-05,0.9688982367515564,0.31960436701774597,0.08844570070505142
585,7320.6484375,0.0,-11288.794921875,-11288.794921875,11288.787109375,11360.7265625,11382.125,11457.0,11457.0,59.815059661865234,0.0,0.9711074829101562,0.008736914023756981,0.9949617385864258,-0.00038728967774659395,0.0041735791601240635,4.1196512029273435e-05,0.9690011143684387,0.3184605538845062,0.08852185308933258
586,7333.1591796875,0.0,-11289.224609375,-11289.224609375,11289.216796875,11361.326171875,11382.21875,11457.0,11457.0,59.631622314453125,0.0,0.97121661901474,0.008851022459566593,0.9949893355369568,-0.00038416849565692246,0.00416750879958272,2.6485360649530776e-05,0.9691028594970703,0.3173235058784485,0.08858294785022736
587,7345.66943359375,0.0,-11289.65234375,-11289.65234375,11289.64453125,11361.9248046875,11382.3671875,11458.0,11458.0,59.449195861816406,0.0,0.9713250398635864,0.008968167938292027,0.9950167536735535,-0.00038797184242866933,0.004162134602665901,1.1201295819773804e-05,0.9692072868347168,0.31619325280189514,0.08863223344087601
588,7358.18017578125,0.0,-11290.0771484375,-11290.0771484375,11290.0693359375,11362.5234375,11382.5078125,11458.0,11458.0,59.26777648925781,0.0,0.9714328050613403,0.009088445454835892,0.9950438737869263,-0.0003866894403472543,0.004156438633799553,-4.589762284012977e-06,0.9693162441253662,0.31506964564323425,0.08866985142230988
589,7370.6904296875,0.0,-11290.5,-11290.5,11290.4921875,11363.12109375,11382.6015625,11458.0,11458.0,59.08734893798828,0.0,0.9715397357940674,0.009129350073635578,0.9950706958770752,-0.00038918486097827554,0.004151065833866596,-2.0835008399444632e-05,0.9694276452064514,0.3139526844024658,0.08869597315788269
