step,discrete_energy,gap,entropy
0,79.0,1870.0,
1,79.0,1870.0,
2,79.0,1870.0,
3,83.0,1874.0,
4,25.0,1816.0,
5,51.0,1842.0,
6,-81.0,1710.0,
7,13.0,1804.0,
8,119.0,1910.0,
9,103.0,1894.0,
10,93.0,1884.0,
11,55.0,1846.0,
12,157.0,1948.0,
13,151.0,1942.0,
14,107.0,1898.0,
15,31.0,1822.0,
16,197.0,1988.0,
17,95.0,1886.0,
18,21.0,1812.0,
19,-15.0,1776.0,
20,143.0,1934.0,
21,-13.0,1778.0,
22,-53.0,1738.0,
23,55.0,1846.0,
24,-101.0,1690.0,
25,-115.0,1676.0,
26,-5.0,1786.0,
27,-147.0,1644.0,
28,-159.0,1632.0,
29,-135.0,1656.0,
30,-147.0,1644.0,
31,-219.0,1572.0,
32,-233.0,1558.0,
33,-219.0,1572.0,
34,-313.0,1478.0,
35,-243.0,1548.0,
36,-301.0,1490.0,
37,-221.0,1570.0,
38,-351.0,1440.0,
39,-365.0,1426.0,
40,-237.0,1554.0,
41,-269.0,1522.0,
42,-427.0,1364.0,
43,-293.0,1498.0,
44,-327.0,1464.0,
45,-457.0,1334.0,
46,-337.0,1454.0,
47,-361.0,1430.0,
48,-361.0,1430.0,
49,-413.0,1378.0,
50,-423.0,1368.0,
51,-461.0,1330.0,
52,-367.0,1424.0,
53,-543.0,1248.0,
54,-487.0,1304.0,
55,-539.0,1252.0,
56,-447.0,1344.0,
57,-487.0,1304.0,
58,-537.0,1254.0,
59,-441.0,1350.0,
60,-531.0,1260.0,
61,-491.0,1300.0,
62,-499.0,1292.0,
63,-531.0,1260.0,
64,-419.0,1372.0,
65,-533.0,1258.0,
66,-573.0,1218.0,
67,-559.0,1232.0,
68,-561.0,1230.0,
69,-511.0,1280.0,
70,-561.0,1230.0,
71,-533.0,1258.0,
72,-533.0,1258.0,
73,-595.0,1196.0,
74,-551.0,1240.0,
75,-605.0,1186.0,
76,-573.0,1218.0,
77,-501.0,1290.0,
78,-523.0,1268.0,
79,-543.0,1248.0,
80,-523.0,1268.0,
81,-503.0,1288.0,
82,-531.0,1260.0,
83,-517.0,1274.0,
84,-633.0,1158.0,
85,-553.0,1238.0,
86,-649.0,1142.0,
87,-653.0,1138.0,
88,-751.0,1040.0,
89,-711.0,1080.0,
90,-793.0,998.0,
91,-829.0,962.0,
92,-899.0,892.0,
93,-945.0,846.0,
94,-999.0,792.0,
95,-1071.0,720.0,
96,-1185.0,606.0,
97,-1269.0,522.0,
98,-1411.0,380.0,
99,-1443.0,348.0,
100,-1469.0,322.0,
101,-1515.0,276.0,
102,-1549.0,242.0,
103,-1561.0,230.0,
104,-1571.0,220.0,
105,-1595.0,196.0,
106,-1615.0,176.0,
107,-1635.0,156.0,
108,-1655.0,136.0,
109,-1675.0,116.0,
110,-1703.0,88.0,
111,-1699.0,92.0,
112,-1713.0,78.0,
113,-1721.0,70.0,
114,-1711.0,80.0,
115,-1709.0,82.0,
116,-1721.0,70.0,
117,-1717.0,74.0,
118,-1727.0,64.0,
119,-1731.0,60.0,
120,-1735.0,56.0,
121,-1745.0,46.0,
122,-1737.0,54.0,
123,-1737.0,54.0,
124,-1731.0,60.0,
125,-1725.0,66.0,
126,-1749.0,42.0,
127,-1753.0,38.0,
128,-1751.0,40.0,
129,-1755.0,36.0,
130,-1745.0,46.0,
131,-1753.0,38.0,
132,-1757.0,34.0,
133,-1759.0,32.0,
134,-1767.0,24.0,
135,-1769.0,22.0,
136,-1769.0,22.0,
137,-1769.0,22.0,
138,-1771.0,20.0,
139,-1769.0,22.0,
140,-1771.0,20.0,
141,-1771.0,20.0,
142,-1769.0,22.0,
143,-1769.0,22.0,
144,-1769.0,22.0,
145,-1769.0,22.0,
146,-1773.0,18.0,
147,-1773.0,18.0,
148,-1773.0,18.0,
149,-1775.0,16.0,
150,-1773.0,18.0,
151,-1773.0,18.0,
152,-1773.0,18.0,
153,-1771.0,20.0,
154,-1773.0,18.0,
155,-1775.0,16.0,
156,-1775.0,16.0,
157,-1775.0,16.0,
158,-1775.0,16.0,
159,-1775.0,16.0,
160,-1775.0,16.0,
161,-1775.0,16.0,
162,-1777.0,14.0,
163,-1777.0,14.0,
164,-1777.0,14.0,
165,-1777.0,14.0,
166,-1777.0,14.0,
167,-1777.0,14.0,
168,-1777.0,14.0,
169,-1777.0,14.0,
170,-1777.0,14.0,
171,-1777.0,14.0,
172,-1777.0,14.0,
173,-1779.0,12.0,
174,-1779.0,12.0,
175,-1779.0,12.0,
176,-1779.0,12.0,
177,-1779.0,12.0,
178,-1779.0,12.0,
179,-1779.0,12.0,
180,-1779.0,12.0,
181,-1779.0,12.0,
182,-1779.0,12.0,
183,-1779.0,12.0,
184,-1779.0,12.0,
185,-1779.0,12.0,
186,-1779.0,12.0,
187,-1779.0,12.0,
188,-1779.0,12.0,
189,-1779.0,12.0,
190,-1779.0,12.0,
191,-1779.0,12.0,
192,-1779.0,12.0,
193,-1779.0,12.0,
194,-1779.0,12.0,
195,-1779.0,12.0,
196,-1779.0,12.0,
197,-1779.0,12.0,
198,-1779.0,12.0,
199,-1779.0,12.0,
200,-1779.0,12.0,
201,-1779.0,12.0,
202,-1779.0,12.0,
203,-1779.0,12.0,
204,-1779.0,12.0,
205,-1779.0,12.0,
206,-1779.0,12.0,
207,-1779.0,12.0,
208,-1779.0,12.0,
209,-1779.0,12.0,
210,-1779.0,12.0,
211,-1779.0,12.0,
212,-1779.0,12.0,
213,-1779.0,12.0,
214,-1779.0,12.0,
215,-1779.0,12.0,
216,-1779.0,12.0,
217,-1779.0,12.0,
218,-1779.0,12.0,
219,-1779.0,12.0,
220,-1779.0,12.0,
221,-1779.0,12.0,
222,-1779.0,12.0,
223,-1779.0,12.0,
224,-1779.0,12.0,
225,-1779.0,12.0,
226,-1779.0,12.0,
227,-1779.0,12.0,
228,-1779.0,12.0,
229,-1779.0,12.0,
230,-1779.0,12.0,
231,-1779.0,12.0,
232,-1779.0,12.0,
233,-1779.0,12.0,
234,-1779.0,12.0,
235,-1779.0,12.0,
236,-1779.0,12.0,
237,-1779.0,12.0,
238,-1779.0,12.0,
239,-1779.0,12.0,
240,-1779.0,12.0,
241,-1779.0,12.0,
242,-1779.0,12.0,
243,-1779.0,12.0,
244,-1779.0,12.0,
245,-1779.0,12.0,
246,-1779.0,12.0,
247,-1779.0,12.0,
248,-1779.0,12.0,
249,-1779.0,12.0,
250,-1779.0,12.0,
251,-1779.0,12.0,
252,-1779.0,12.0,
253,-1779.0,12.0,
254,-1779.0,12.0,
255,-1779.0,12.0,
256,-1779.0,12.0,
257,-1779.0,12.0,
258,-1779.0,12.0,
259,-1779.0,12.0,
260,-1779.0,12.0,
261,-1779.0,12.0,
262,-1779.0,12.0,
263,-1779.0,12.0,
264,-1779.0,12.0,
265,-1779.0,12.0,
266,-1779.0,12.0,
267,-1779.0,12.0,
268,-1779.0,12.0,
269,-1779.0,12.0,
270,-1779.0,12.0,
271,-1779.0,12.0,
272,-1779.0,12.0,
273,-1779.0,12.0,
274,-1779.0,12.0,
275,-1779.0,12.0,
276,-1779.0,12.0,
277,-1779.0,12.0,
278,-1779.0,12.0,
279,-1779.0,12.0,
280,-1779.0,12.0,
281,-1779.0,12.0,
282,-1779.0,12.0,
283,-1779.0,12.0,
284,-1779.0,12.0,
285,-1779.0,12.0,
286,-1779.0,12.0,
287,-1779.0,12.0,
288,-1779.0,12.0,
289,-1779.0,12.0,
290,-1779.0,12.0,
291,-1779.0,12.0,
292,-1779.0,12.0,
293,-1779.0,12.0,
294,-1779.0,12.0,
295,-1779.0,12.0,
296,-1779.0,12.0,
297,-1779.0,12.0,
298,-1779.0,12.0,
299,-1779.0,12.0,
300,-1779.0,12.0,
301,-1779.0,12.0,
302,-1779.0,12.0,
303,-1779.0,12.0,
304,-1779.0,12.0,
305,-1779.0,12.0,
306,-1779.0,12.0,
307,-1779.0,12.0,
308,-1779.0,12.0,
309,-1779.0,12.0,
310,-1779.0,12.0,
311,-1779.0,12.0,
312,-1779.0,12.0,
313,-1779.0,12.0,
314,-1779.0,12.0,
315,-1779.0,12.0,
316,-1779.0,12.0,
317,-1779.0,12.0,
318,-1779.0,12.0,
319,-1779.0,12.0,
320,-1779.0,12.0,
321,-1779.0,12.0,
322,-1779.0,12.0,
323,-1779.0,12.0,
324,-1779.0,12.0,
325,-1779.0,12.0,
326,-1779.0,12.0,
327,-1779.0,12.0,
328,-1779.0,12.0,
329,-1779.0,12.0,
