step,discrete_cut,gap,entropy
0,12.0,980.0,552.6689453125
1,-92.0,1084.0,1.0719847679138184
2,86.0,906.0,0.0011687278747558594
3,204.0,788.0,9.5367431640625e-07
4,299.0,693.0,0.0
5,354.0,638.0,0.0
6,440.0,552.0,0.0
7,475.0,517.0,0.0
8,507.0,485.0,0.0
9,520.0,472.0,0.0
10,554.0,438.0,0.0
11,597.0,395.0,0.0
12,617.0,375.0,0.0
13,654.0,338.0,0.0
14,677.0,315.0,0.0
15,695.0,297.0,0.0
16,706.0,286.0,0.0
17,715.0,277.0,0.0
18,702.0,290.0,1.9073486328125e-06
19,664.0,328.0,0.0003399848937988281
20,583.0,409.0,0.02689075469970703
21,542.0,450.0,1.9902379512786865
22,549.0,443.0,90.9916000366211
23,204.0,788.0,93.38326263427734
24,152.0,840.0,46.07710266113281
25,175.0,817.0,11.756183624267578
26,223.0,769.0,4.314248085021973
27,249.0,743.0,3.2225005626678467
28,245.0,747.0,0.7990793585777283
29,253.0,739.0,1.2975865602493286
30,242.0,750.0,0.5674221515655518
31,268.0,724.0,0.6804516315460205
32,301.0,691.0,0.10277748107910156
33,334.0,658.0,0.024419069290161133
34,336.0,656.0,0.020125865936279297
35,367.0,625.0,0.029714345932006836
36,403.0,589.0,0.06256937980651855
37,404.0,588.0,0.16048014163970947
38,438.0,554.0,0.7452441453933716
39,450.0,542.0,0.2436279058456421
40,452.0,540.0,0.1287672519683838
41,472.0,520.0,0.06041741371154785
42,465.0,527.0,0.1518932580947876
43,469.0,523.0,0.9200007319450378
44,394.0,598.0,2.74715256690979
45,313.0,679.0,10.75721549987793
46,251.0,741.0,20.469335556030273
47,253.0,739.0,31.08864402770996
48,192.0,800.0,29.072486877441406
49,199.0,793.0,22.74228286743164
50,221.0,771.0,17.276453018188477
51,214.0,778.0,11.601709365844727
52,241.0,751.0,10.040287017822266
53,268.0,724.0,6.746943473815918
54,255.0,737.0,6.0604400634765625
55,295.0,697.0,3.4188427925109863
56,343.0,649.0,3.4513750076293945
57,379.0,613.0,3.2350211143493652
58,412.0,580.0,2.2964632511138916
59,435.0,557.0,3.580312490463257
60,445.0,547.0,1.7611654996871948
61,469.0,523.0,1.5505691766738892
62,444.0,548.0,3.4692301750183105
63,447.0,545.0,4.24711799621582
64,435.0,557.0,7.5882439613342285
65,451.0,541.0,8.143512725830078
66,433.0,559.0,7.853557586669922
67,459.0,533.0,8.182304382324219
68,446.0,546.0,5.425861835479736
69,411.0,581.0,8.726380348205566
70,400.0,592.0,11.201253890991211
71,411.0,581.0,13.747916221618652
72,372.0,620.0,15.03121280670166
73,355.0,637.0,19.44699478149414
74,316.0,676.0,14.738723754882812
75,343.0,649.0,14.166728019714355
76,352.0,640.0,16.20724105834961
77,337.0,655.0,14.975329399108887
78,355.0,637.0,12.886396408081055
79,420.0,572.0,9.409189224243164
80,429.0,563.0,7.421914100646973
81,442.0,550.0,9.293562889099121
82,443.0,549.0,5.187638282775879
83,447.0,545.0,4.219295024871826
84,473.0,519.0,5.349783897399902
85,444.0,548.0,6.209097385406494
86,435.0,557.0,6.650540828704834
87,484.0,508.0,8.944103240966797
88,471.0,521.0,11.233963012695312
89,457.0,535.0,8.83837890625
90,483.0,509.0,10.744054794311523
91,466.0,526.0,9.994038581848145
92,447.0,545.0,10.317573547363281
93,473.0,519.0,10.620071411132812
94,467.0,525.0,12.674644470214844
95,484.0,508.0,11.938007354736328
96,454.0,538.0,14.723480224609375
97,417.0,575.0,14.105278015136719
98,420.0,572.0,13.169816017150879
99,369.0,623.0,14.59443187713623
100,406.0,586.0,14.923383712768555
101,440.0,552.0,11.018210411071777
102,425.0,567.0,12.995474815368652
103,439.0,553.0,12.170218467712402
104,461.0,531.0,12.355551719665527
105,421.0,571.0,9.233016014099121
106,475.0,517.0,9.086015701293945
107,453.0,539.0,8.258321762084961
108,468.0,524.0,6.761223793029785
109,493.0,499.0,6.20185661315918
110,493.0,499.0,8.431784629821777
111,490.0,502.0,8.078607559204102
112,477.0,515.0,6.586583137512207
113,477.0,515.0,8.701034545898438
114,428.0,564.0,10.443343162536621
115,464.0,528.0,11.585904121398926
116,490.0,502.0,12.754226684570312
117,489.0,503.0,8.147846221923828
118,500.0,492.0,10.868656158447266
119,549.0,443.0,8.669591903686523
120,503.0,489.0,9.199914932250977
121,510.0,482.0,11.043864250183105
122,495.0,497.0,14.112979888916016
123,459.0,533.0,11.580549240112305
124,470.0,522.0,13.451669692993164
125,487.0,505.0,14.537510871887207
126,519.0,473.0,12.947559356689453
127,493.0,499.0,14.12289810180664
128,510.0,482.0,9.402891159057617
129,504.0,488.0,10.272480010986328
130,543.0,449.0,11.177602767944336
131,491.0,501.0,11.509559631347656
132,477.0,515.0,10.506861686706543
133,505.0,487.0,10.56021499633789
134,528.0,464.0,8.000272750854492
135,536.0,456.0,11.124861717224121
136,518.0,474.0,13.351105690002441
137,500.0,492.0,12.10741138458252
138,507.0,485.0,9.575644493103027
139,506.0,486.0,8.243256568908691
140,520.0,472.0,10.08983039855957
141,480.0,512.0,14.223779678344727
142,490.0,502.0,14.573720932006836
143,479.0,513.0,12.315455436706543
144,476.0,516.0,12.479968070983887
145,440.0,552.0,11.464621543884277
146,475.0,517.0,11.90584945678711
147,463.0,529.0,11.07270336151123
148,422.0,570.0,12.828619003295898
149,414.0,578.0,14.484762191772461
150,428.0,564.0,12.35444450378418
151,441.0,551.0,10.24476432800293
152,475.0,517.0,11.489462852478027
153,487.0,505.0,13.965219497680664
154,543.0,449.0,11.275154113769531
155,532.0,460.0,11.069154739379883
156,469.0,523.0,12.148942947387695
157,499.0,493.0,12.30345344543457
158,479.0,513.0,12.162370681762695
159,477.0,515.0,9.727590560913086
160,479.0,513.0,12.262428283691406
161,498.0,494.0,10.275148391723633
162,519.0,473.0,7.7166266441345215
163,545.0,447.0,9.288715362548828
164,525.0,467.0,8.634955406188965
165,516.0,476.0,8.935674667358398
166,532.0,460.0,10.664358139038086
167,504.0,488.0,13.184297561645508
168,515.0,477.0,9.52609920501709
169,543.0,449.0,10.057629585266113
170,510.0,482.0,8.557494163513184
171,500.0,492.0,11.059350967407227
172,474.0,518.0,12.11467456817627
173,480.0,512.0,11.911737442016602
174,517.0,475.0,13.45569896697998
175,512.0,480.0,12.952836990356445
176,509.0,483.0,13.860023498535156
177,494.0,498.0,15.012847900390625
178,476.0,516.0,14.078254699707031
179,506.0,486.0,14.360150337219238
180,483.0,509.0,14.080878257751465
181,451.0,541.0,14.048942565917969
182,463.0,529.0,13.480804443359375
183,456.0,536.0,12.076598167419434
184,506.0,486.0,13.947122573852539
185,490.0,502.0,13.787407875061035
186,505.0,487.0,10.381587982177734
187,506.0,486.0,9.262128829956055
188,506.0,486.0,12.102434158325195
189,538.0,454.0,10.867072105407715
190,530.0,462.0,9.141413688659668
191,563.0,429.0,12.69893741607666
192,540.0,452.0,11.886323928833008
193,535.0,457.0,7.995814323425293
194,528.0,464.0,8.428512573242188
195,527.0,465.0,9.352444648742676
196,528.0,464.0,10.77048397064209
197,464.0,528.0,13.86417007446289
198,475.0,517.0,14.99989128112793
199,486.0,506.0,12.720102310180664
200,480.0,512.0,13.049654006958008
201,530.0,462.0,10.598882675170898
202,534.0,458.0,10.7610445022583
203,524.0,468.0,13.704185485839844
204,495.0,497.0,13.483026504516602
205,483.0,509.0,14.075702667236328
206,488.0,504.0,13.600625991821289
207,436.0,556.0,12.597538948059082
208,472.0,520.0,12.290970802307129
209,453.0,539.0,14.26375961303711
210,461.0,531.0,11.33297061920166
211,439.0,553.0,12.419057846069336
212,460.0,532.0,12.632357597351074
213,473.0,519.0,13.040393829345703
214,465.0,527.0,12.52952766418457
215,476.0,516.0,12.327972412109375
216,492.0,500.0,12.235411643981934
217,497.0,495.0,12.145248413085938
218,498.0,494.0,11.303631782531738
219,493.0,499.0,12.798736572265625
220,500.0,492.0,11.73220443725586
