method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec,replicas
qefem,0,3371835386,-67588.0,33274.0,63.0,,,False,2585,717.833224416012,8192
qefem,1,3700479728,-67588.0,33274.0,63.0,,,False,1645,718.7609562079888,8192
qefem,2,1934420243,-67588.0,33274.0,63.0,,,False,3468,682.9162182080036,8192
qefem,3,716463040,-67626.0,33293.0,44.0,,,False,1128,659.5910033329856,8192
qefem,4,424211264,-67622.0,33291.0,46.0,,,False,4853,660.4130236249766,8192
