step,discrete_cut,gap,entropy
0,-554.0,33891.0,1366.9007568359375
1,-10296.0,43633.0,1304.6927490234375
2,-11687.0,45024.0,1099.4501953125
3,16086.0,17251.0,813.375244140625
4,7716.0,25621.0,550.2596435546875
5,8646.0,24691.0,368.20831298828125
6,13264.0,20073.0,253.9085693359375
7,19230.0,14107.0,182.15235900878906
8,21877.0,11460.0,135.794921875
9,23326.0,10011.0,104.91122436523438
10,23853.0,9484.0,83.8055648803711
11,24068.0,9269.0,69.09693908691406
12,24500.0,8837.0,58.69823455810547
13,25288.0,8049.0,51.2813720703125
14,25991.0,7346.0,45.98662567138672
15,26222.0,7115.0,42.25666427612305
16,26456.0,6881.0,39.73716735839844
17,26904.0,6433.0,38.21433639526367
18,27087.0,6250.0,37.574302673339844
19,27189.0,6148.0,37.77655029296875
20,27445.0,5892.0,38.83695983886719
21,27730.0,5607.0,40.81751251220703
22,28001.0,5336.0,43.81895446777344
23,28251.0,5086.0,47.97090148925781
24,28403.0,4934.0,53.418495178222656
25,28590.0,4747.0,60.31147766113281
26,28794.0,4543.0,68.81288146972656
27,29097.0,4240.0,79.09586334228516
28,29115.0,4222.0,91.26749420166016
29,29245.0,4092.0,105.31879425048828
30,29416.0,3921.0,121.11293029785156
31,29589.0,3748.0,138.43829345703125
32,29730.0,3607.0,157.0540313720703
33,29875.0,3462.0,176.7274169921875
34,29898.0,3439.0,197.2407989501953
35,30038.0,3299.0,218.39376831054688
36,30138.0,3199.0,240.00534057617188
37,30177.0,3160.0,261.9395751953125
38,30305.0,3032.0,284.1034851074219
39,30347.0,2990.0,306.32421875
40,30343.0,2994.0,328.31396484375
41,30439.0,2898.0,349.7162780761719
42,30588.0,2749.0,370.12103271484375
43,30703.0,2634.0,389.1046447753906
44,30711.0,2626.0,406.11468505859375
45,30696.0,2641.0,420.54693603515625
46,30690.0,2647.0,432.06768798828125
47,30685.0,2652.0,440.77642822265625
48,30690.0,2647.0,447.0284423828125
49,30650.0,2687.0,451.24072265625
50,30768.0,2569.0,453.7802429199219
51,30789.0,2548.0,454.9556884765625
52,30735.0,2602.0,455.13714599609375
53,30863.0,2474.0,454.5668640136719
54,30853.0,2484.0,453.3472900390625
55,30892.0,2445.0,451.64105224609375
56,30849.0,2488.0,449.67840576171875
57,30853.0,2484.0,447.7230224609375
58,30856.0,2481.0,446.02935791015625
59,30832.0,2505.0,444.8134460449219
60,30950.0,2387.0,444.2623291015625
61,30951.0,2386.0,444.4827880859375
62,31006.0,2331.0,445.4614562988281
63,31146.0,2191.0,447.11773681640625
64,31190.0,2147.0,449.3023986816406
65,31177.0,2160.0,451.782958984375
66,31146.0,2191.0,454.29571533203125
67,31252.0,2085.0,456.6393737792969
68,31224.0,2113.0,458.72137451171875
69,31239.0,2098.0,460.539306640625
70,31246.0,2091.0,462.10406494140625
71,31224.0,2113.0,463.3930358886719
72,31289.0,2048.0,464.3688659667969
73,31355.0,1982.0,465.01470947265625
74,31375.0,1962.0,465.3369140625
75,31398.0,1939.0,465.38897705078125
76,31397.0,1940.0,465.2789306640625
77,31364.0,1973.0,465.10357666015625
78,31454.0,1883.0,464.90594482421875
79,31452.0,1885.0,464.695556640625
80,31412.0,1925.0,464.47064208984375
81,31497.0,1840.0,464.27178955078125
82,31518.0,1819.0,464.11456298828125
83,31588.0,1749.0,464.0129699707031
84,31654.0,1683.0,463.9063720703125
85,31682.0,1655.0,463.73345947265625
86,31717.0,1620.0,463.46282958984375
87,31792.0,1545.0,463.0885009765625
88,31850.0,1487.0,462.6254577636719
89,31823.0,1514.0,462.0883483886719
90,31837.0,1500.0,461.5223388671875
91,31762.0,1575.0,460.96856689453125
92,31846.0,1491.0,460.4076232910156
93,31845.0,1492.0,459.8502197265625
94,31900.0,1437.0,459.2718505859375
95,31820.0,1517.0,458.7132873535156
96,31806.0,1531.0,458.1842346191406
97,31784.0,1553.0,457.6652526855469
98,31823.0,1514.0,457.0679626464844
99,31858.0,1479.0,456.41009521484375
100,32012.0,1325.0,455.7055969238281
101,32027.0,1310.0,454.97637939453125
102,32096.0,1241.0,454.2010498046875
103,32097.0,1240.0,453.4078369140625
104,32059.0,1278.0,452.6149597167969
105,32044.0,1293.0,451.86199951171875
