step,discrete_energy,gap,entropy
0,14.0,1734.0,
1,14.0,1734.0,
2,14.0,1734.0,
3,0.0,1720.0,
4,28.0,1748.0,
5,-20.0,1700.0,
6,58.0,1778.0,
7,-36.0,1684.0,
8,-22.0,1698.0,
9,-32.0,1688.0,
10,6.0,1726.0,
11,30.0,1750.0,
12,32.0,1752.0,
13,80.0,1800.0,
14,56.0,1776.0,
15,70.0,1790.0,
16,62.0,1782.0,
17,40.0,1760.0,
18,36.0,1756.0,
19,84.0,1804.0,
20,114.0,1834.0,
21,-76.0,1644.0,
22,-70.0,1650.0,
23,52.0,1772.0,
24,-40.0,1680.0,
25,-32.0,1688.0,
26,-44.0,1676.0,
27,-74.0,1646.0,
28,-110.0,1610.0,
29,-52.0,1668.0,
30,-96.0,1624.0,
31,-116.0,1604.0,
32,-200.0,1520.0,
33,-168.0,1552.0,
34,-284.0,1436.0,
35,-210.0,1510.0,
36,-230.0,1490.0,
37,-306.0,1414.0,
38,-304.0,1416.0,
39,-374.0,1346.0,
40,-368.0,1352.0,
41,-314.0,1406.0,
42,-384.0,1336.0,
43,-366.0,1354.0,
44,-422.0,1298.0,
45,-404.0,1316.0,
46,-444.0,1276.0,
47,-352.0,1368.0,
48,-358.0,1362.0,
49,-390.0,1330.0,
50,-452.0,1268.0,
51,-422.0,1298.0,
52,-362.0,1358.0,
53,-462.0,1258.0,
54,-442.0,1278.0,
55,-444.0,1276.0,
56,-508.0,1212.0,
57,-588.0,1132.0,
58,-400.0,1320.0,
59,-494.0,1226.0,
60,-472.0,1248.0,
61,-450.0,1270.0,
62,-508.0,1212.0,
63,-458.0,1262.0,
64,-372.0,1348.0,
65,-510.0,1210.0,
66,-556.0,1164.0,
67,-544.0,1176.0,
68,-490.0,1230.0,
69,-506.0,1214.0,
70,-522.0,1198.0,
71,-570.0,1150.0,
72,-542.0,1178.0,
73,-612.0,1108.0,
74,-512.0,1208.0,
75,-412.0,1308.0,
76,-578.0,1142.0,
77,-518.0,1202.0,
78,-578.0,1142.0,
79,-440.0,1280.0,
80,-454.0,1266.0,
81,-572.0,1148.0,
82,-552.0,1168.0,
83,-598.0,1122.0,
84,-522.0,1198.0,
85,-520.0,1200.0,
86,-606.0,1114.0,
87,-714.0,1006.0,
88,-622.0,1098.0,
89,-676.0,1044.0,
90,-708.0,1012.0,
91,-774.0,946.0,
92,-672.0,1048.0,
93,-774.0,946.0,
94,-834.0,886.0,
95,-860.0,860.0,
96,-982.0,738.0,
97,-1102.0,618.0,
98,-1192.0,528.0,
99,-1256.0,464.0,
100,-1294.0,426.0,
101,-1386.0,334.0,
102,-1458.0,262.0,
103,-1464.0,256.0,
104,-1484.0,236.0,
105,-1506.0,214.0,
106,-1502.0,218.0,
107,-1500.0,220.0,
108,-1544.0,176.0,
109,-1570.0,150.0,
110,-1596.0,124.0,
111,-1600.0,120.0,
112,-1628.0,92.0,
113,-1636.0,84.0,
114,-1634.0,86.0,
115,-1642.0,78.0,
116,-1650.0,70.0,
117,-1650.0,70.0,
118,-1656.0,64.0,
119,-1664.0,56.0,
120,-1656.0,64.0,
121,-1656.0,64.0,
122,-1658.0,62.0,
123,-1670.0,50.0,
124,-1674.0,46.0,
125,-1674.0,46.0,
126,-1678.0,42.0,
127,-1684.0,36.0,
128,-1684.0,36.0,
129,-1686.0,34.0,
130,-1690.0,30.0,
131,-1690.0,30.0,
132,-1690.0,30.0,
133,-1700.0,20.0,
134,-1696.0,24.0,
135,-1698.0,22.0,
136,-1700.0,20.0,
137,-1700.0,20.0,
138,-1698.0,22.0,
139,-1698.0,22.0,
140,-1700.0,20.0,
141,-1698.0,22.0,
142,-1702.0,18.0,
143,-1704.0,16.0,
144,-1706.0,14.0,
145,-1706.0,14.0,
146,-1708.0,12.0,
147,-1708.0,12.0,
148,-1708.0,12.0,
149,-1708.0,12.0,
150,-1710.0,10.0,
151,-1710.0,10.0,
152,-1710.0,10.0,
153,-1710.0,10.0,
154,-1710.0,10.0,
155,-1710.0,10.0,
156,-1710.0,10.0,
157,-1710.0,10.0,
158,-1710.0,10.0,
159,-1710.0,10.0,
160,-1710.0,10.0,
161,-1710.0,10.0,
162,-1710.0,10.0,
163,-1710.0,10.0,
164,-1710.0,10.0,
165,-1710.0,10.0,
166,-1710.0,10.0,
167,-1710.0,10.0,
168,-1710.0,10.0,
169,-1710.0,10.0,
170,-1710.0,10.0,
171,-1710.0,10.0,
172,-1710.0,10.0,
173,-1710.0,10.0,
174,-1710.0,10.0,
175,-1710.0,10.0,
176,-1710.0,10.0,
177,-1710.0,10.0,
178,-1710.0,10.0,
179,-1710.0,10.0,
180,-1710.0,10.0,
181,-1710.0,10.0,
182,-1710.0,10.0,
183,-1710.0,10.0,
184,-1710.0,10.0,
185,-1710.0,10.0,
186,-1710.0,10.0,
187,-1710.0,10.0,
188,-1712.0,8.0,
189,-1712.0,8.0,
190,-1712.0,8.0,
191,-1712.0,8.0,
192,-1712.0,8.0,
193,-1712.0,8.0,
194,-1712.0,8.0,
195,-1712.0,8.0,
196,-1712.0,8.0,
197,-1712.0,8.0,
198,-1712.0,8.0,
199,-1712.0,8.0,
200,-1712.0,8.0,
201,-1712.0,8.0,
202,-1712.0,8.0,
203,-1712.0,8.0,
204,-1712.0,8.0,
205,-1712.0,8.0,
206,-1712.0,8.0,
207,-1712.0,8.0,
208,-1712.0,8.0,
209,-1712.0,8.0,
210,-1712.0,8.0,
211,-1712.0,8.0,
212,-1712.0,8.0,
213,-1712.0,8.0,
214,-1712.0,8.0,
215,-1712.0,8.0,
216,-1712.0,8.0,
217,-1712.0,8.0,
218,-1712.0,8.0,
219,-1712.0,8.0,
220,-1712.0,8.0,
221,-1712.0,8.0,
222,-1712.0,8.0,
223,-1712.0,8.0,
224,-1712.0,8.0,
225,-1712.0,8.0,
226,-1712.0,8.0,
227,-1712.0,8.0,
228,-1712.0,8.0,
229,-1712.0,8.0,
230,-1712.0,8.0,
231,-1712.0,8.0,
232,-1712.0,8.0,
233,-1712.0,8.0,
234,-1712.0,8.0,
235,-1712.0,8.0,
236,-1712.0,8.0,
237,-1712.0,8.0,
238,-1712.0,8.0,
239,-1712.0,8.0,
240,-1712.0,8.0,
241,-1712.0,8.0,
242,-1712.0,8.0,
243,-1712.0,8.0,
244,-1712.0,8.0,
245,-1712.0,8.0,
246,-1712.0,8.0,
247,-1712.0,8.0,
248,-1712.0,8.0,
249,-1712.0,8.0,
250,-1712.0,8.0,
251,-1712.0,8.0,
252,-1712.0,8.0,
253,-1712.0,8.0,
254,-1712.0,8.0,
255,-1712.0,8.0,
256,-1712.0,8.0,
257,-1712.0,8.0,
258,-1712.0,8.0,
259,-1712.0,8.0,
260,-1712.0,8.0,
261,-1712.0,8.0,
262,-1712.0,8.0,
263,-1712.0,8.0,
264,-1712.0,8.0,
265,-1712.0,8.0,
266,-1712.0,8.0,
267,-1712.0,8.0,
268,-1712.0,8.0,
269,-1712.0,8.0,
270,-1712.0,8.0,
271,-1712.0,8.0,
272,-1712.0,8.0,
