step,discrete_energy,gap,entropy
0,38.0,1758.0,707.135498046875
1,492.0,2212.0,701.783935546875
2,780.0,2500.0,677.6226806640625
3,-376.0,1344.0,630.3209838867188
4,620.0,2340.0,565.8102416992188
5,614.0,2334.0,504.3095397949219
6,196.0,1916.0,458.08966064453125
7,-300.0,1420.0,429.3362121582031
8,472.0,2192.0,417.3186950683594
9,498.0,2218.0,420.9669189453125
10,82.0,1802.0,438.5390930175781
11,-204.0,1516.0,467.4922180175781
12,318.0,2038.0,504.83856201171875
13,268.0,1988.0,546.7508544921875
14,-176.0,1544.0,587.62451171875
15,144.0,1864.0,621.5132446289062
16,104.0,1824.0,644.8558349609375
17,-130.0,1590.0,656.5156860351562
18,-58.0,1662.0,656.9567260742188
19,14.0,1734.0,647.82666015625
20,-312.0,1408.0,631.0408935546875
21,-192.0,1528.0,609.1697998046875
22,-122.0,1598.0,586.061767578125
23,-348.0,1372.0,565.9680786132812
24,-176.0,1544.0,552.344482421875
25,-220.0,1500.0,547.2034301757812
26,-352.0,1368.0,550.758056640625
27,-318.0,1402.0,561.5299682617188
28,-332.0,1388.0,576.8233642578125
29,-312.0,1408.0,593.2615966796875
30,-272.0,1448.0,607.4389038085938
31,-330.0,1390.0,616.66650390625
32,-342.0,1378.0,619.548583984375
33,-280.0,1440.0,616.193359375
34,-284.0,1436.0,608.0776977539062
35,-222.0,1498.0,597.6951293945312
36,-338.0,1382.0,587.990966796875
37,-250.0,1470.0,581.5676879882812
38,-154.0,1566.0,579.9432983398438
39,-260.0,1460.0,583.1083984375
40,-92.0,1628.0,589.5772705078125
41,-210.0,1510.0,596.9448852539062
42,6.0,1726.0,602.7115478515625
43,-18.0,1702.0,605.1348876953125
44,20.0,1740.0,603.801025390625
45,94.0,1814.0,599.707763671875
46,264.0,1984.0,594.8062744140625
47,244.0,1964.0,591.1825561523438
48,266.0,1986.0,590.2146606445312
49,388.0,2108.0,591.9718017578125
50,468.0,2188.0,595.2830810546875
51,552.0,2272.0,598.3636474609375
52,472.0,2192.0,599.7429809570312
53,456.0,2176.0,598.9802856445312
54,612.0,2332.0,596.832275390625
55,624.0,2344.0,594.7201538085938
56,726.0,2446.0,593.876953125
57,688.0,2408.0,594.6112060546875
58,678.0,2398.0,596.1922607421875
59,820.0,2540.0,597.4412841796875
60,780.0,2500.0,597.5643310546875
61,794.0,2514.0,596.6845703125
62,812.0,2532.0,595.6508178710938
63,670.0,2390.0,595.3004150390625
64,734.0,2454.0,595.787841796875
65,700.0,2420.0,596.5443725585938
66,626.0,2346.0,596.8511962890625
67,626.0,2346.0,596.5234375
68,578.0,2298.0,596.0155639648438
69,742.0,2462.0,595.8748779296875
70,564.0,2284.0,596.1771240234375
71,438.0,2158.0,596.4999389648438
72,588.0,2308.0,596.4683227539062
73,662.0,2382.0,596.2009887695312
74,618.0,2338.0,596.0890502929688
75,678.0,2398.0,596.251953125
76,610.0,2330.0,596.3924560546875
77,532.0,2252.0,596.3095703125
78,526.0,2246.0,596.198486328125
79,586.0,2306.0,596.2557373046875
80,578.0,2298.0,596.3251953125
81,610.0,2330.0,596.281005859375
82,630.0,2350.0,596.2635498046875
83,642.0,2362.0,596.2777709960938
84,698.0,2418.0,596.27587890625
85,528.0,2248.0,596.301025390625
86,566.0,2286.0,596.2551879882812
87,530.0,2250.0,596.2811279296875
88,580.0,2300.0,596.3255615234375
89,610.0,2330.0,596.2249755859375
90,628.0,2348.0,596.350341796875
91,616.0,2336.0,596.232421875
92,532.0,2252.0,596.3139038085938
93,510.0,2230.0,596.244384765625
94,578.0,2298.0,596.307861328125
95,554.0,2274.0,596.2535400390625
96,540.0,2260.0,596.183837890625
97,642.0,2362.0,596.3596801757812
98,532.0,2252.0,596.1635131835938
99,470.0,2190.0,596.2257080078125
100,472.0,2192.0,596.2867431640625
101,586.0,2306.0,596.143798828125
102,524.0,2244.0,596.2310791015625
103,610.0,2330.0,596.2417602539062
104,506.0,2226.0,596.1665649414062
105,554.0,2274.0,596.1690673828125
106,498.0,2218.0,596.2660522460938
107,468.0,2188.0,596.07275390625
108,422.0,2142.0,596.01318359375
109,374.0,2094.0,596.0526123046875
110,448.0,2168.0,595.7823486328125
111,456.0,2176.0,595.6054077148438
112,412.0,2132.0,595.552978515625
113,596.0,2316.0,595.3526611328125
114,486.0,2206.0,595.3203125
115,402.0,2122.0,595.4126586914062
116,340.0,2060.0,595.4415283203125
117,346.0,2066.0,595.591064453125
118,362.0,2082.0,595.639404296875
119,386.0,2106.0,595.6409912109375
120,272.0,1992.0,595.7590942382812
121,270.0,1990.0,595.51318359375
122,246.0,1966.0,595.567626953125
123,262.0,1982.0,595.3905029296875
124,210.0,1930.0,595.1162109375
125,138.0,1858.0,595.2279052734375
126,138.0,1858.0,594.8460693359375
127,26.0,1746.0,594.87841796875
128,94.0,1814.0,594.7254028320312
129,-10.0,1710.0,594.3930053710938
130,-170.0,1550.0,594.35302734375
131,-132.0,1588.0,593.7640380859375
132,-214.0,1506.0,593.48193359375
133,-304.0,1416.0,593.0367431640625
134,-332.0,1388.0,592.4517211914062
135,-404.0,1316.0,592.2074584960938
136,-498.0,1222.0,591.4884643554688
137,-492.0,1228.0,591.1578979492188
138,-556.0,1164.0,590.5001831054688
139,-696.0,1024.0,589.9163818359375
140,-772.0,948.0,589.5823974609375
141,-840.0,880.0,588.5673217773438
142,-974.0,746.0,588.1094360351562
143,-968.0,752.0,587.4993286132812
144,-1068.0,652.0,586.307861328125
145,-1140.0,580.0,585.3433837890625
146,-1240.0,480.0,583.72216796875
147,-1354.0,366.0,581.935546875
148,-1344.0,376.0,579.6932983398438
149,-1400.0,320.0,577.2320556640625
150,-1438.0,282.0,575.070068359375
151,-1464.0,256.0,572.403076171875
152,-1504.0,216.0,570.7838134765625
153,-1524.0,196.0,568.8389282226562
154,-1520.0,200.0,566.662353515625
155,-1574.0,146.0,565.035400390625
156,-1582.0,138.0,563.0126953125
157,-1592.0,128.0,561.158447265625
158,-1588.0,132.0,559.34375
159,-1592.0,128.0,557.8910522460938
160,-1594.0,126.0,556.528076171875
161,-1608.0,112.0,554.715087890625
162,-1616.0,104.0,553.6258544921875
163,-1610.0,110.0,552.0682373046875
164,-1626.0,94.0,550.1002197265625
165,-1618.0,102.0,548.5798950195312
166,-1636.0,84.0,546.68115234375
167,-1638.0,82.0,544.6387329101562
168,-1634.0,86.0,542.99462890625
169,-1636.0,84.0,541.044189453125
170,-1634.0,86.0,539.2486572265625
171,-1638.0,82.0,537.6961669921875
172,-1636.0,84.0,535.796630859375
173,-1636.0,84.0,534.3622436523438
174,-1646.0,74.0,532.6279907226562
175,-1638.0,82.0,530.6542358398438
176,-1650.0,70.0,528.9669189453125
177,-1650.0,70.0,526.9900512695312
178,-1652.0,68.0,524.7147216796875
179,-1652.0,68.0,522.813720703125
180,-1658.0,62.0,520.8397827148438
181,-1654.0,66.0,518.6351928710938
182,-1654.0,66.0,517.132568359375
183,-1650.0,70.0,515.42822265625
184,-1658.0,62.0,513.3922119140625
185,-1664.0,56.0,511.8822021484375
186,-1662.0,58.0,509.9637145996094
187,-1660.0,60.0,507.5993347167969
188,-1668.0,52.0,505.3076171875
189,-1660.0,60.0,503.1295471191406
190,-1670.0,50.0,501.2447204589844
191,-1668.0,52.0,499.177490234375
192,-1666.0,54.0,497.255615234375
193,-1672.0,48.0,495.7966003417969
194,-1664.0,56.0,493.7619323730469
195,-1668.0,52.0,491.734130859375
196,-1670.0,50.0,489.6942138671875
197,-1676.0,44.0,487.49853515625
198,-1672.0,48.0,485.2491455078125
199,-1674.0,46.0,483.03411865234375
200,-1674.0,46.0,481.1957092285156
201,-1674.0,46.0,479.24371337890625
202,-1674.0,46.0,477.171875
203,-1676.0,44.0,475.26898193359375
204,-1672.0,48.0,473.1947021484375
205,-1674.0,46.0,471.108642578125
206,-1674.0,46.0,468.99639892578125
207,-1676.0,44.0,466.64263916015625
208,-1676.0,44.0,464.7925720214844
209,-1678.0,42.0,462.83245849609375
210,-1682.0,38.0,460.43560791015625
211,-1680.0,40.0,458.510009765625
212,-1682.0,38.0,456.37225341796875
213,-1682.0,38.0,454.4332275390625
214,-1682.0,38.0,452.29779052734375
215,-1680.0,40.0,450.02593994140625
216,-1682.0,38.0,448.166259765625
217,-1690.0,30.0,445.9969482421875
218,-1684.0,36.0,443.96563720703125
219,-1688.0,32.0,441.7120666503906
220,-1680.0,40.0,439.63641357421875
221,-1684.0,36.0,437.68194580078125
222,-1690.0,30.0,435.4821472167969
223,-1686.0,34.0,433.4662780761719
224,-1692.0,28.0,431.24517822265625
225,-1686.0,34.0,429.16705322265625
226,-1694.0,26.0,427.1266784667969
227,-1692.0,28.0,424.8804931640625
228,-1692.0,28.0,422.8256530761719
229,-1686.0,34.0,420.892822265625
230,-1692.0,28.0,418.78302001953125
231,-1694.0,26.0,416.54425048828125
232,-1692.0,28.0,414.4142150878906
233,-1694.0,26.0,412.3960876464844
234,-1696.0,24.0,410.27227783203125
235,-1696.0,24.0,408.0894775390625
236,-1694.0,26.0,406.1761169433594
237,-1696.0,24.0,403.96551513671875
238,-1698.0,22.0,401.7929382324219
239,-1696.0,24.0,399.8497314453125
240,-1696.0,24.0,397.5901794433594
241,-1700.0,20.0,395.5378112792969
242,-1696.0,24.0,393.4106140136719
243,-1702.0,18.0,391.26824951171875
244,-1702.0,18.0,389.2994079589844
245,-1700.0,20.0,387.23138427734375
246,-1702.0,18.0,384.9305114746094
247,-1702.0,18.0,382.91790771484375
248,-1702.0,18.0,380.83123779296875
249,-1702.0,18.0,378.7130126953125
250,-1702.0,18.0,376.60052490234375
251,-1702.0,18.0,374.5176086425781
252,-1704.0,16.0,372.4507751464844
253,-1704.0,16.0,370.36077880859375
254,-1704.0,16.0,368.1546630859375
255,-1704.0,16.0,366.01513671875
256,-1708.0,12.0,364.0111389160156
257,-1704.0,16.0,361.95001220703125
258,-1708.0,12.0,359.8399963378906
259,-1708.0,12.0,357.8030700683594
260,-1708.0,12.0,355.614990234375
261,-1708.0,12.0,353.53125
262,-1708.0,12.0,351.5472412109375
263,-1710.0,10.0,349.392822265625
264,-1710.0,10.0,347.300048828125
265,-1710.0,10.0,345.20770263671875
266,-1710.0,10.0,343.18072509765625
267,-1710.0,10.0,341.1590270996094
268,-1710.0,10.0,339.0343017578125
269,-1710.0,10.0,337.0091552734375
270,-1710.0,10.0,334.93701171875
271,-1710.0,10.0,332.8393859863281
272,-1710.0,10.0,330.731689453125
273,-1710.0,10.0,328.63238525390625
274,-1710.0,10.0,326.7724609375
275,-1710.0,10.0,324.67486572265625
276,-1712.0,8.0,322.61090087890625
277,-1710.0,10.0,320.6453552246094
278,-1712.0,8.0,318.549072265625
279,-1712.0,8.0,316.4690246582031
280,-1712.0,8.0,314.41705322265625
281,-1714.0,6.0,312.48480224609375
282,-1714.0,6.0,310.42803955078125
283,-1714.0,6.0,308.337646484375
284,-1716.0,4.0,306.48663330078125
285,-1714.0,6.0,304.5365295410156
286,-1716.0,4.0,302.3306884765625
287,-1718.0,2.0,300.3743591308594
288,-1716.0,4.0,298.53472900390625
289,-1718.0,2.0,296.35150146484375
290,-1718.0,2.0,294.41693115234375
291,-1718.0,2.0,292.6256408691406
292,-1718.0,2.0,290.5440979003906
293,-1716.0,4.0,288.4369201660156
294,-1716.0,4.0,286.6509094238281
295,-1716.0,4.0,284.66217041015625
296,-1716.0,4.0,282.717041015625
297,-1716.0,4.0,280.8028259277344
298,-1716.0,4.0,278.7803955078125
299,-1718.0,2.0,276.8797607421875
300,-1718.0,2.0,275.0521240234375
301,-1718.0,2.0,272.99560546875
302,-1718.0,2.0,271.07763671875
303,-1718.0,2.0,269.17315673828125
304,-1718.0,2.0,267.3183898925781
305,-1718.0,2.0,265.2317810058594
306,-1718.0,2.0,263.1877136230469
307,-1718.0,2.0,261.39837646484375
308,-1718.0,2.0,259.49639892578125
309,-1718.0,2.0,257.5555114746094
310,-1718.0,2.0,255.71173095703125
311,-1718.0,2.0,253.97360229492188
312,-1718.0,2.0,252.13406372070312
313,-1718.0,2.0,250.30288696289062
314,-1718.0,2.0,248.49905395507812
315,-1718.0,2.0,246.7607421875
