instance,N,edges,best_known_cut,vanilla_fem_best_cut,gap,accuracy,percent_accuracy,runtime_sec,best_replica,R,N_steps,beta_min,beta_max,schedule_kind,lr,seed,batch
G51,1000,5909,3848,3779.0,69.0,0.9820686070686071,98.20686070686071,4.854330062866211,34,128,1000,2.0,12500.0,linear,0.01,0,9
G52,1000,5916,3851,3779.0,72.0,0.981303557517528,98.1303557517528,5.070261240005493,1,128,1000,2.0,12500.0,linear,0.01,0,9
G53,1000,5914,3850,3778.0,72.0,0.9812987012987013,98.12987012987013,5.002832889556885,57,128,1000,2.0,12500.0,linear,0.01,0,9
G54,1000,5916,3852,3778.0,74.0,0.9807892004153687,98.07892004153686,4.496581792831421,112,128,1000,2.0,12500.0,linear,0.01,0,9
