instance,N,edges,best_known_cut,vanilla_fem_best_cut,gap,accuracy,percent_accuracy,runtime_sec,best_replica,R,N_steps,beta_min,beta_max,schedule_kind,lr,seed,batch
G48,3000,6000,6000,5468.0,532.0,0.9113333333333333,91.13333333333333,8.409759998321533,115,128,1000,2.0,12500.0,linear,0.01,0,8
G49,3000,6000,6000,5514.0,486.0,0.919,91.9,13.097512006759644,76,128,1000,2.0,12500.0,linear,0.01,0,8
G50,3000,6000,5880,5494.0,386.0,0.9343537414965987,93.43537414965986,12.831797122955322,18,128,1000,2.0,12500.0,linear,0.01,0,8
