instance,nodes,edges,mode,gamma_mode,gamma_max,gamma_min,n_steps,replicas,seed,lr,beta_min,beta_max,best_cut,best_value,gap,percent_accuracy,best_step,best_replica,runtime_sec,vanilla_cut,vanilla_gap,vanilla_percent_accuracy,vanilla_runtime_sec,delta_cut_vs_vanilla,delta_gap_vs_vanilla,delta_accuracy_vs_vanilla,runtime_ratio_vs_vanilla
G15,800,4661,qefem_anneal,anneal,1.0,0.0,1000,128,0,0.01,2.0,12500.0,3025.0,3050,25.0,99.18032786885246,387,67,20.586703062057495,2998.0,52.0,98.29508196721312,4.4972710609436035,27.0,27.0,0.8852459016393368,4.577598900106781
