instance,step,beta,gamma,loss_mean,free_energy_mean,expected_cut_mean,expected_cut_max,hard_cut_mean,hard_cut_max,best_cut_so_far,entropy_mean,driver_energy_mean,R_mean,R_min,R_max,rx_mean,rx_abs_mean,rz_mean,rz_abs_mean,grad_norm_raw_R,grad_norm_theta
G50,0,2.0,1.0,-4069.6455078125,-4069.6455078125,3000.0,3000.0,2982.796875,3120.0,3120.0,2079.29150390625,-30.00003433227539,0.010099491104483604,0.010054475627839565,0.010144066996872425,0.010099239647388458,0.010099239647388458,-8.65704663510769e-08,6.969717651372775e-05,0.047688599675893784,4.8414174671052024e-05
G50,1,14.510510444641113,0.9989989995956421,-3173.562744140625,-3173.562744140625,3000.0,3000.0,2987.28125,3070.0,3120.0,2079.28857421875,-30.26738929748535,0.010199978947639465,0.010154515504837036,0.010244994424283504,0.010199964046478271,0.010199964046478271,-8.573296739200487e-09,1.4920363355486188e-05,0.0483168289065361,0.000345310167176649
G50,2,27.021020889282227,0.9979979991912842,-3107.4892578125,-3107.4892578125,3000.0,3000.0,2975.625,3126.0,3126.0,2079.28564453125,-30.53862953186035,0.010301495902240276,0.010255583561956882,0.010346953757107258,0.010301388800144196,0.010301388800144196,6.329945989591579e-08,4.573709884425625e-05,0.04876040294766426,8.694847929291427e-05
G50,3,39.531532287597656,0.9969969987869263,-3083.40966796875,-3083.40966796875,3000.0,3000.0,2976.078125,3104.0,3126.0,2079.2822265625,-30.811363220214844,0.010404065251350403,0.010357700288295746,0.010449971072375774,0.010403919033706188,0.010403919033706188,7.330908857738905e-08,5.338994742487557e-05,0.049196578562259674,0.00022588236606679857
G50,4,52.04204177856445,0.9959959983825684,-3071.04052734375,-3071.04052734375,3000.0,3000.0,2980.390625,3068.0,3126.0,2079.279296875,-31.08678436279297,0.010507714934647083,0.010460893623530865,0.010554072447121143,0.010507654398679733,0.010507654398679733,4.978333834060322e-08,3.392231883481145e-05,0.049634210765361786,0.0002660134341567755
G50,5,64.55255126953125,0.9949949979782104,-3063.57568359375,-3063.57568359375,3000.0,3000.0,2983.265625,3066.0,3126.0,2079.27587890625,-31.365190505981445,0.010612471029162407,0.010565187782049179,0.010659287683665752,0.010612462647259235,0.010612462647259235,5.45113287842014e-09,1.0854115316760726e-05,0.050075337290763855,0.00017210513760801405
G50,6,77.06306457519531,0.9939939975738525,-3058.62744140625,-3058.62744140625,3000.0,3000.0,2966.90625,3102.0,3126.0,2079.2724609375,-31.64617156982422,0.010718362405896187,0.010670612566173077,0.010765640065073967,0.01071831863373518,0.01071831863373518,-3.856202823726562e-08,2.947739812952932e-05,0.05051984637975693,6.74065959174186e-05
G50,7,89.57357025146484,0.9929929971694946,-3055.142578125,-3055.142578125,3000.0,3000.0,2971.875,3074.0,3126.0,2079.26904296875,-31.929645538330078,0.010825415141880512,0.010777193121612072,0.010873159393668175,0.01082533411681652,0.01082533411681652,-6.29043768185511e-08,4.0905415517045185e-05,0.05096784979104996,0.0001465543609810993
G50,8,102.0840835571289,0.9919919967651367,-3052.583984375,-3052.583984375,3000.0,3000.0,2975.125,3066.0,3126.0,2079.265625,-32.2159309387207,0.010933654382824898,0.010884955525398254,0.01098187081515789,0.010933591984212399,0.010933591984212399,-6.010540687384491e-08,3.5209988709539175e-05,0.05141996964812279,0.00020219548605382442
G50,9,114.59459686279297,0.9909909963607788,-3050.64990234375,-3050.64990234375,3000.0,3000.0,3007.25,3106.0,3126.0,2079.26220703125,-32.505271911621094,0.011043114587664604,0.01099393516778946,0.011091808788478374,0.011043095961213112,0.011043095961213112,-3.312651841724801e-08,1.9390980014577508e-05,0.05187666043639183,0.00017705094069242477
