step,discrete_energy,gap,entropy
0,108.0,2008.0,707.1168212890625
1,550.0,2450.0,701.6236572265625
2,782.0,2682.0,677.1367797851562
3,-400.0,1500.0,629.559326171875
4,702.0,2602.0,565.0582275390625
5,642.0,2542.0,503.7365112304687
6,250.0,2150.0,457.8485107421875
7,-170.0,1730.0,429.49420166015625
8,510.0,2410.0,417.8597412109375
9,510.0,2410.0,421.8836669921875
10,40.0,1940.0,439.8567199707031
11,-202.0,1698.0,469.2187194824219
12,240.0,2140.0,506.9153442382813
13,284.0,2184.0,549.007568359375
14,-146.0,1754.0,589.8067626953125
15,30.0,1930.0,623.3002319335938
16,104.0,2004.0,645.9918212890625
17,-218.0,1682.0,657.0392456054688
18,-122.0,1778.0,656.9528198242188
19,108.0,2008.0,647.2711791992188
20,-174.0,1726.0,629.9745483398438
21,-184.0,1716.0,607.710205078125
22,-132.0,1768.0,584.44775390625
23,-142.0,1758.0,564.52880859375
24,-234.0,1666.0,551.3526611328125
25,-240.0,1660.0,546.8125
26,-328.0,1572.0,551.0272216796875
27,-318.0,1582.0,562.4019165039062
28,-236.0,1664.0,578.1236572265625
29,-266.0,1634.0,594.717529296875
30,-270.0,1630.0,608.7332763671875
31,-288.0,1612.0,617.5538330078125
32,-342.0,1558.0,619.8865356445312
33,-250.0,1650.0,615.9171752929688
34,-280.0,1620.0,607.2755126953125
35,-328.0,1572.0,596.5875854492188
36,-274.0,1626.0,586.8925170898438
37,-286.0,1614.0,580.79833984375
38,-152.0,1748.0,579.7200317382812
39,-280.0,1620.0,583.479248046875
40,-206.0,1694.0,590.3931884765625
41,22.0,1922.0,597.9150390625
42,60.0,1960.0,603.496337890625
43,46.0,1946.0,605.466796875
44,100.0,2000.0,603.5855102539062
45,182.0,2082.0,599.0576171875
46,198.0,2098.0,594.0142822265625
47,324.0,2224.0,590.611083984375
48,272.0,2172.0,590.1015625
49,452.0,2352.0,592.346435546875
50,554.0,2454.0,595.9241943359375
51,512.0,2412.0,598.91748046875
52,544.0,2444.0,599.91748046875
53,668.0,2568.0,598.7061767578125
54,620.0,2520.0,596.307861328125
55,686.0,2586.0,594.2962036132812
56,818.0,2718.0,593.8232421875
57,798.0,2698.0,594.9325561523438
58,918.0,2818.0,596.6218872070312
59,856.0,2756.0,597.6492309570312
60,670.0,2570.0,597.4151000976562
61,682.0,2582.0,596.341552734375
62,802.0,2702.0,595.4383544921875
63,850.0,2750.0,595.3985595703125
64,888.0,2788.0,596.0711059570312
65,834.0,2734.0,596.7041015625
66,778.0,2678.0,596.7366943359375
67,868.0,2768.0,596.29638671875
68,882.0,2782.0,595.948486328125
69,762.0,2662.0,596.0220947265625
70,734.0,2634.0,596.3092041015625
71,752.0,2652.0,596.4346923828125
72,744.0,2644.0,596.32666015625
73,752.0,2652.0,596.2080078125
74,570.0,2470.0,596.2061767578125
75,586.0,2486.0,596.263916015625
76,652.0,2552.0,596.3087158203125
77,672.0,2572.0,596.3194580078125
78,746.0,2646.0,596.2711181640625
79,650.0,2550.0,596.2179565429688
80,658.0,2558.0,596.2774658203125
81,664.0,2564.0,596.3490600585938
82,630.0,2530.0,596.2626342773438
83,594.0,2494.0,596.2112426757812
84,680.0,2580.0,596.3319091796875
85,708.0,2608.0,596.312255859375
86,600.0,2500.0,596.2059326171875
87,660.0,2560.0,596.3094482421875
88,684.0,2584.0,596.3117065429688
89,578.0,2478.0,596.209228515625
90,602.0,2502.0,596.358642578125
91,630.0,2530.0,596.2158203125
92,584.0,2484.0,596.3391723632812
93,570.0,2470.0,596.2321166992188
94,530.0,2430.0,596.2720947265625
95,520.0,2420.0,596.2745361328125
96,652.0,2552.0,596.2562255859375
97,524.0,2424.0,596.1738891601562
98,532.0,2432.0,596.2982177734375
99,560.0,2460.0,596.2940673828125
100,622.0,2522.0,596.1345825195312
101,612.0,2512.0,596.2310791015625
102,614.0,2514.0,596.3353271484375
103,744.0,2644.0,596.0839233398438
104,550.0,2450.0,596.2262573242188
105,518.0,2418.0,596.375
106,620.0,2520.0,596.1407470703125
107,722.0,2622.0,596.1825561523438
