step,discrete_energy,gap,entropy
0,-128.0,1772.0,
1,-128.0,1772.0,
2,-128.0,1772.0,
3,14.0,1914.0,
4,-36.0,1864.0,
5,58.0,1958.0,
6,14.0,1914.0,
7,-40.0,1860.0,
8,56.0,1956.0,
9,32.0,1932.0,
10,18.0,1918.0,
11,64.0,1964.0,
12,172.0,2072.0,
13,116.0,2016.0,
14,96.0,1996.0,
15,42.0,1942.0,
16,80.0,1980.0,
17,88.0,1988.0,
18,-8.0,1892.0,
19,96.0,1996.0,
20,44.0,1944.0,
21,-104.0,1796.0,
22,-110.0,1790.0,
23,62.0,1962.0,
24,-80.0,1820.0,
25,-188.0,1712.0,
26,-120.0,1780.0,
27,-78.0,1822.0,
28,-246.0,1654.0,
29,-158.0,1742.0,
30,-228.0,1672.0,
31,-244.0,1656.0,
32,-234.0,1666.0,
33,-284.0,1616.0,
34,-346.0,1554.0,
35,-294.0,1606.0,
36,-300.0,1600.0,
37,-454.0,1446.0,
38,-492.0,1408.0,
39,-294.0,1606.0,
40,-426.0,1474.0,
41,-514.0,1386.0,
42,-354.0,1546.0,
43,-362.0,1538.0,
44,-476.0,1424.0,
45,-544.0,1356.0,
46,-372.0,1528.0,
47,-464.0,1436.0,
48,-358.0,1542.0,
49,-534.0,1366.0,
50,-462.0,1438.0,
51,-426.0,1474.0,
52,-486.0,1414.0,
53,-470.0,1430.0,
54,-564.0,1336.0,
55,-442.0,1458.0,
56,-462.0,1438.0,
57,-526.0,1374.0,
58,-492.0,1408.0,
59,-498.0,1402.0,
60,-536.0,1364.0,
61,-482.0,1418.0,
62,-544.0,1356.0,
63,-468.0,1432.0,
64,-536.0,1364.0,
65,-654.0,1246.0,
66,-548.0,1352.0,
67,-398.0,1502.0,
68,-444.0,1456.0,
69,-574.0,1326.0,
70,-590.0,1310.0,
71,-552.0,1348.0,
72,-570.0,1330.0,
73,-614.0,1286.0,
74,-594.0,1306.0,
75,-546.0,1354.0,
76,-638.0,1262.0,
77,-550.0,1350.0,
78,-626.0,1274.0,
79,-588.0,1312.0,
80,-650.0,1250.0,
81,-598.0,1302.0,
82,-658.0,1242.0,
83,-696.0,1204.0,
84,-782.0,1118.0,
85,-734.0,1166.0,
86,-772.0,1128.0,
87,-808.0,1092.0,
88,-848.0,1052.0,
89,-840.0,1060.0,
90,-914.0,986.0,
91,-1074.0,826.0,
92,-1070.0,830.0,
93,-1218.0,682.0,
94,-1310.0,590.0,
95,-1400.0,500.0,
96,-1420.0,480.0,
97,-1516.0,384.0,
98,-1596.0,304.0,
99,-1626.0,274.0,
100,-1626.0,274.0,
101,-1666.0,234.0,
102,-1696.0,204.0,
103,-1706.0,194.0,
104,-1730.0,170.0,
105,-1784.0,116.0,
106,-1792.0,108.0,
107,-1798.0,102.0,
108,-1820.0,80.0,
109,-1830.0,70.0,
110,-1826.0,74.0,
111,-1828.0,72.0,
112,-1842.0,58.0,
113,-1840.0,60.0,
114,-1852.0,48.0,
115,-1848.0,52.0,
116,-1850.0,50.0,
117,-1852.0,48.0,
118,-1856.0,44.0,
119,-1864.0,36.0,
120,-1856.0,44.0,
121,-1860.0,40.0,
122,-1862.0,38.0,
123,-1864.0,36.0,
124,-1864.0,36.0,
125,-1864.0,36.0,
126,-1866.0,34.0,
127,-1870.0,30.0,
128,-1870.0,30.0,
129,-1872.0,28.0,
130,-1868.0,32.0,
131,-1868.0,32.0,
132,-1868.0,32.0,
133,-1870.0,30.0,
134,-1872.0,28.0,
135,-1874.0,26.0,
136,-1874.0,26.0,
137,-1876.0,24.0,
138,-1876.0,24.0,
139,-1876.0,24.0,
140,-1876.0,24.0,
141,-1876.0,24.0,
142,-1876.0,24.0,
143,-1876.0,24.0,
144,-1878.0,22.0,
145,-1878.0,22.0,
146,-1878.0,22.0,
147,-1878.0,22.0,
148,-1878.0,22.0,
149,-1878.0,22.0,
150,-1878.0,22.0,
151,-1880.0,20.0,
152,-1880.0,20.0,
153,-1880.0,20.0,
154,-1880.0,20.0,
155,-1880.0,20.0,
156,-1880.0,20.0,
157,-1880.0,20.0,
158,-1882.0,18.0,
