graph,topology,trial,seed_base,seed,replicas,steps,target,best_cut,gap,winner,target_hits,runtime_sec
G55,large-supplied,0,70000,3263432038,8192,1000,10299.0,10225.0,74.0,256,0,4729.514488083951
G55,large-supplied,1,70001,4274334523,8192,1000,10299.0,10227.0,72.0,789,0,4769.982858791016
G55,large-supplied,2,70002,3443600667,8192,1000,10299.0,10228.0,71.0,3931,0,4834.695090249996
G55,large-supplied,3,70003,1993783170,8192,1000,10299.0,10228.0,71.0,7001,0,4941.747706666996
G55,large-supplied,4,70004,3584918854,8192,1000,10299.0,10235.0,64.0,3399,0,5230.554455083038
