step,discrete_cut,gap,entropy
0,-14.0,570.0,552.517822265625
1,-222.0,778.0,0.004307746887207031
2,-202.0,758.0,0.0
3,-182.0,738.0,0.0
4,-174.0,730.0,0.0
5,-150.0,706.0,0.0
6,-112.0,668.0,0.0
7,-38.0,594.0,0.0
8,46.0,510.0,0.0
9,104.0,452.0,4.291534423828125e-06
10,-292.0,848.0,0.08114147186279297
11,-246.0,802.0,424.1859436035156
12,-316.0,872.0,1.3706777095794678
13,-292.0,848.0,0.040480852127075195
14,-266.0,822.0,0.000240325927734375
15,-244.0,800.0,9.5367431640625e-07
16,-228.0,784.0,0.0
17,-228.0,784.0,0.0
18,-212.0,768.0,6.198883056640625e-06
19,-202.0,758.0,0.00011491775512695312
20,-158.0,714.0,0.005106925964355469
21,-80.0,636.0,0.4344884157180786
22,-276.0,832.0,24.030712127685547
23,-300.0,856.0,12.288837432861328
24,-288.0,844.0,5.040752410888672
25,-256.0,812.0,1.6460654735565186
26,-242.0,798.0,1.052772045135498
27,-232.0,788.0,0.439217209815979
28,-212.0,768.0,0.09844732284545898
29,-182.0,738.0,0.485553503036499
30,-118.0,674.0,0.09776806831359863
31,-24.0,580.0,1.5112887620925903
32,20.0,536.0,5.83323860168457
33,-288.0,844.0,2.4388673305511475
34,-284.0,840.0,2.0675225257873535
35,-260.0,816.0,4.2909135818481445
36,-234.0,790.0,4.208954811096191
37,-210.0,766.0,3.185133457183838
38,-170.0,726.0,4.223883152008057
39,-116.0,672.0,3.7236104011535645
40,-42.0,598.0,5.322385787963867
41,12.0,544.0,5.76704216003418
42,-200.0,756.0,6.394255638122559
43,-196.0,752.0,5.689009666442871
44,-138.0,694.0,4.243555068969727
45,-112.0,668.0,1.3090440034866333
46,-60.0,616.0,1.9921905994415283
47,-38.0,594.0,1.8810523748397827
48,18.0,538.0,3.397003173828125
49,46.0,510.0,2.5075764656066895
50,100.0,456.0,2.4665188789367676
51,36.0,520.0,3.7861087322235107
52,4.0,552.0,2.2235095500946045
53,0.0,556.0,2.893232822418213
54,-2.0,558.0,3.2754621505737305
55,12.0,544.0,3.923858642578125
56,24.0,532.0,5.403946876525879
57,60.0,496.0,3.4988346099853516
58,76.0,480.0,5.488950729370117
59,78.0,478.0,7.802630424499512
60,70.0,486.0,7.043483734130859
61,68.0,488.0,7.676451206207275
62,112.0,444.0,5.969727516174316
63,92.0,464.0,4.531795978546143
64,128.0,428.0,5.177978515625
65,158.0,398.0,4.986808776855469
66,130.0,426.0,6.583009243011475
67,138.0,418.0,5.489208221435547
68,132.0,424.0,5.593557357788086
69,160.0,396.0,6.133079528808594
70,130.0,426.0,8.706327438354492
71,178.0,378.0,5.99050235748291
72,160.0,396.0,8.666643142700195
73,124.0,432.0,7.379645347595215
74,118.0,438.0,8.37105655670166
75,112.0,444.0,7.434019088745117
76,130.0,426.0,7.3967180252075195
77,144.0,412.0,7.937018394470215
78,122.0,434.0,4.59650993347168
79,152.0,404.0,5.284043312072754
80,156.0,400.0,5.416298866271973
81,154.0,402.0,7.5987091064453125
82,128.0,428.0,5.621472358703613
83,156.0,400.0,8.466695785522461
84,152.0,404.0,9.073265075683594
85,186.0,370.0,8.455249786376953
86,158.0,398.0,11.691474914550781
87,168.0,388.0,8.439309120178223
88,158.0,398.0,9.414867401123047
89,134.0,422.0,8.561300277709961
90,154.0,402.0,8.196048736572266
91,154.0,402.0,7.273736953735352
92,134.0,422.0,7.351523399353027
