step,discrete_cut,gap,entropy
0,243.0,1935.0,554.4769287109375
1,248.0,1930.0,554.47607421875
2,248.0,1930.0,554.4752197265625
3,250.0,1928.0,554.4744262695312
4,250.0,1928.0,554.4735107421875
5,250.0,1928.0,554.47265625
6,250.0,1928.0,554.4718017578125
7,250.0,1928.0,554.4708251953125
8,250.0,1928.0,554.469970703125
9,260.0,1918.0,554.468994140625
10,299.0,1879.0,554.468017578125
11,299.0,1879.0,554.4669799804688
12,299.0,1879.0,554.4658813476562
13,299.0,1879.0,554.4649658203125
14,299.0,1879.0,554.4639282226562
15,299.0,1879.0,554.4628295898438
16,360.0,1818.0,554.461669921875
17,360.0,1818.0,554.4605712890625
18,360.0,1818.0,554.45947265625
19,360.0,1818.0,554.458251953125
20,360.0,1818.0,554.4571533203125
21,370.0,1808.0,554.4559326171875
22,403.0,1775.0,554.4547119140625
23,403.0,1775.0,554.4534301757812
24,403.0,1775.0,554.4521484375
25,403.0,1775.0,554.4508056640625
26,403.0,1775.0,554.4495239257812
27,403.0,1775.0,554.4481201171875
28,403.0,1775.0,554.44677734375
29,403.0,1775.0,554.4453125
30,403.0,1775.0,554.44384765625
31,403.0,1775.0,554.4423828125
32,403.0,1775.0,554.44091796875
33,403.0,1775.0,554.439453125
34,403.0,1775.0,554.4379272460938
35,403.0,1775.0,554.436279296875
36,403.0,1775.0,554.4345703125
37,403.0,1775.0,554.4329833984375
38,403.0,1775.0,554.4312744140625
39,403.0,1775.0,554.4296264648438
40,403.0,1775.0,554.4278564453125
41,403.0,1775.0,554.426025390625
42,403.0,1775.0,554.4241943359375
43,403.0,1775.0,554.42236328125
44,403.0,1775.0,554.42041015625
45,403.0,1775.0,554.41845703125
46,403.0,1775.0,554.41650390625
47,412.0,1766.0,554.41455078125
48,412.0,1766.0,554.4124755859375
49,412.0,1766.0,554.410400390625
50,412.0,1766.0,554.408203125
51,412.0,1766.0,554.4061279296875
52,412.0,1766.0,554.40380859375
53,412.0,1766.0,554.401611328125
54,412.0,1766.0,554.3992919921875
55,412.0,1766.0,554.39697265625
56,433.0,1745.0,554.3944702148438
57,433.0,1745.0,554.39208984375
58,433.0,1745.0,554.3896484375
59,433.0,1745.0,554.3870849609375
60,433.0,1745.0,554.384521484375
61,437.0,1741.0,554.3818359375
62,437.0,1741.0,554.379150390625
63,437.0,1741.0,554.3763427734375
64,437.0,1741.0,554.37353515625
65,480.0,1698.0,554.3707275390625
66,480.0,1698.0,554.3677978515625
67,480.0,1698.0,554.3648681640625
68,480.0,1698.0,554.36181640625
69,480.0,1698.0,554.3588256835938
70,480.0,1698.0,554.3555908203125
71,480.0,1698.0,554.3524169921875
72,480.0,1698.0,554.34912109375
73,480.0,1698.0,554.3458251953125
74,480.0,1698.0,554.3424072265625
75,480.0,1698.0,554.3389282226562
76,480.0,1698.0,554.3353271484375
77,480.0,1698.0,554.331787109375
78,480.0,1698.0,554.328125
79,480.0,1698.0,554.3242797851562
80,480.0,1698.0,554.320556640625
81,480.0,1698.0,554.316650390625
82,480.0,1698.0,554.3126220703125
83,480.0,1698.0,554.30859375
84,480.0,1698.0,554.3045043945312
85,480.0,1698.0,554.30029296875
86,480.0,1698.0,554.2960205078125
87,480.0,1698.0,554.2916259765625
88,480.0,1698.0,554.2871704101562
89,480.0,1698.0,554.2825927734375
90,480.0,1698.0,554.2779541015625
91,480.0,1698.0,554.2733154296875
92,480.0,1698.0,554.2684326171875
93,480.0,1698.0,554.2635498046875
94,480.0,1698.0,554.258544921875
95,480.0,1698.0,554.25341796875
96,480.0,1698.0,554.248291015625
97,480.0,1698.0,554.242919921875
98,480.0,1698.0,554.237548828125
99,480.0,1698.0,554.2320556640625
100,480.0,1698.0,554.2264404296875
101,480.0,1698.0,554.220703125
102,480.0,1698.0,554.21484375
103,480.0,1698.0,554.2089233398438
104,480.0,1698.0,554.202880859375
105,480.0,1698.0,554.1967163085938
106,480.0,1698.0,554.1904296875
107,480.0,1698.0,554.1840209960938
108,480.0,1698.0,554.1773681640625
109,480.0,1698.0,554.1707763671875
110,480.0,1698.0,554.1639404296875
111,480.0,1698.0,554.156982421875
112,480.0,1698.0,554.14990234375
113,480.0,1698.0,554.1427001953125
114,480.0,1698.0,554.1353759765625
115,480.0,1698.0,554.1279296875
116,480.0,1698.0,554.1201782226562
117,480.0,1698.0,554.112548828125
118,480.0,1698.0,554.1046142578125
119,480.0,1698.0,554.0966186523438
120,480.0,1698.0,554.0883178710938
121,480.0,1698.0,554.0798950195312
122,480.0,1698.0,554.0712890625
123,480.0,1698.0,554.0626220703125
124,480.0,1698.0,554.0537109375
125,480.0,1698.0,554.044677734375
126,480.0,1698.0,554.0355224609375
127,480.0,1698.0,554.026123046875
128,480.0,1698.0,554.0164794921875
129,480.0,1698.0,554.0067138671875
130,480.0,1698.0,553.996826171875
131,480.0,1698.0,553.9866943359375
132,480.0,1698.0,553.976318359375
133,480.0,1698.0,553.9658203125
134,480.0,1698.0,553.955078125
135,480.0,1698.0,553.944091796875
136,480.0,1698.0,553.9329833984375
137,480.0,1698.0,553.9215698242188
138,480.0,1698.0,553.9100341796875
139,480.0,1698.0,553.898193359375
140,480.0,1698.0,553.88623046875
141,480.0,1698.0,553.8740234375
142,480.0,1698.0,553.8614501953125
143,480.0,1698.0,553.8487548828125
144,480.0,1698.0,553.8358154296875
145,480.0,1698.0,553.8226318359375
146,480.0,1698.0,553.8092041015625
147,480.0,1698.0,553.79541015625
148,480.0,1698.0,553.781494140625
149,480.0,1698.0,553.7672729492188
150,480.0,1698.0,553.7528076171875
151,480.0,1698.0,553.7379760742188
152,480.0,1698.0,553.722900390625
153,480.0,1698.0,553.7075805664062
154,480.0,1698.0,553.6920166015625
155,480.0,1698.0,553.676025390625
156,480.0,1698.0,553.659912109375
157,480.0,1698.0,553.643310546875
158,480.0,1698.0,553.6265258789062
159,480.0,1698.0,553.609375
160,480.0,1698.0,553.5919189453125
161,480.0,1698.0,553.5740966796875
162,480.0,1698.0,553.555908203125
163,480.0,1698.0,553.5374755859375
164,480.0,1698.0,553.5186767578125
165,480.0,1698.0,553.49951171875
166,480.0,1698.0,553.47998046875
167,480.0,1698.0,553.4600830078125
168,480.0,1698.0,553.4398193359375
169,480.0,1698.0,553.419189453125
170,480.0,1698.0,553.398193359375
171,480.0,1698.0,553.3767700195312
172,480.0,1698.0,553.35498046875
173,480.0,1698.0,553.3328247070312
174,480.0,1698.0,553.31005859375
175,480.0,1698.0,553.287109375
176,480.0,1698.0,553.2636108398438
177,480.0,1698.0,553.2396240234375
178,480.0,1698.0,553.2152709960938
179,480.0,1698.0,553.1905517578125
180,480.0,1698.0,553.165283203125
181,480.0,1698.0,553.1395263671875
182,480.0,1698.0,553.1134033203125
183,480.0,1698.0,553.086669921875
184,480.0,1698.0,553.0594482421875
185,480.0,1698.0,553.0318603515625
186,480.0,1698.0,553.0037231445312
187,480.0,1698.0,552.9749755859375
188,480.0,1698.0,552.9456787109375
189,480.0,1698.0,552.916015625
190,480.0,1698.0,552.8856201171875
191,480.0,1698.0,552.8549194335938
192,480.0,1698.0,552.8233642578125
