step,beta,gamma,loss_mean,free_energy_mean,free_energy_min,expected_cut_mean,expected_cut_max,hard_cut_mean,hard_cut_max,best_cut_so_far,gap_so_far,accuracy_so_far_percent,entropy_mean,driver_energy_mean,R_mean,R_min,R_max,rx_mean,rx_abs_mean,rz_mean,rz_abs_mean,grad_norm_raw_R,grad_norm_theta,best_replica_current,best_replica_so_far,elapsed_sec
500,1.7223249673843384,0.0,-26776.486328125,-26776.486328125,-27757.6953125,26650.34765625,27633.0078125,28968.265625,30057.0,30057.0,3280.0,90.1610822809491,217.25047302246094,0.0,0.9524425864219666,0.001191635150462389,0.9885363578796387,-7.642788114026189e-05,0.00688454695045948,-0.0005685669020749629,0.9488874673843384,4.636991500854492,1.0292052030563354,108,108,3.9726829528808594
550,1.913672685623169,0.0,-27337.08984375,-27337.08984375,-28302.998046875,27243.53125,28208.939453125,29086.1484375,30139.0,30139.0,3198.0,90.40705522392537,179.03860473632812,0.0,0.9628438949584961,0.0012783427955582738,0.9931883811950684,-0.0003743013658095151,0.006768712308257818,-0.000830895674880594,0.9594079256057739,3.738170623779297,1.0225237607955933,108,108,4.3517680168151855
600,2.152850866317749,0.0,-27748.373046875,-27748.373046875,-28761.857421875,27678.03515625,28690.974609375,29188.96875,30271.0,30271.0,3066.0,90.80301166871644,151.42706298828125,0.0,0.9698812961578369,0.0020088760647922754,0.9953784942626953,-0.0006303492118604481,0.006284633185714483,-0.0015200497582554817,0.9666870832443237,3.1019058227539062,0.9618353843688965,108,108,4.723092079162598
650,2.460355520248413,0.0,-28059.572265625,-28059.572265625,-29107.056640625,28006.51953125,29053.875,29272.2890625,30370.0,30370.0,2967.0,91.09997900230975,130.52914428710938,0.0,0.9749761819839478,0.002393384464085102,0.9964199066162109,-0.0005363785894587636,0.00568722328171134,-0.001456348574720323,0.9720458388328552,2.6298470497131348,0.8730000257492065,108,108,5.11624002456665
700,2.8703441619873047,0.0,-28303.451171875,-28303.451171875,-29354.04296875,28263.67578125,29314.2109375,29342.328125,30429.0,30429.0,2908.0,91.27695953445121,114.17475891113281,0.0,0.9788035154342651,0.00217422004789114,0.9971948862075806,-0.00035144860157743096,0.004987072199583054,-0.0009455434628762305,0.9762722849845886,2.2658796310424805,0.7874526977539062,108,108,5.4912519454956055
750,3.4442949295043945,0.0,-28500.056640625,-28500.056640625,-29561.5859375,28470.703125,29532.12890625,29405.46875,30493.0,30493.0,2844.0,91.46893841677415,101.10028076171875,0.0,0.9817337989807129,0.0019253854406997561,0.9977186918258667,-0.000515514868311584,0.004418877884745598,-0.0009414666565135121,0.9795039296150208,1.978831171989441,0.7319655418395996,108,108,5.872880935668945
800,4.305146217346191,0.0,-28662.74609375,-28662.74609375,-29716.201171875,28641.74609375,29695.109375,29462.2265625,30534.0,30534.0,2803.0,91.5919248882623,90.4076919555664,0.0,0.9840543866157532,0.0018251746660098433,0.9980545043945312,-0.0003107922675553709,0.004001482389867306,-0.0009017794509418309,0.9820180535316467,1.7472082376480103,0.6987295150756836,108,108,6.2518861293792725
850,5.739701271057129,0.0,-28797.80078125,-28797.80078125,-29845.427734375,28783.6015625,29831.16015625,29508.9921875,30592.0,30592.0,2745.0,91.76590575036747,81.51283264160156,0.0,0.9859221577644348,0.0022719630505889654,0.9983375072479248,-0.000383961625630036,0.003547850763425231,-0.0007745502516627312,0.9841410517692566,1.5573561191558838,0.6215224862098694,108,108,6.627739906311035
900,8.608070373535156,0.0,-28912.439453125,-28912.439453125,-29952.060546875,28903.83984375,29943.419921875,29550.296875,30618.0,30618.0,2719.0,91.84389717131116,74.01153564453125,0.0,0.9874508380889893,0.00302740721963346,0.9985753297805786,-0.0006183136720210314,0.0033641355112195015,-0.0005025028367526829,0.9857519865036011,1.3988810777664185,0.5884983539581299,108,108,7.00616979598999
950,17.207260131835938,0.0,-29011.79296875,-29011.79296875,-30041.05078125,29007.86328125,30037.095703125,29587.78125,30645.0,30645.0,2692.0,91.92488826229115,67.58320617675781,0.0,0.9887344241142273,0.004205835051834583,0.9988023042678833,-0.0005101535352878273,0.003037533489987254,-0.0004279719723854214,0.9872163534164429,1.26607084274292,0.5481260418891907,108,108,7.3846211433410645
1000,16666.66796875,0.0,-29096.607421875,-29096.607421875,-30110.818359375,29096.603515625,30110.814453125,29620.9609375,30657.0,30657.0,2680.0,91.9608843027267,61.99559020996094,0.0,0.9898340106010437,0.004623865708708763,0.9990215301513672,-0.0003643321106210351,0.002576318336650729,-0.00045999648864381015,0.9885694980621338,1.1526801586151123,0.5035859942436218,108,108,7.763576030731201
