instance,mode,N,M,replicas,n_steps,seed,optimizer,lr,alpha,momentum,weight_decay,eps,centered,Tmax,Tmin,beta_min,beta_max,gamma_max,gamma_min,R_init,theta_center,theta_noise,best_cut,best_known,gap,accuracy_percent,best_step,best_replica,runtime_sec,vanilla_adam_cut,vanilla_adam_gap,vanilla_adam_accuracy_percent,vanilla_adam_runtime_sec,vanilla_rmsprop_cut,vanilla_rmsprop_gap,vanilla_rmsprop_accuracy_percent,vanilla_rmsprop_runtime_sec,delta_cut_vs_vanilla_adam,delta_accuracy_vs_vanilla_adam,delta_cut_vs_vanilla_rmsprop,delta_accuracy_vs_vanilla_rmsprop,gamma0_adam_cut,gamma0_adam_gap,gamma0_adam_accuracy_percent,delta_cut_vs_gamma0_adam,delta_accuracy_vs_gamma0_adam,adam_anneal_cut,adam_anneal_gap,adam_anneal_accuracy_percent,delta_cut_vs_adam_anneal,delta_accuracy_vs_adam_anneal
K2000,qefem_rmsprop_gamma_anneal,2000,1999000,128,1000,4,RMSprop,0.03,0.56,0.63,0.013,1e-08,False,1.16,6e-05,0.8620690107345581,16666.66796875,1.0,0.0,0.01,1.5707963267948966,0.001,31106.0,33337,2231.0,93.30773614902361,550,52,8.185935020446777,29906.0,3431.0,89.7081321054684,4.196436166763306,32954.0,383.0,98.85112637609863,4.064090013504028,1200.0,3.5996040435552175,-1848.0,-5.543390227075022,30657.0,2680.0,91.9608843027267,449.0,1.3468518462969143,32981.0,356.0,98.93211746707863,-1875.0,-5.624381318055015
